Median Household Income,Per Capita Income,Gini Index of Income Inequality,Total Population,Median Age,Median Home Value,State Code (FIPS),Year,Unemployment Rate,Percent Foreigners,PC1,PC2,PC3,KMeans_Cluster,State Name,State Code (USPS)
96838.0,51587.0,0.4446,1402054.0,43.4,415400.0,33,2023,0.014372484939952385,0.06766715119389125,0.3800624192659216,-2.15416386585173,1.9862074523796818,0,New Hampshire,NH
99781.0,52583.0,0.4794,9290841.0,40.4,461000.0,34,2023,0.025578631686840835,0.2422203759595068,3.068105624905541,0.6765922455662253,0.681176256517581,2,New Jersey,NJ
62268.0,35510.0,0.4771,2114371.0,39.9,256300.0,35,2023,0.02259111575026332,0.10201473629746151,-1.145012613596853,0.8831795379320058,0.083224098461432,1,New Mexico,NM
82095.0,48847.0,0.5157,19571216.0,40.2,420200.0,36,2023,0.025886638827142882,0.23084901827254883,2.594849460712797,2.689768608881913,-0.06748647467389544,2,New York,NY
70804.0,40414.0,0.4732,10835491.0,39.4,308600.0,37,2023,0.0202814990109816,0.09183958530351785,-0.3074134766880986,0.46135520564695837,-0.43955072591642613,1,North Carolina,NC
76525.0,42814.0,0.4451,783926.0,36.3,246700.0,38,2023,0.015421098420003929,0.03966700938609001,-1.0762590393659617,-1.9303495230529872,-1.0270491088768323,0,North Dakota,ND
67769.0,39395.0,0.4695,11785935.0,39.9,220200.0,39,2023,0.020651649614561764,0.05276314522352278,-1.0313466315542417,0.5446512805716098,-0.4568829788389176,1,Ohio,OH
62138.0,34206.0,0.4737,4053824.0,37.1,208600.0,40,2023,0.021908449898170222,0.06113437583871426,-1.5008074771734259,0.511178363400481,-1.117141608741821,1,Oklahoma,OK
80160.0,44623.0,0.4636,4233358.0,40.7,484800.0,41,2023,0.021339324479526654,0.09606841660922606,0.5272150660391797,-0.325572336234009,0.7536525827887511,0,Oregon,OR
73824.0,42605.0,0.4774,12961683.0,41.1,259900.0,42,2023,0.021853720693524134,0.07956682785715405,-0.27366985902340146,0.9104811951679891,0.10903258876174496,1,Pennsylvania,PA
84972.0,46525.0,0.4661,1095962.0,40.8,411800.0,44,2023,0.02555928034001179,0.14708174188521134,1.0275234809904332,0.19075494612469052,1.0098743783632007,2,Rhode Island,RI
67804.0,38097.0,0.4715,5373555.0,40.5,272900.0,45,2023,0.020988898410828585,0.058888017336753785,-1.1149465017382316,0.40713050836822184,0.20057367877209495,1,South Carolina,SC
71810.0,40263.0,0.462,919318.0,38.5,268200.0,46,2023,0.013860274681883744,0.043448512919359784,-1.3913424049315313,-1.2788899436928818,-0.23509718084011563,0,South Dakota,SD
67631.0,38538.0,0.476,7126489.0,39.1,307300.0,47,2023,0.019937026493691355,0.060621717089579454,-0.864801191614296,0.33613621706399854,-0.3400484704720354,1,Tennessee,TN
75780.0,39775.0,0.479,30503301.0,35.9,296900.0,48,2023,0.022491139565517845,0.17884267673193796,1.4231968703371247,1.63925647756031,-2.965933674061072,2,Texas,TX
93421.0,40096.0,0.4225,3417734.0,32.3,517700.0,49,2023,0.01774538334463712,0.08888462355467101,0.8805495091009065,-2.9479975261454197,-2.4749201278598343,0,Utah,UT
81211.0,46029.0,0.4549,647464.0,43.7,332000.0,50,2023,0.014317398341838311,0.04486272595850889,-0.8699446853922761,-1.3896172115930658,1.8756251355312936,0,Vermont,VT
89931.0,48689.0,0.4723,8715698.0,39.3,382900.0,51,2023,0.018889020707234232,0.13349315224093355,1.1837749425291957,-0.39103999339287104,0.06187219236325177,2,Virginia,VA
94605.0,52011.0,0.4703,7812880.0,38.6,576000.0,53,2023,0.023344016547035152,0.15537586651785257,2.4916223933530155,-0.3068913823975669,0.19542451970908808,2,Washington,WA
55948.0,32766.0,0.4679,1770071.0,42.8,163700.0,54,2023,0.020255119709887342,0.018262544270823036,-2.742022787026255,0.6148518410172527,0.9044460911766856,1,West Virginia,WV
74631.0,41785.0,0.4479,5910955.0,40.5,272500.0,55,2023,0.0147114975498883,0.05208955236505776,-1.1019302311405648,-1.2709019184840171,0.11855007966886856,0,Wisconsin,WI
72415.0,39966.0,0.4455,584057.0,39.3,298700.0,56,2023,0.01630320328324119,0.036431375704768544,-1.359805815927772,-1.467198244127925,0.004243663700638602,0,Wyoming,WY
25621.0,17976.0,0.5483,3205691.0,45.0,131500.0,72,2023,0.03731925503736948,0.026257053471466837,-3.5638902964758663,6.334129208570156,1.5876863845165525,1,,
