Detailed Statistics Departures  
Origin Airport: Newark, NJ: Newark Liberty International (EWR)
Airline: Frontier Airlines Inc. (F9)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2017, 2018, 2019, 2021, 2022, 2023 and 2024

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Actual departure time
"F9","08/17/2021","1531","N381FR","ATL","11:40"
"F9","08/17/2021","2135","N383FR","DFW","08:23"
"F9","08/17/2021","2555","N329FR","TPA","11:09"
"F9","08/17/2021","2959","N381FR","MIA","18:18"
"F9","08/17/2021","2961","N343FR","MIA","07:57"
"F9","08/18/2021","0123","N339FR","SJU","00:38"
"F9","08/18/2021","1259","N370FR","MCO","19:14"
"F9","08/18/2021","1261","N238FR","MCO","22:23"
"F9","08/18/2021","1531","N371FR","ATL","11:44"
"F9","08/18/2021","2135","N378FR","DFW","09:48"
"F9","08/18/2021","2555","N353FR","TPA","13:41"
"F9","08/18/2021","2959","N371FR","MIA","18:11"
"F9","08/18/2021","2961","N335FR","MIA","06:28"
"F9","08/19/2021","0123","N367FR","SJU","00:21"
"F9","08/19/2021","1259","N337FR","MCO","19:21"
"F9","08/19/2021","1261","N308FR","MCO","23:16"
"F9","08/19/2021","1531","N379FR","ATL","12:34"
"F9","08/19/2021","2135","N376FR","DFW","08:25"
"F9","08/19/2021","2959","N379FR","MIA","19:18"
"F9","08/19/2021","2961","N380FR","MIA","06:25"
"F9","08/20/2021","0123","N356FR","SJU","00:57"
"F9","08/20/2021","1259","N312FR","MCO","21:16"
"F9","08/20/2021","1261","N365FR","MCO","22:53"
"F9","08/20/2021","1531","N364FR","ATL","14:18"
"F9","08/20/2021","2135","N318FR","DFW","08:25"
"F9","08/20/2021","2555","N366FR","TPA","12:14"
"F9","08/20/2021","2959","N364FR","MIA","21:34"
"F9","08/20/2021","2961","N347FR","MIA","06:26"
"F9","08/21/2021","0123","N372FR","SJU","01:19"
"F9","08/21/2021","1259","N326FR","MCO","19:20"
"F9","08/21/2021","1261","N370FR","MCO","23:06"
"F9","08/21/2021","1531","N380FR","ATL","11:33"
"F9","08/21/2021","2135","N352FR","DFW","08:29"
"F9","08/21/2021","2555","N330FR","TPA","10:53"
"F9","08/21/2021","2959","N380FR","MIA","18:08"
"F9","08/21/2021","2961","N377FR","MIA","07:25"
"F9","08/22/2021","0123","N323FR","SJU","00:29"
"F9","08/22/2021","1259","","MCO","00:00"
"F9","08/22/2021","1261","","MCO","00:00"
"F9","08/22/2021","1531","","ATL","00:00"
"F9","08/22/2021","2135","","DFW","00:00"
"F9","08/22/2021","2555","","TPA","00:00"
"F9","08/22/2021","2959","","MIA","00:00"
"F9","08/22/2021","2961","","MIA","00:00"
"F9","08/23/2021","0123","","SJU","00:00"
"F9","08/23/2021","1259","N371FR","MCO","19:44"
"F9","08/23/2021","1261","N336FR","MCO","00:23"
"F9","08/23/2021","1531","N341FR","ATL","11:40"
"F9","08/23/2021","2135","","DFW","00:00"
"F9","08/23/2021","2555","","TPA","00:00"
"F9","08/23/2021","2959","N341FR","MIA","19:02"
"F9","08/23/2021","2961","","MIA","00:00"
"F9","08/24/2021","0123","N324FR","SJU","00:56"
"F9","08/24/2021","1259","N305FR","MCO","19:58"
"F9","08/24/2021","1261","N375FR","MCO","22:29"
"F9","08/24/2021","1531","N332FR","ATL","11:52"
"F9","08/24/2021","2135","N358FR","DFW","08:25"
"F9","08/24/2021","2555","N335FR","TPA","11:01"
"F9","08/24/2021","2959","N332FR","MIA","18:09"
"F9","08/24/2021","2961","N367FR","MIA","06:24"
"F9","08/25/2021","0123","N352FR","SJU","02:18"
"F9","08/25/2021","1259","N238FR","MCO","19:42"
"F9","08/25/2021","1261","N365FR","MCO","22:29"
"F9","08/25/2021","1531","N229FR","ATL","11:30"
"F9","08/25/2021","2135","N366FR","DFW","08:25"
"F9","08/25/2021","2555","N318FR","TPA","10:59"
"F9","08/25/2021","2959","N229FR","MIA","18:10"
"F9","08/25/2021","2961","N227FR","MIA","06:24"
"F9","08/26/2021","0123","N371FR","SJU","00:30"
"F9","08/26/2021","1259","N336FR","MCO","19:22"
"F9","08/26/2021","1261","N328FR","MCO","00:15"
"F9","08/26/2021","1531","N310FR","ATL","11:39"
"F9","08/26/2021","2135","N382FR","DFW","08:29"
"F9","08/26/2021","2959","N310FR","MIA","18:11"
"F9","08/26/2021","2961","N344FR","MIA","06:27"
"F9","08/27/2021","0123","N347FR","SJU","00:27"
"F9","08/27/2021","1259","N351FR","MCO","19:57"
"F9","08/27/2021","1261","N350FR","MCO","00:24"
"F9","08/27/2021","1531","N332FR","ATL","11:36"
"F9","08/27/2021","2135","N367FR","DFW","08:24"
"F9","08/27/2021","2555","N342FR","TPA","10:50"
"F9","08/27/2021","2959","N332FR","MIA","18:16"
"F9","08/27/2021","2961","N369FR","MIA","06:22"
"F9","08/28/2021","0123","N377FR","SJU","00:43"
"F9","08/28/2021","1259","N329FR","MCO","19:04"
"F9","08/28/2021","1261","N356FR","MCO","22:03"
"F9","08/28/2021","1531","N383FR","ATL","11:37"
"F9","08/28/2021","2135","N346FR","DFW","12:41"
"F9","08/28/2021","2555","N331FR","TPA","11:23"
"F9","08/28/2021","2959","N383FR","MIA","18:09"
"F9","08/28/2021","2961","N380FR","MIA","06:29"
"F9","08/29/2021","0123","N350FR","SJU","00:10"
"F9","08/29/2021","1259","N709FR","MCO","19:07"
"F9","08/29/2021","1261","N374FR","MCO","22:18"
"F9","08/29/2021","1531","N337FR","ATL","11:33"
"F9","08/29/2021","2135","N343FR","DFW","08:28"
"F9","08/29/2021","2555","N351FR","TPA","10:52"
"F9","08/29/2021","2959","N337FR","MIA","18:09"
"F9","08/29/2021","2961","N363FR","MIA","06:24"
"F9","08/30/2021","0123","N332FR","SJU","00:49"
"F9","08/30/2021","1259","N375FR","MCO","20:42"
"F9","08/30/2021","1261","N385FR","MCO","22:23"
"F9","08/30/2021","1531","N344FR","ATL","12:12"
"F9","08/30/2021","2135","N358FR","DFW","08:22"
"F9","08/30/2021","2555","N348FR","TPA","10:52"
"F9","08/30/2021","2959","N344FR","MIA","18:29"
"F9","08/30/2021","2961","N235FR","MIA","06:17"
"F9","08/31/2021","0123","N235FR","SJU","00:23"
"F9","08/31/2021","1259","N362FR","MCO","19:28"
"F9","08/31/2021","1261","N363FR","MCO","22:18"
"F9","08/31/2021","1531","N238FR","ATL","11:28"
"F9","08/31/2021","2135","N352FR","DFW","08:26"
"F9","08/31/2021","2555","N350FR","TPA","10:54"
"F9","08/31/2021","2959","N238FR","MIA","18:17"
"F9","08/31/2021","2961","N232FR","MIA","09:50"
"F9","09/01/2021","0123","N377FR","SJU","00:33"
"F9","09/01/2021","1259","N205FR","MCO","18:14"
"F9","09/01/2021","1261","","MCO","00:00"
"F9","09/01/2021","1531","N381FR","ATL","12:12"
"F9","09/01/2021","2135","N384FR","DFW","08:30"
"F9","09/01/2021","2555","N307FR","TPA","10:53"
"F9","09/01/2021","2959","N381FR","MIA","18:46"
"F9","09/01/2021","2961","N323FR","MIA","06:19"
"F9","09/02/2021","0123","","SJU","00:00"
"F9","09/02/2021","1259","N348FR","MCO","23:26"
"F9","09/02/2021","1261","N371FR","MCO","23:16"
"F9","09/02/2021","1531","","ATL","00:00"
"F9","09/02/2021","2135","N382FR","DFW","14:13"
"F9","09/02/2021","2959","N330FR","MIA","22:57"
"F9","09/02/2021","2961","N367FR","MIA","07:19"
"F9","09/03/2021","0123","N307FR","SJU","01:15"
"F9","09/03/2021","1259","N351FR","MCO","19:56"
"F9","09/03/2021","1261","N343FR","MCO","23:01"
"F9","09/03/2021","1531","N337FR","ATL","12:38"
"F9","09/03/2021","2135","N381FR","DFW","10:17"
"F9","09/03/2021","2555","N378FR","TPA","10:55"
"F9","09/03/2021","2959","N337FR","MIA","18:38"
"F9","09/03/2021","2961","N349FR","MIA","06:21"
"F9","09/04/2021","0123","N352FR","SJU","00:56"
"F9","09/04/2021","1259","N347FR","MCO","19:02"
"F9","09/04/2021","1261","N359FR","MCO","22:25"
"F9","09/04/2021","1531","N370FR","ATL","11:37"
"F9","09/04/2021","2135","N323FR","DFW","08:27"
"F9","09/04/2021","2555","N369FR","TPA","10:56"
"F9","09/04/2021","2959","N356FR","MIA","18:06"
"F9","09/04/2021","2961","N328FR","MIA","06:29"
"F9","09/05/2021","0123","N313FR","SJU","01:13"
"F9","09/05/2021","1259","N362FR","MCO","20:00"
"F9","09/05/2021","1261","N365FR","MCO","22:18"
"F9","09/05/2021","1531","N384FR","ATL","12:11"
"F9","09/05/2021","2135","N202FR","DFW","09:05"
"F9","09/05/2021","2555","N369FR","TPA","10:41"
"F9","09/05/2021","2959","N384FR","MIA","19:13"
"F9","09/05/2021","2961","N358FR","MIA","06:20"
"F9","09/06/2021","0123","N359FR","SJU","01:07"
"F9","09/06/2021","1259","N383FR","MCO","19:05"
"F9","09/06/2021","1261","N364FR","MCO","22:09"
"F9","09/06/2021","1531","N205FR","ATL","11:33"
"F9","09/06/2021","2135","N374FR","DFW","08:27"
"F9","09/06/2021","2555","N238FR","TPA","10:53"
"F9","09/06/2021","2959","N205FR","MIA","18:30"
"F9","09/06/2021","2961","N339FR","MIA","06:24"
"F9","09/07/2021","0123","N381FR","SJU","00:29"
"F9","09/07/2021","1259","N383FR","MCO","19:08"
"F9","09/07/2021","1261","N354FR","MCO","22:04"
"F9","09/07/2021","1531","N235FR","ATL","11:39"
"F9","09/07/2021","2135","N382FR","DFW","08:26"
"F9","09/07/2021","2555","N338FR","TPA","10:58"
"F9","09/07/2021","2959","N235FR","MIA","18:04"
"F9","09/07/2021","2961","N233FR","MIA","06:20"
"F9","09/08/2021","1257","N708FR","MCO","11:43"
"F9","09/08/2021","1259","N360FR","MCO","21:23"
"F9","09/08/2021","1531","N324FR","ATL","11:14"
"F9","09/08/2021","2135","N311FR","DFW","08:43"
"F9","09/08/2021","2555","N324FR","TPA","18:27"
"F9","09/08/2021","2959","N307FR","MIA","06:21"
"F9","09/08/2021","2961","N375FR","MIA","19:28"
"F9","09/09/2021","1259","N342FR","MCO","21:21"
"F9","09/09/2021","1261","N720FR","MCO","12:41"
"F9","09/09/2021","1531","N369FR","ATL","12:21"
"F9","09/09/2021","2135","N347FR","DFW","08:43"
"F9","09/09/2021","2555","N369FR","TPA","18:25"
"F9","09/09/2021","2961","N375FR","MIA","18:36"
"F9","09/10/2021","1259","N362FR","MCO","21:47"
"F9","09/10/2021","1261","N705FR","MCO","11:34"
"F9","09/10/2021","1531","N370FR","ATL","10:58"
"F9","09/10/2021","2135","N322FR","DFW","09:32"
"F9","09/10/2021","2555","N370FR","TPA","17:17"
"F9","09/10/2021","2961","N235FR","MIA","18:35"
"F9","09/11/2021","1259","N311FR","MCO","21:09"
"F9","09/11/2021","1261","N701FR","MCO","11:37"
"F9","09/11/2021","1531","N363FR","ATL","11:03"
"F9","09/11/2021","2135","N328FR","DFW","08:46"
"F9","09/11/2021","2555","N363FR","TPA","17:21"
"F9","09/12/2021","1259","N354FR","MCO","21:22"
"F9","09/12/2021","1261","N718FR","MCO","12:02"
"F9","09/12/2021","1531","N324FR","ATL","11:34"
"F9","09/12/2021","2135","N359FR","DFW","08:50"
"F9","09/12/2021","2555","N324FR","TPA","18:30"
"F9","09/12/2021","2961","N348FR","MIA","19:40"
"F9","09/13/2021","1259","N342FR","MCO","21:13"
"F9","09/13/2021","1261","N714FR","MCO","11:40"
"F9","09/13/2021","1531","N301FR","ATL","11:51"
"F9","09/13/2021","2135","N336FR","DFW","08:46"
"F9","09/13/2021","2555","N301FR","TPA","17:54"
"F9","09/13/2021","2961","N338FR","MIA","18:54"
"F9","09/14/2021","1259","N377FR","MCO","21:17"
"F9","09/14/2021","1531","N322FR","ATL","10:55"
"F9","09/14/2021","2135","N374FR","DFW","08:48"
"F9","09/14/2021","2555","N348FR","TPA","18:29"
"F9","09/14/2021","2961","N318FR","MIA","18:52"
"F9","09/15/2021","1259","N341FR","MCO","21:34"
"F9","09/15/2021","1261","N708FR","MCO","11:36"
"F9","09/15/2021","1531","N348FR","ATL","10:54"
"F9","09/15/2021","2135","N351FR","DFW","08:44"
"F9","09/15/2021","2555","N348FR","TPA","17:28"
"F9","09/16/2021","1259","N328FR","MCO","21:19"
"F9","09/16/2021","1261","N710FR","MCO","11:33"
"F9","09/16/2021","1531","N343FR","ATL","11:04"
"F9","09/16/2021","2135","N385FR","DFW","08:42"
"F9","09/16/2021","2555","N343FR","TPA","17:20"
"F9","09/16/2021","2961","N233FR","MIA","18:35"
"F9","09/17/2021","1259","N384FR","MCO","22:15"
"F9","09/17/2021","1261","N705FR","MCO","12:13"
"F9","09/17/2021","1531","N375FR","ATL","11:13"
"F9","09/17/2021","2135","N341FR","DFW","08:46"
"F9","09/17/2021","2555","N375FR","TPA","18:15"
"F9","09/17/2021","2961","N318FR","MIA","21:12"
"F9","09/18/2021","1259","N332FR","MCO","21:15"
"F9","09/18/2021","1261","N706FR","MCO","11:40"
"F9","09/18/2021","1531","N363FR","ATL","11:03"
"F9","09/18/2021","2135","N313FR","DFW","08:42"
"F9","09/18/2021","2555","N363FR","TPA","17:17"
"F9","09/18/2021","2961","N356FR","MIA","19:14"
"F9","09/19/2021","1259","N305FR","MCO","22:09"
"F9","09/19/2021","1261","N706FR","MCO","11:57"
"F9","09/19/2021","1531","N353FR","ATL","11:19"
"F9","09/19/2021","2135","N309FR","DFW","08:43"
"F9","09/19/2021","2555","N353FR","TPA","18:10"
"F9","09/19/2021","2961","N356FR","MIA","19:39"
"F9","09/20/2021","1259","N326FR","MCO","21:27"
"F9","09/20/2021","1261","N702FR","MCO","11:39"
"F9","09/20/2021","1531","N343FR","ATL","11:09"
"F9","09/20/2021","2135","N337FR","DFW","09:58"
"F9","09/20/2021","2555","N343FR","TPA","17:53"
"F9","09/20/2021","2961","N308FR","MIA","19:00"
"F9","09/21/2021","1259","N367FR","MCO","21:25"
"F9","09/21/2021","1531","N331FR","ATL","10:56"
"F9","09/21/2021","2135","N362FR","DFW","08:47"
"F9","09/21/2021","2555","N331FR","TPA","17:22"
"F9","09/21/2021","2961","N361FR","MIA","19:01"
"F9","09/22/2021","1259","N372FR","MCO","22:44"
"F9","09/22/2021","1261","N708FR","MCO","11:33"
"F9","09/22/2021","1531","N365FR","ATL","10:53"
"F9","09/22/2021","2135","N312FR","DFW","08:41"
"F9","09/22/2021","2555","N365FR","TPA","18:29"
"F9","09/23/2021","1259","N344FR","MCO","23:48"
"F9","09/23/2021","1261","N713FR","MCO","11:41"
"F9","09/23/2021","1531","N379FR","ATL","10:55"
"F9","09/23/2021","2135","N367FR","DFW","08:43"
"F9","09/23/2021","2555","N379FR","TPA","23:27"
"F9","09/23/2021","2961","N380FR","MIA","11:53"
"F9","09/24/2021","1259","N369FR","MCO","21:28"
"F9","09/24/2021","1261","N713FR","MCO","11:41"
"F9","09/24/2021","1531","N343FR","ATL","12:00"
"F9","09/24/2021","2135","N373FR","DFW","08:46"
"F9","09/24/2021","2555","N343FR","TPA","18:28"
"F9","09/24/2021","2961","N380FR","MIA","21:07"
"F9","09/25/2021","1259","N236FR","MCO","22:44"
"F9","09/25/2021","1261","N722FR","MCO","11:53"
"F9","09/25/2021","1531","N343FR","ATL","11:44"
"F9","09/25/2021","2135","N367FR","DFW","08:48"
"F9","09/25/2021","2555","N343FR","TPA","17:39"
"F9","09/25/2021","2961","N338FR","MIA","19:22"
"F9","09/26/2021","1259","N307FR","MCO","01:11"
"F9","09/26/2021","1261","N722FR","MCO","12:25"
"F9","09/26/2021","1531","N317FR","ATL","14:14"
"F9","09/26/2021","2135","N369FR","DFW","09:39"
"F9","09/26/2021","2555","N317FR","TPA","21:41"
"F9","09/26/2021","2961","N379FR","MIA","18:35"
"F9","09/27/2021","1259","N311FR","MCO","21:09"
"F9","09/27/2021","1261","N721FR","MCO","11:38"
"F9","09/27/2021","1531","N362FR","ATL","10:58"
"F9","09/27/2021","2135","N363FR","DFW","09:56"
"F9","09/27/2021","2555","N362FR","TPA","17:19"
"F9","09/27/2021","2961","N339FR","MIA","19:55"
"F9","09/28/2021","1259","N378FR","MCO","21:45"
"F9","09/28/2021","1261","N722FR","MCO","11:34"
"F9","09/28/2021","1531","N362FR","ATL","10:59"
"F9","09/28/2021","2135","N324FR","DFW","08:45"
"F9","09/28/2021","2555","N362FR","TPA","17:14"
"F9","09/29/2021","1259","N330FR","MCO","21:21"
"F9","09/29/2021","1531","N338FR","ATL","10:47"
"F9","09/29/2021","2135","N347FR","DFW","08:41"
"F9","09/29/2021","2555","N338FR","TPA","17:26"
"F9","09/30/2021","1259","N332FR","MCO","21:19"
"F9","09/30/2021","1261","N704FR","MCO","12:00"
"F9","09/30/2021","1531","N374FR","ATL","11:08"
"F9","09/30/2021","2135","N316FR","DFW","08:43"
"F9","09/30/2021","2555","N374FR","TPA","17:19"
"F9","09/30/2021","2961","N365FR","MIA","19:23"
"F9","10/01/2021","1259","N328FR","MCO","22:49"
"F9","10/01/2021","1261","N718FR","MCO","11:43"
"F9","10/01/2021","1531","N361FR","ATL","11:01"
"F9","10/01/2021","2135","N363FR","DFW","08:43"
"F9","10/01/2021","2555","N361FR","TPA","17:20"
"F9","10/01/2021","2961","N373FR","MIA","18:46"
"F9","10/02/2021","1259","N380FR","MCO","21:21"
"F9","10/02/2021","1261","N711FR","MCO","11:38"
"F9","10/02/2021","1531","N372FR","ATL","11:11"
"F9","10/02/2021","2135","N384FR","DFW","08:47"
"F9","10/02/2021","2555","N372FR","TPA","17:20"
"F9","10/03/2021","1259","N317FR","MCO","21:31"
"F9","10/03/2021","1261","N716FR","MCO","11:45"
"F9","10/03/2021","1531","N377FR","ATL","10:58"
"F9","10/03/2021","2135","N370FR","DFW","08:45"
"F9","10/03/2021","2555","N377FR","TPA","17:22"
"F9","10/03/2021","2961","N379FR","MIA","18:58"
"F9","10/04/2021","1259","N205FR","MCO","21:15"
"F9","10/04/2021","1261","N711FR","MCO","11:57"
"F9","10/04/2021","1531","N358FR","ATL","11:05"
"F9","10/04/2021","2135","N365FR","DFW","08:53"
"F9","10/04/2021","2555","N358FR","TPA","18:46"
"F9","10/04/2021","2961","N309FR","MIA","18:56"
"F9","10/05/2021","1259","N329FR","MCO","21:26"
"F9","10/05/2021","1261","N711FR","MCO","11:35"
"F9","10/05/2021","1531","N353FR","ATL","11:02"
"F9","10/05/2021","2135","N307FR","DFW","08:43"
"F9","10/05/2021","2555","N353FR","TPA","20:53"
"F9","10/06/2021","1259","N324FR","MCO","21:25"
"F9","10/06/2021","1261","N709FR","MCO","11:36"
"F9","10/06/2021","1531","N312FR","ATL","10:53"
"F9","10/06/2021","2555","N312FR","TPA","17:25"
"F9","10/07/2021","1259","N370FR","MCO","21:29"
"F9","10/07/2021","1261","N705FR","MCO","11:38"
"F9","10/07/2021","1531","N309FR","ATL","11:00"
"F9","10/07/2021","2555","N309FR","TPA","17:48"
"F9","10/07/2021","2961","N332FR","MIA","20:55"
"F9","10/08/2021","1259","N342FR","MCO","21:40"
"F9","10/08/2021","1261","N712FR","MCO","11:44"
"F9","10/08/2021","1531","N344FR","ATL","11:01"
"F9","10/08/2021","2135","N304FR","DFW","08:43"
"F9","10/08/2021","2555","N344FR","TPA","17:43"
"F9","10/08/2021","2961","N361FR","MIA","19:20"
"F9","10/09/2021","1259","N324FR","MCO","21:50"
"F9","10/09/2021","1261","N716FR","MCO","12:02"
"F9","10/09/2021","1531","N343FR","ATL","13:27"
"F9","10/09/2021","2135","N380FR","DFW","08:50"
"F9","10/09/2021","2555","N329FR","TPA","17:35"
"F9","10/10/2021","1259","N371FR","MCO","21:21"
"F9","10/10/2021","1261","","MCO","00:00"
"F9","10/10/2021","1531","N342FR","ATL","10:54"
"F9","10/10/2021","2135","N367FR","DFW","08:44"
"F9","10/10/2021","2555","N342FR","TPA","17:35"
"F9","10/10/2021","2961","N361FR","MIA","19:03"
"F9","10/11/2021","1259","N361FR","MCO","21:12"
"F9","10/11/2021","1261","N701FR","MCO","11:57"
"F9","10/11/2021","1531","N318FR","ATL","10:55"
"F9","10/11/2021","2135","N377FR","DFW","08:43"
"F9","10/11/2021","2555","N318FR","TPA","17:34"
"F9","10/11/2021","2961","N229FR","MIA","18:47"
"F9","10/12/2021","1259","N347FR","MCO","21:18"
"F9","10/12/2021","1261","N715FR","MCO","11:56"
"F9","10/12/2021","1531","N354FR","ATL","10:52"
"F9","10/12/2021","2135","N349FR","DFW","08:46"
"F9","10/12/2021","2555","N354FR","TPA","17:41"
"F9","10/13/2021","1259","N307FR","MCO","21:13"
"F9","10/13/2021","1261","N708FR","MCO","12:07"
"F9","10/13/2021","2555","N210FR","TPA","17:37"
"F9","10/14/2021","1259","N308FR","MCO","21:41"
"F9","10/14/2021","1261","N708FR","MCO","17:44"
"F9","10/14/2021","1531","N304FR","ATL","10:54"
"F9","10/14/2021","2555","N304FR","TPA","17:33"
"F9","10/15/2021","1259","N313FR","MCO","21:24"
"F9","10/15/2021","1261","N717FR","MCO","12:00"
"F9","10/15/2021","1531","N210FR","ATL","11:09"
"F9","10/15/2021","2135","N301FR","DFW","08:43"
"F9","10/15/2021","2555","N210FR","TPA","18:30"
"F9","10/15/2021","2961","N330FR","MIA","18:56"
"F9","10/16/2021","1259","N387FR","MCO","21:19"
"F9","10/16/2021","1261","N721FR","MCO","17:33"
"F9","10/16/2021","1531","N721FR","ATL","11:25"
"F9","10/16/2021","2135","N354FR","DFW","11:06"
"F9","10/16/2021","2555","N352FR","TPA","18:57"
"F9","10/17/2021","1259","N311FR","MCO","21:19"
"F9","10/17/2021","1261","N711FR","MCO","11:43"
"F9","10/17/2021","1531","N342FR","ATL","10:51"
"F9","10/17/2021","2135","N230FR","DFW","08:45"
"F9","10/17/2021","2555","N342FR","TPA","17:36"
"F9","10/17/2021","2961","N359FR","MIA","22:22"
"F9","10/18/2021","1259","N228FR","MCO","23:42"
"F9","10/18/2021","1261","N709FR","MCO","11:34"
"F9","10/18/2021","1531","N342FR","ATL","10:53"
"F9","10/18/2021","2135","N351FR","DFW","08:46"
"F9","10/18/2021","2555","N342FR","TPA","17:38"
"F9","10/19/2021","1259","N368FR","MCO","21:11"
"F9","10/19/2021","1261","N717FR","MCO","11:31"
"F9","10/19/2021","1531","N350FR","ATL","13:37"
"F9","10/19/2021","2135","N233FR","DFW","08:44"
"F9","10/19/2021","2555","N371FR","TPA","17:37"
"F9","10/20/2021","1259","N210FR","MCO","21:28"
"F9","10/20/2021","1261","N721FR","MCO","11:29"
"F9","10/20/2021","1531","N329FR","ATL","10:51"
"F9","10/20/2021","2555","N329FR","TPA","17:34"
"F9","10/21/2021","1259","N356FR","MCO","21:15"
"F9","10/21/2021","1261","N373FR","MCO","11:56"
"F9","10/21/2021","1531","N364FR","ATL","10:52"
"F9","10/21/2021","2555","N364FR","TPA","17:35"
"F9","10/21/2021","2961","N383FR","MIA","18:50"
"F9","10/22/2021","1259","N371FR","MCO","21:14"
"F9","10/22/2021","1261","N710FR","MCO","11:37"
"F9","10/22/2021","1531","N227FR","ATL","10:52"
"F9","10/22/2021","2135","N347FR","DFW","08:47"
"F9","10/22/2021","2555","N227FR","TPA","17:35"
"F9","10/22/2021","2961","N353FR","MIA","18:50"
"F9","10/23/2021","1259","N216FR","MCO","21:52"
"F9","10/23/2021","1261","N720FR","MCO","11:40"
"F9","10/23/2021","1531","N330FR","ATL","11:17"
"F9","10/23/2021","2135","N377FR","DFW","08:45"
"F9","10/23/2021","2555","N330FR","TPA","17:28"
"F9","10/24/2021","1259","N367FR","MCO","21:18"
"F9","10/24/2021","1261","","MCO","00:00"
"F9","10/24/2021","1531","N371FR","ATL","10:50"
"F9","10/24/2021","2135","N363FR","DFW","08:43"
"F9","10/24/2021","2555","N371FR","TPA","17:38"
"F9","10/24/2021","2961","N335FR","MIA","18:55"
"F9","10/25/2021","1259","N328FR","MCO","21:11"
"F9","10/25/2021","1261","N712FR","MCO","12:15"
"F9","10/25/2021","1531","N334FR","ATL","10:58"
"F9","10/25/2021","2135","N384FR","DFW","08:42"
"F9","10/25/2021","2555","N334FR","TPA","17:34"
"F9","10/25/2021","2961","N210FR","MIA","18:59"
"F9","10/26/2021","1259","N331FR","MCO","21:16"
"F9","10/26/2021","1261","N720FR","MCO","11:36"
"F9","10/26/2021","1531","N334FR","ATL","10:55"
"F9","10/26/2021","2135","N378FR","DFW","08:48"
"F9","10/26/2021","2555","N334FR","TPA","17:33"
"F9","10/27/2021","1259","N339FR","MCO","21:20"
"F9","10/27/2021","1531","N324FR","ATL","11:02"
"F9","10/27/2021","2555","N324FR","TPA","18:00"
"F9","10/28/2021","1259","N347FR","MCO","21:22"
"F9","10/28/2021","1261","N714FR","MCO","11:36"
"F9","10/28/2021","1531","N342FR","ATL","11:25"
"F9","10/28/2021","2555","N342FR","TPA","19:44"
"F9","10/28/2021","2961","N323FR","MIA","18:56"
"F9","10/29/2021","1259","N326FR","MCO","21:18"
"F9","10/29/2021","1261","N717FR","MCO","11:42"
"F9","10/29/2021","1531","N365FR","ATL","10:51"
"F9","10/29/2021","2135","N330FR","DFW","08:42"
"F9","10/29/2021","2555","N365FR","TPA","17:36"
"F9","10/29/2021","2961","N313FR","MIA","09:35"
"F9","10/30/2021","1259","N322FR","MCO","21:19"
"F9","10/30/2021","1261","N716FR","MCO","11:42"
"F9","10/30/2021","1531","N210FR","ATL","10:52"
"F9","10/30/2021","2135","N227FR","DFW","08:43"
"F9","10/30/2021","2555","N210FR","TPA","17:34"
"F9","10/31/2021","1259","N309FR","MCO","21:17"
"F9","10/31/2021","1261","N704FR","MCO","11:39"
"F9","10/31/2021","1531","N339FR","ATL","10:44"
"F9","10/31/2021","2135","N356FR","DFW","08:43"
"F9","10/31/2021","2555","N339FR","TPA","17:34"
"F9","10/31/2021","2961","N238FR","MIA","00:57"
"F9","11/01/2021","1259","N238FR","MCO","21:54"
"F9","11/01/2021","1261","N704FR","MCO","12:15"
"F9","11/01/2021","1531","N323FR","ATL","10:51"
"F9","11/01/2021","2135","N385FR","DFW","08:44"
"F9","11/01/2021","2555","N323FR","TPA","17:35"
"F9","11/01/2021","2961","N331FR","MIA","18:57"
"F9","11/02/2021","1259","N359FR","MCO","21:23"
"F9","11/02/2021","1261","N716FR","MCO","11:37"
"F9","11/02/2021","2135","N376FR","DFW","08:48"
"F9","11/02/2021","2555","N323FR","TPA","17:34"
"F9","11/03/2021","1259","N363FR","MCO","21:13"
"F9","11/03/2021","1261","N721FR","MCO","11:32"
"F9","11/03/2021","2555","N301FR","TPA","17:30"
"F9","11/04/2021","1257","N322FR","MCO","21:13"
"F9","11/04/2021","1261","N704FR","MCO","11:33"
"F9","11/04/2021","1531","N326FR","ATL","10:53"
"F9","11/04/2021","2555","N326FR","TPA","17:33"
"F9","11/04/2021","2961","N380FR","MIA","19:34"
"F9","11/05/2021","0123","N717FR","SJU","07:03"
"F9","11/05/2021","1261","N373FR","MCO","14:26"
"F9","11/05/2021","1531","N387FR","ATL","13:28"
"F9","11/05/2021","2135","N235FR","DFW","10:50"
"F9","11/05/2021","2555","N309FR","TPA","13:56"
"F9","11/05/2021","2959","N308FR","MIA","13:02"
"F9","11/05/2021","2963","N344FR","PBI","13:01"
"F9","11/06/2021","0123","N718FR","SJU","06:59"
"F9","11/06/2021","1259","N232FR","MCO","05:53"
"F9","11/06/2021","1261","N310FR","MCO","13:03"
"F9","11/06/2021","1531","N366FR","ATL","13:06"
"F9","11/06/2021","2135","N373FR","DFW","11:08"
