Detailed Statistics Departures  
Origin Airport: Newark, NJ: Newark Liberty International (EWR)
Airline: Frontier Airlines Inc. (F9)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2017, 2018, 2019, 2021, 2022, 2023 and 2024

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Actual departure time
"F9","04/02/2021","1259","N316FR","MCO","06:51"
"F9","04/02/2021","1261","N324FR","MCO","12:45"
"F9","04/02/2021","2183","N346FR","LAS","21:49"
"F9","04/02/2021","2555","N375FR","TPA","07:45"
"F9","04/02/2021","2959","N347FR","MIA","19:54"
"F9","04/03/2021","0123","N232FR","SJU","09:24"
"F9","04/03/2021","1259","N323FR","MCO","06:53"
"F9","04/03/2021","1261","N716FR","MCO","12:14"
"F9","04/03/2021","2183","N373FR","LAS","21:56"
"F9","04/03/2021","2555","N238FR","TPA","07:46"
"F9","04/03/2021","2959","N347FR","MIA","19:55"
"F9","04/04/2021","0123","N236FR","SJU","09:25"
"F9","04/04/2021","1259","N342FR","MCO","06:52"
"F9","04/04/2021","1261","N714FR","MCO","12:11"
"F9","04/04/2021","2183","N329FR","LAS","22:24"
"F9","04/04/2021","2555","N364FR","TPA","07:44"
"F9","04/04/2021","2959","N372FR","MIA","11:29"
"F9","04/05/2021","0123","N362FR","SJU","09:36"
"F9","04/05/2021","1259","N344FR","MCO","06:58"
"F9","04/05/2021","1261","N715FR","MCO","12:45"
"F9","04/05/2021","2183","N308FR","LAS","21:53"
"F9","04/05/2021","2555","N353FR","TPA","08:02"
"F9","04/05/2021","2959","N305FR","MIA","19:47"
"F9","04/06/2021","0123","N347FR","SJU","09:22"
"F9","04/06/2021","1259","N316FR","MCO","06:50"
"F9","04/06/2021","1261","N714FR","MCO","13:54"
"F9","04/06/2021","2183","N341FR","LAS","21:54"
"F9","04/06/2021","2555","N350FR","TPA","07:48"
"F9","04/06/2021","2959","N365FR","MIA","11:23"
"F9","04/07/2021","0123","N337FR","SJU","09:22"
"F9","04/07/2021","1259","N718FR","MCO","07:06"
"F9","04/07/2021","1261","N716FR","MCO","12:12"
"F9","04/07/2021","2183","N349FR","LAS","21:52"
"F9","04/07/2021","2555","N317FR","TPA","07:48"
"F9","04/07/2021","2959","N359FR","MIA","20:01"
"F9","04/08/2021","0123","N372FR","SJU","09:23"
"F9","04/08/2021","1259","N210FR","MCO","06:52"
"F9","04/08/2021","1261","N702FR","MCO","12:15"
"F9","04/08/2021","2183","N331FR","LAS","22:06"
"F9","04/08/2021","2555","N229FR","TPA","07:50"
"F9","04/08/2021","2959","N373FR","MIA","11:16"
"F9","04/09/2021","0123","N341FR","SJU","09:23"
"F9","04/09/2021","1259","N313FR","MCO","06:59"
"F9","04/09/2021","1261","N718FR","MCO","12:40"
"F9","04/09/2021","2183","N322FR","LAS","21:55"
"F9","04/09/2021","2555","N361FR","TPA","07:48"
"F9","04/09/2021","2959","N316FR","MIA","19:51"
"F9","04/10/2021","0123","N373FR","SJU","09:21"
"F9","04/10/2021","1259","N365FR","MCO","06:56"
"F9","04/10/2021","1261","N714FR","MCO","12:12"
"F9","04/10/2021","2183","N334FR","LAS","22:02"
"F9","04/10/2021","2555","N367FR","TPA","08:07"
"F9","04/10/2021","2959","N347FR","MIA","19:54"
"F9","04/11/2021","0123","N310FR","SJU","09:31"
"F9","04/11/2021","1259","N368FR","MCO","07:22"
"F9","04/11/2021","1261","N714FR","MCO","15:09"
"F9","04/11/2021","2183","N233FR","LAS","02:07"
"F9","04/11/2021","2555","N317FR","TPA","08:02"
"F9","04/11/2021","2959","N305FR","MIA","14:41"
"F9","04/12/2021","0123","","SJU","00:00"
"F9","04/12/2021","1259","N371FR","MCO","07:00"
"F9","04/12/2021","1261","N717FR","MCO","12:17"
"F9","04/12/2021","2183","N351FR","LAS","21:52"
"F9","04/12/2021","2555","","TPA","00:00"
"F9","04/12/2021","2959","N322FR","MIA","20:00"
"F9","04/13/2021","0123","N329FR","SJU","10:08"
"F9","04/13/2021","1259","N323FR","MCO","06:51"
"F9","04/13/2021","1261","N720FR","MCO","19:29"
"F9","04/13/2021","2555","N373FR","TPA","07:49"
"F9","04/13/2021","2961","N337FR","MIA","12:46"
"F9","04/14/2021","0123","N361FR","SJU","09:20"
"F9","04/14/2021","1259","N236FR","MCO","06:54"
"F9","04/14/2021","1261","N375FR","MCO","19:23"
"F9","04/14/2021","2555","N372FR","TPA","07:36"
"F9","04/14/2021","2961","N348FR","MIA","18:28"
"F9","04/15/2021","0123","N351FR","SJU","09:22"
"F9","04/15/2021","0259","N328FR","DEN","13:30"
"F9","04/15/2021","1259","N339FR","MCO","06:45"
"F9","04/15/2021","1261","N723FR","MCO","19:26"
"F9","04/15/2021","2183","N304FR","LAS","09:53"
"F9","04/15/2021","2555","N373FR","TPA","08:37"
"F9","04/15/2021","2961","N305FR","MIA","11:47"
"F9","04/16/2021","0123","N301FR","SJU","12:18"
"F9","04/16/2021","0259","N328FR","DEN","14:02"
"F9","04/16/2021","1259","N334FR","MCO","06:48"
"F9","04/16/2021","1261","N714FR","MCO","21:01"
"F9","04/16/2021","2183","N719FR","LAS","09:59"
"F9","04/16/2021","2555","N236FR","TPA","07:35"
"F9","04/16/2021","2961","N205FR","MIA","18:22"
"F9","04/17/2021","0123","N373FR","SJU","09:22"
"F9","04/17/2021","0259","N308FR","DEN","13:32"
"F9","04/17/2021","1259","N375FR","MCO","07:04"
"F9","04/17/2021","1261","N710FR","MCO","20:24"
"F9","04/17/2021","2555","N353FR","TPA","07:43"
"F9","04/17/2021","2961","N365FR","MIA","18:18"
"F9","04/18/2021","0123","N351FR","SJU","09:21"
"F9","04/18/2021","0259","N342FR","DEN","13:31"
"F9","04/18/2021","1259","N337FR","MCO","06:55"
"F9","04/18/2021","1261","N721FR","MCO","19:22"
"F9","04/18/2021","2183","N370FR","LAS","09:59"
"F9","04/18/2021","2555","N304FR","TPA","07:45"
"F9","04/18/2021","2961","N373FR","MIA","11:49"
"F9","04/19/2021","0123","N356FR","SJU","09:24"
"F9","04/19/2021","0259","N235FR","DEN","13:34"
"F9","04/19/2021","1259","N312FR","MCO","06:49"
"F9","04/19/2021","1261","N713FR","MCO","19:27"
"F9","04/19/2021","2183","N722FR","LAS","10:00"
"F9","04/19/2021","2555","N375FR","TPA","08:01"
"F9","04/19/2021","2961","N366FR","MIA","18:39"
"F9","04/20/2021","0123","N352FR","SJU","09:20"
"F9","04/20/2021","1259","N323FR","MCO","06:50"
"F9","04/20/2021","1261","N701FR","MCO","19:22"
"F9","04/20/2021","2555","N322FR","TPA","08:02"
"F9","04/20/2021","2961","N330FR","MIA","11:48"
"F9","04/21/2021","0123","N373FR","SJU","10:26"
"F9","04/21/2021","1259","N365FR","MCO","06:52"
"F9","04/21/2021","1261","N310FR","MCO","19:20"
"F9","04/21/2021","2555","N335FR","TPA","07:36"
"F9","04/21/2021","2961","N346FR","MIA","18:44"
"F9","04/22/2021","0123","N316FR","SJU","09:27"
"F9","04/22/2021","0259","N343FR","DEN","13:36"
"F9","04/22/2021","1259","N364FR","MCO","06:53"
"F9","04/22/2021","1261","N720FR","MCO","19:34"
"F9","04/22/2021","2183","N368FR","LAS","09:51"
"F9","04/22/2021","2555","N361FR","TPA","07:42"
"F9","04/22/2021","2961","N238FR","MIA","11:51"
"F9","04/23/2021","0123","N362FR","SJU","09:24"
"F9","04/23/2021","0259","N329FR","DEN","13:29"
"F9","04/23/2021","1259","N322FR","MCO","06:52"
"F9","04/23/2021","1261","N712FR","MCO","20:06"
"F9","04/23/2021","2183","N711FR","LAS","10:14"
"F9","04/23/2021","2555","N324FR","TPA","07:59"
"F9","04/23/2021","2961","N206FR","MIA","20:03"
"F9","04/24/2021","0123","N312FR","SJU","09:24"
"F9","04/24/2021","0259","N337FR","DEN","13:29"
"F9","04/24/2021","1259","N339FR","MCO","06:54"
"F9","04/24/2021","1261","N715FR","MCO","19:39"
"F9","04/24/2021","2555","N317FR","TPA","07:38"
"F9","04/24/2021","2961","N310FR","MIA","18:34"
"F9","04/25/2021","0123","N332FR","SJU","09:27"
"F9","04/25/2021","0259","N337FR","DEN","13:31"
"F9","04/25/2021","1259","N359FR","MCO","06:54"
"F9","04/25/2021","1261","N706FR","MCO","20:13"
"F9","04/25/2021","2183","N366FR","LAS","09:52"
"F9","04/25/2021","2555","N313FR","TPA","07:40"
"F9","04/25/2021","2961","N235FR","MIA","11:51"
"F9","04/26/2021","0123","N341FR","SJU","14:22"
"F9","04/26/2021","0259","N377FR","DEN","13:35"
"F9","04/26/2021","1259","N301FR","MCO","06:52"
"F9","04/26/2021","1261","N706FR","MCO","19:32"
"F9","04/26/2021","2183","N356FR","LAS","09:56"
"F9","04/26/2021","2555","N330FR","TPA","07:43"
"F9","04/26/2021","2961","N367FR","MIA","19:44"
"F9","04/27/2021","0123","N202FR","SJU","09:15"
"F9","04/27/2021","1259","N368FR","MCO","06:53"
"F9","04/27/2021","1261","N704FR","MCO","19:47"
"F9","04/27/2021","2555","N318FR","TPA","07:40"
"F9","04/27/2021","2961","N235FR","MIA","11:50"
"F9","04/28/2021","0123","N334FR","SJU","09:21"
"F9","04/28/2021","1259","N363FR","MCO","06:55"
"F9","04/28/2021","1261","N358FR","MCO","19:25"
"F9","04/28/2021","2555","N350FR","TPA","07:49"
"F9","04/28/2021","2961","N330FR","MIA","18:54"
"F9","04/29/2021","0123","N318FR","SJU","09:23"
"F9","04/29/2021","0259","N346FR","DEN","16:15"
"F9","04/29/2021","1259","N305FR","MCO","06:50"
"F9","04/29/2021","1261","N706FR","MCO","19:26"
"F9","04/29/2021","2183","N344FR","LAS","09:52"
"F9","04/29/2021","2555","N303FR","TPA","07:40"
"F9","04/29/2021","2961","N238FR","MIA","11:56"
"F9","04/30/2021","0123","N363FR","SJU","09:25"
"F9","04/30/2021","0259","N309FR","DEN","13:36"
"F9","04/30/2021","1259","N365FR","MCO","08:12"
"F9","04/30/2021","1261","N718FR","MCO","19:43"
"F9","04/30/2021","2183","N338FR","LAS","09:55"
"F9","04/30/2021","2555","N350FR","TPA","07:44"
"F9","04/30/2021","2961","N238FR","MIA","18:24"
"F9","05/01/2021","0123","N379FR","SJU","09:28"
"F9","05/01/2021","0259","N323FR","DEN","13:32"
"F9","05/01/2021","1259","N363FR","MCO","06:48"
"F9","05/01/2021","1261","N708FR","MCO","19:51"
"F9","05/01/2021","2555","N368FR","TPA","07:45"
"F9","05/01/2021","2961","N352FR","MIA","18:23"
"F9","05/02/2021","0123","N331FR","SJU","09:20"
"F9","05/02/2021","0259","N362FR","DEN","13:31"
"F9","05/02/2021","1259","N233FR","MCO","06:48"
"F9","05/02/2021","1261","N704FR","MCO","19:19"
"F9","05/02/2021","2183","N373FR","LAS","09:58"
"F9","05/02/2021","2555","N343FR","TPA","07:41"
"F9","05/02/2021","2961","N352FR","MIA","14:05"
"F9","05/03/2021","0123","N346FR","SJU","09:25"
"F9","05/03/2021","0259","N310FR","DEN","13:31"
"F9","05/03/2021","1259","N344FR","MCO","06:50"
"F9","05/03/2021","1261","N714FR","MCO","19:22"
"F9","05/03/2021","2183","N375FR","LAS","10:21"
"F9","05/03/2021","2555","N213FR","TPA","07:44"
"F9","05/03/2021","2961","N230FR","MIA","18:20"
"F9","05/04/2021","0123","N368FR","SJU","10:31"
"F9","05/04/2021","1259","N339FR","MCO","06:50"
"F9","05/04/2021","1261","N722FR","MCO","19:22"
"F9","05/04/2021","2555","N358FR","TPA","07:39"
"F9","05/04/2021","2961","N338FR","MIA","11:51"
"F9","05/05/2021","0123","N374FR","SJU","08:30"
"F9","05/05/2021","1259","N350FR","MCO","06:51"
"F9","05/05/2021","1261","N371FR","MCO","18:55"
"F9","05/05/2021","2183","N365FR","LAS","09:56"
"F9","05/05/2021","2555","N329FR","TPA","07:41"
"F9","05/05/2021","2961","N313FR","MIA","18:29"
"F9","05/06/2021","0123","N364FR","SJU","08:30"
"F9","05/06/2021","1259","N353FR","MCO","06:56"
"F9","05/06/2021","1261","","MCO","00:00"
"F9","05/06/2021","2555","N305FR","TPA","07:39"
"F9","05/06/2021","2961","N322FR","MIA","11:50"
"F9","05/07/2021","0123","N331FR","SJU","08:26"
"F9","05/07/2021","1259","N232FR","MCO","06:55"
"F9","05/07/2021","1261","N704FR","MCO","19:10"
"F9","05/07/2021","2555","N359FR","TPA","07:34"
"F9","05/07/2021","2961","N336FR","MIA","18:36"
"F9","05/07/2021","7261","N346FR","MCO","10:58"
"F9","05/08/2021","0123","N373FR","SJU","08:26"
"F9","05/08/2021","1259","N332FR","MCO","06:53"
"F9","05/08/2021","1261","N709FR","MCO","18:58"
"F9","05/08/2021","2555","N326FR","TPA","07:33"
"F9","05/08/2021","2961","N358FR","MIA","18:22"
"F9","05/09/2021","0123","N372FR","SJU","08:24"
"F9","05/09/2021","1259","N337FR","MCO","06:52"
"F9","05/09/2021","1261","N705FR","MCO","19:08"
"F9","05/09/2021","2555","N324FR","TPA","07:48"
"F9","05/09/2021","2961","N376FR","MIA","11:56"
"F9","05/10/2021","0123","N361FR","SJU","08:24"
"F9","05/10/2021","1259","N356FR","MCO","06:57"
"F9","05/10/2021","1261","N718FR","MCO","19:25"
"F9","05/10/2021","2555","N323FR","TPA","07:36"
"F9","05/10/2021","2961","N349FR","MIA","18:40"
"F9","05/11/2021","0123","N374FR","SJU","08:22"
"F9","05/11/2021","1259","N305FR","MCO","06:48"
"F9","05/11/2021","1261","N711FR","MCO","18:57"
"F9","05/11/2021","2555","N342FR","TPA","07:31"
"F9","05/11/2021","2961","N349FR","MIA","11:50"
"F9","05/12/2021","0123","N346FR","SJU","08:25"
"F9","05/12/2021","1259","N309FR","MCO","06:50"
"F9","05/12/2021","1261","N356FR","MCO","18:53"
"F9","05/12/2021","2555","N336FR","TPA","07:31"
"F9","05/12/2021","2961","N350FR","MIA","18:29"
"F9","05/13/2021","0123","N379FR","SJU","08:21"
"F9","05/13/2021","1259","N342FR","MCO","06:57"
"F9","05/13/2021","1261","N701FR","MCO","19:17"
"F9","05/13/2021","1531","N335FR","ATL","18:48"
"F9","05/13/2021","2555","N317FR","TPA","07:47"
"F9","05/13/2021","2961","N350FR","MIA","11:49"
"F9","05/14/2021","0123","N356FR","SJU","08:19"
"F9","05/14/2021","1259","N336FR","MCO","06:58"
"F9","05/14/2021","1261","N704FR","MCO","19:39"
"F9","05/14/2021","2555","N348FR","TPA","07:48"
"F9","05/14/2021","2961","N350FR","MIA","18:22"
"F9","05/15/2021","0123","N338FR","SJU","08:25"
"F9","05/15/2021","1259","N354FR","MCO","06:56"
"F9","05/15/2021","1261","N706FR","MCO","18:58"
"F9","05/15/2021","2555","N326FR","TPA","07:46"
"F9","05/15/2021","2961","N360FR","MIA","18:23"
"F9","05/16/2021","0123","N331FR","SJU","08:27"
"F9","05/16/2021","1259","N358FR","MCO","06:57"
"F9","05/16/2021","1261","N715FR","MCO","19:03"
"F9","05/16/2021","1531","N310FR","ATL","18:44"
"F9","05/16/2021","2555","N316FR","TPA","07:40"
"F9","05/16/2021","2961","N347FR","MIA","11:49"
"F9","05/17/2021","0123","N359FR","SJU","08:20"
"F9","05/17/2021","1259","N341FR","MCO","06:56"
"F9","05/17/2021","1261","N716FR","MCO","18:51"
"F9","05/17/2021","2555","N201FR","TPA","07:37"
"F9","05/17/2021","2961","N365FR","MIA","18:20"
"F9","05/18/2021","0123","N379FR","SJU","08:20"
"F9","05/18/2021","1259","N205FR","MCO","06:56"
"F9","05/18/2021","1261","N702FR","MCO","19:33"
"F9","05/18/2021","1531","N351FR","ATL","18:44"
"F9","05/18/2021","2555","N316FR","TPA","07:44"
"F9","05/18/2021","2961","N373FR","MIA","11:48"
"F9","05/19/2021","0123","N356FR","SJU","08:25"
"F9","05/19/2021","1259","N301FR","MCO","06:49"
"F9","05/19/2021","1261","N307FR","MCO","19:01"
"F9","05/19/2021","2555","N343FR","TPA","07:42"
"F9","05/19/2021","2961","N379FR","MIA","18:49"
"F9","05/20/2021","0123","N310FR","SJU","08:23"
"F9","05/20/2021","1259","N328FR","MCO","06:51"
"F9","05/20/2021","1261","N701FR","MCO","18:56"
"F9","05/20/2021","1531","N318FR","ATL","18:54"
"F9","05/20/2021","2555","N362FR","TPA","07:49"
"F9","05/20/2021","2961","N360FR","MIA","12:47"
"F9","05/21/2021","0123","N334FR","SJU","08:27"
"F9","05/21/2021","1259","N350FR","MCO","06:52"
"F9","05/21/2021","1261","N705FR","MCO","18:54"
"F9","05/21/2021","2555","N352FR","TPA","07:43"
"F9","05/21/2021","2961","N309FR","MIA","19:05"
"F9","05/22/2021","0123","N362FR","SJU","08:25"
"F9","05/22/2021","1259","N342FR","MCO","06:56"
"F9","05/22/2021","1261","N719FR","MCO","18:55"
"F9","05/22/2021","2555","N376FR","TPA","07:50"
"F9","05/22/2021","2961","N323FR","MIA","19:57"
"F9","05/23/2021","0123","N337FR","SJU","08:20"
"F9","05/23/2021","1259","N343FR","MCO","06:51"
"F9","05/23/2021","1261","N715FR","MCO","19:11"
"F9","05/23/2021","1531","N332FR","ATL","18:51"
"F9","05/23/2021","2555","N371FR","TPA","07:41"
"F9","05/23/2021","2961","N342FR","MIA","11:41"
"F9","05/24/2021","0123","N360FR","SJU","09:50"
"F9","05/24/2021","1259","N316FR","MCO","08:16"
"F9","05/24/2021","1261","N710FR","MCO","20:04"
"F9","05/24/2021","2555","N372FR","TPA","08:51"
"F9","05/24/2021","2961","N213FR","MIA","18:19"
"F9","05/25/2021","0123","N371FR","SJU","08:32"
"F9","05/25/2021","1259","N322FR","MCO","06:54"
"F9","05/25/2021","1261","N706FR","MCO","19:10"
"F9","05/25/2021","1531","N335FR","ATL","18:52"
"F9","05/25/2021","2555","N367FR","TPA","07:42"
"F9","05/25/2021","2961","N317FR","MIA","11:49"
"F9","05/26/2021","0123","N366FR","SJU","08:22"
"F9","05/26/2021","1259","N210FR","MCO","06:55"
"F9","05/26/2021","1261","N379FR","MCO","22:29"
"F9","05/26/2021","2555","N308FR","TPA","07:49"
"F9","05/26/2021","2961","N343FR","MIA","18:28"
"F9","05/27/2021","0123","N381FR","SJU","08:21"
"F9","05/27/2021","1259","N329FR","MCO","06:53"
"F9","05/27/2021","1261","N723FR","MCO","20:19"
"F9","05/27/2021","1531","N310FR","ATL","20:02"
"F9","05/27/2021","2555","N375FR","TPA","07:54"
"F9","05/28/2021","0123","N349FR","SJU","08:20"
"F9","05/28/2021","1259","N346FR","MCO","06:53"
"F9","05/28/2021","1261","N714FR","MCO","19:01"
"F9","05/28/2021","2555","N347FR","TPA","07:50"
"F9","05/28/2021","2961","N343FR","MIA","14:30"
"F9","05/29/2021","0123","N356FR","SJU","08:37"
"F9","05/29/2021","1259","N206FR","MCO","07:01"
"F9","05/29/2021","1261","N710FR","MCO","18:53"
"F9","05/29/2021","2555","N380FR","TPA","07:39"
"F9","05/29/2021","2961","N330FR","MIA","18:23"
"F9","05/30/2021","0123","N376FR","SJU","08:37"
"F9","05/30/2021","1259","N347FR","MCO","06:59"
"F9","05/30/2021","1261","N716FR","MCO","18:57"
"F9","05/30/2021","1531","N328FR","ATL","18:54"
"F9","05/30/2021","2555","N366FR","TPA","07:44"
"F9","05/31/2021","0123","N336FR","SJU","08:23"
"F9","05/31/2021","1259","N343FR","MCO","06:51"
"F9","05/31/2021","1261","N715FR","MCO","18:56"
"F9","05/31/2021","2555","N307FR","TPA","07:44"
"F9","05/31/2021","2961","N330FR","MIA","14:35"
"F9","06/01/2021","0123","N343FR","SJU","08:26"
"F9","06/01/2021","1259","N205FR","MCO","06:47"
"F9","06/01/2021","1261","N706FR","MCO","19:15"
"F9","06/01/2021","1531","N351FR","ATL","18:43"
"F9","06/01/2021","2555","N326FR","TPA","07:43"
"F9","06/01/2021","2961","N368FR","MIA","11:48"
"F9","06/02/2021","0123","N339FR","SJU","08:41"
"F9","06/02/2021","1259","N380FR","MCO","06:54"
"F9","06/02/2021","1261","N233FR","MCO","18:49"
"F9","06/02/2021","2555","N378FR","TPA","07:39"
"F9","06/02/2021","2961","N301FR","MIA","18:29"
"F9","06/03/2021","0123","N354FR","SJU","08:19"
"F9","06/03/2021","1259","N310FR","MCO","06:50"
"F9","06/03/2021","1261","N701FR","MCO","18:55"
"F9","06/03/2021","1531","N375FR","ATL","18:50"
"F9","06/03/2021","2555","N369FR","TPA","07:40"
"F9","06/04/2021","0123","N318FR","SJU","08:24"
"F9","06/04/2021","1259","N359FR","MCO","06:53"
"F9","06/04/2021","1261","N721FR","MCO","21:37"
"F9","06/04/2021","2555","N379FR","TPA","09:14"
"F9","06/04/2021","2961","N366FR","MIA","14:32"
"F9","06/05/2021","0123","N352FR","SJU","08:31"
"F9","06/05/2021","1259","N210FR","MCO","08:19"
"F9","06/05/2021","1261","N715FR","MCO","19:05"
"F9","06/05/2021","2555","N371FR","TPA","07:43"
"F9","06/05/2021","2961","N366FR","MIA","18:36"
"F9","06/06/2021","0123","N380FR","SJU","08:34"
"F9","06/06/2021","1259","N316FR","MCO","06:51"
"F9","06/06/2021","1261","N708FR","MCO","20:34"
"F9","06/06/2021","1531","N702FR","ATL","19:03"
"F9","06/06/2021","2555","N364FR","TPA","07:43"
"F9","06/07/2021","0123","N370FR","SJU","08:20"
"F9","06/07/2021","1259","N238FR","MCO","06:52"
"F9","06/07/2021","1261","N706FR","MCO","19:40"
"F9","06/07/2021","2555","N358FR","TPA","07:43"
"F9","06/07/2021","2961","N303FR","MIA","18:17"
"F9","06/08/2021","0123","N316FR","SJU","08:19"
"F9","06/08/2021","1259","N378FR","MCO","06:44"
"F9","06/08/2021","1261","N713FR","MCO","23:57"
"F9","06/08/2021","1531","N362FR","ATL","21:50"
"F9","06/08/2021","2555","N338FR","TPA","07:33"
"F9","06/08/2021","2961","N358FR","MIA","11:49"
"F9","06/09/2021","0123","N301FR","SJU","11:29"
"F9","06/09/2021","1259","N354FR","MCO","08:00"
"F9","06/09/2021","1261","N331FR","MCO","00:10"
"F9","06/09/2021","2555","N235FR","TPA","08:35"
"F9","06/09/2021","2961","N380FR","MIA","00:06"
"F9","06/10/2021","0123","N322FR","SJU","01:37"
"F9","06/10/2021","1261","N338FR","MCO","22:41"
"F9","06/10/2021","1531","N307FR","ATL","12:25"
"F9","06/10/2021","2135","N351FR","DFW","08:55"
"F9","06/10/2021","2959","N307FR","MIA","18:55"
"F9","06/11/2021","0123","N373FR","SJU","02:11"
"F9","06/11/2021","1259","N339FR","MCO","07:08"
"F9","06/11/2021","1261","N344FR","MCO","22:26"
"F9","06/11/2021","1531","N307FR","ATL","12:15"
"F9","06/11/2021","2135","N335FR","DFW","08:38"
"F9","06/11/2021","2555","N368FR","TPA","10:52"
"F9","06/11/2021","2959","N307FR","MIA","19:45"
"F9","06/11/2021","2961","N324FR","MIA","15:15"
"F9","06/12/2021","0123","N375FR","SJU","01:56"
"F9","06/12/2021","1259","N326FR","MCO","06:58"
"F9","06/12/2021","1261","N346FR","MCO","22:26"
"F9","06/12/2021","1531","N342FR","ATL","11:38"
"F9","06/12/2021","2135","N338FR","DFW","08:31"
"F9","06/12/2021","2555","N228FR","TPA","10:55"
"F9","06/12/2021","2959","N342FR","MIA","18:01"
"F9","06/12/2021","2961","N341FR","MIA","06:38"
"F9","06/13/2021","0123","N322FR","SJU","00:56"
"F9","06/13/2021","1259","N343FR","MCO","08:01"
"F9","06/13/2021","1261","N341FR","MCO","22:37"
"F9","06/13/2021","1531","N374FR","ATL","11:36"
"F9","06/13/2021","2135","N358FR","DFW","08:24"
"F9","06/13/2021","2555","N232FR","TPA","10:45"
"F9","06/13/2021","2959","N374FR","MIA","18:42"
"F9","06/13/2021","2961","N337FR","MIA","06:22"
"F9","06/14/2021","0123","","SJU","00:00"
"F9","06/14/2021","1259","N326FR","MCO","09:31"
"F9","06/14/2021","1261","N375FR","MCO","23:28"
"F9","06/14/2021","1531","N335FR","ATL","11:45"
"F9","06/14/2021","2135","N216FR","DFW","08:25"
"F9","06/14/2021","2555","N378FR","TPA","10:54"
"F9","06/14/2021","2959","N335FR","MIA","18:09"
"F9","06/14/2021","2961","N363FR","MIA","09:11"
"F9","06/15/2021","0123","N305FR","SJU","02:11"
"F9","06/15/2021","1259","N350FR","MCO","07:04"
"F9","06/15/2021","1261","N330FR","MCO","00:12"
"F9","06/15/2021","1531","N328FR","ATL","11:30"
"F9","06/15/2021","2135","N324FR","DFW","08:25"
"F9","06/15/2021","2555","N343FR","TPA","10:56"
"F9","06/15/2021","2959","N328FR","MIA","18:06"
"F9","06/15/2021","2961","N366FR","MIA","06:27"
"F9","06/16/2021","0123","N360FR","SJU","00:38"
"F9","06/16/2021","1259","N369FR","MCO","06:32"
"F9","06/16/2021","1261","N207FR","MCO","22:44"
"F9","06/16/2021","1531","N307FR","ATL","11:54"
"F9","06/16/2021","2135","N322FR","DFW","08:34"
"F9","06/16/2021","2555","N351FR","TPA","10:52"
"F9","06/16/2021","2959","N307FR","MIA","19:06"
"F9","06/16/2021","2961","N235FR","MIA","06:25"
"F9","06/17/2021","0123","N363FR","SJU","00:25"
"F9","06/17/2021","1259","N334FR","MCO","06:38"
"F9","06/17/2021","1261","N216FR","MCO","22:46"
"F9","06/17/2021","1531","N229FR","ATL","11:43"
"F9","06/17/2021","2135","N235FR","DFW","08:25"
"F9","06/17/2021","2959","N229FR","MIA","18:06"
"F9","06/17/2021","2961","N358FR","MIA","06:40"
"F9","06/18/2021","0123","N326FR","SJU","00:28"
"F9","06/18/2021","1259","N353FR","MCO","07:02"
"F9","06/18/2021","1261","N354FR","MCO","22:25"
"F9","06/18/2021","1531","N360FR","ATL","11:33"
"F9","06/18/2021","2135","N372FR","DFW","08:23"
"F9","06/18/2021","2555","N230FR","TPA","11:01"
"F9","06/18/2021","2959","N360FR","MIA","18:33"
"F9","06/18/2021","2961","N366FR","MIA","06:27"
"F9","06/19/2021","0123","N334FR","SJU","00:34"
"F9","06/19/2021","1259","N376FR","MCO","06:36"
"F9","06/19/2021","1261","N372FR","MCO","00:32"
"F9","06/19/2021","1531","N348FR","ATL","11:31"
"F9","06/19/2021","2135","N229FR","DFW","08:25"
"F9","06/19/2021","2555","N309FR","TPA","10:53"
"F9","06/19/2021","2959","N348FR","MIA","18:25"
"F9","06/19/2021","2961","N343FR","MIA","06:49"
"F9","06/20/2021","0123","N362FR","SJU","01:20"
"F9","06/20/2021","1259","N366FR","MCO","07:41"
"F9","06/20/2021","1261","N304FR","MCO","23:58"
"F9","06/20/2021","1531","N342FR","ATL","11:48"
"F9","06/20/2021","2135","N336FR","DFW","08:26"
"F9","06/20/2021","2555","N305FR","TPA","11:08"
"F9","06/20/2021","2959","N342FR","MIA","18:13"
"F9","06/20/2021","2961","N335FR","MIA","06:26"
"F9","06/21/2021","0123","N235FR","SJU","00:47"
"F9","06/21/2021","1259","N229FR","MCO","06:36"
"F9","06/21/2021","1261","N358FR","MCO","23:28"
"F9","06/21/2021","1531","N367FR","ATL","11:39"
"F9","06/21/2021","2135","N230FR","DFW","08:30"
"F9","06/21/2021","2555","N362FR","TPA","10:58"
"F9","06/21/2021","2959","N367FR","MIA","19:33"
"F9","06/21/2021","2961","N326FR","MIA","06:56"
"F9","06/22/2021","0123","N201FR","SJU","01:18"
"F9","06/22/2021","1259","N336FR","MCO","07:01"
"F9","06/22/2021","1261","N366FR","MCO","00:25"
"F9","06/22/2021","1531","N233FR","ATL","11:45"
"F9","06/22/2021","2135","N316FR","DFW","11:54"
"F9","06/22/2021","2555","N363FR","TPA","11:00"
