Detailed Statistics Departures  
Origin Airport: Washington, DC: Washington Dulles International (IAD)
Airline: Frontier Airlines Inc. (F9)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2017, 2018, 2019, 2021, 2022, 2023 and 2024

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Actual departure time
"F9","08/15/2019","2825","N233FR","COS","16:04"
"F9","08/15/2021","1087","N701FR","MCO","11:59"
"F9","08/16/2017","0323","N943FR","DEN","21:54"
"F9","08/16/2017","0967","N230FR","COS","07:50"
"F9","08/16/2017","1141","N227FR","AUS","12:25"
"F9","08/16/2017","1149","N211FR","LAS","21:37"
"F9","08/16/2017","1623","N943FR","MCO","06:21"
"F9","08/16/2018","0453","N232FR","DEN","06:02"
"F9","08/16/2018","1901","N335FR","AUS","07:27"
"F9","08/16/2019","0455","N216FR","DEN","21:31"
"F9","08/16/2019","1839","N343FR","SAT","06:54"
"F9","08/17/2017","0323","N943FR","DEN","18:56"
"F9","08/17/2017","0967","N205FR","COS","08:00"
"F9","08/17/2017","1149","N220FR","LAS","21:25"
"F9","08/17/2017","1623","N943FR","MCO","06:20"
"F9","08/17/2018","0453","N335FR","DEN","05:52"
"F9","08/17/2018","1148","N316FR","MCO","15:56"
"F9","08/17/2018","1151","N316FR","LAS","22:17"
"F9","08/17/2018","1841","N311FR","SAT","07:44"
"F9","08/17/2019","0455","N313FR","DEN","21:39"
"F9","08/17/2019","1087","N347FR","MCO","14:15"
"F9","08/17/2019","1841","N343FR","AUS","07:52"
"F9","08/17/2021","1087","N716FR","MCO","11:20"
"F9","08/18/2017","0323","N910FR","DEN","19:52"
"F9","08/18/2017","0967","N210FR","COS","07:58"
"F9","08/18/2017","1141","N213FR","AUS","12:21"
"F9","08/18/2017","1149","N202FR","LAS","22:24"
"F9","08/18/2017","1623","N910FR","MCO","07:02"
"F9","08/18/2018","0453","N311FR","DEN","05:55"
"F9","08/18/2018","1148","N328FR","MCO","14:53"
"F9","08/18/2018","1151","N328FR","LAS","21:01"
"F9","08/18/2018","1973","N310FR","TUL","11:29"
"F9","08/18/2019","0455","N348FR","DEN","21:28"
"F9","08/18/2019","1841","N343FR","AUS","06:50"
"F9","08/18/2019","2034","N344FR","MCO","14:29"
"F9","08/18/2019","2035","N347FR","LAS","19:23"
"F9","08/18/2019","2825","N350FR","COS","15:26"
"F9","08/19/2017","0323","N951FR","DEN","18:40"
"F9","08/19/2017","0967","N228FR","COS","08:10"
"F9","08/19/2017","1141","N211FR","AUS","12:25"
"F9","08/19/2017","1149","N230FR","LAS","21:31"
"F9","08/19/2017","1623","N953FR","MCO","07:36"
"F9","08/19/2018","0453","N310FR","DEN","10:01"
"F9","08/19/2018","1901","N221FR","AUS","08:16"
"F9","08/19/2019","0457","","DEN","00:00"
"F9","08/19/2019","1839","N206FR","SAT","06:57"
"F9","08/19/2021","1087","N702FR","MCO","11:43"
"F9","08/20/2017","0323","N951FR","DEN","18:47"
"F9","08/20/2017","0967","N223FR","COS","08:12"
"F9","08/20/2017","1149","N238FR","LAS","21:25"
"F9","08/20/2017","1623","N951FR","MCO","06:59"
"F9","08/20/2018","0453","N221FR","DEN","05:56"
"F9","08/20/2018","1148","N309FR","MCO","14:50"
"F9","08/20/2018","1151","N309FR","LAS","21:17"
"F9","08/20/2018","1841","N213FR","SAT","07:33"
"F9","08/20/2019","0457","N304FR","DEN","21:10"
"F9","08/20/2019","1841","N206FR","AUS","07:48"
"F9","08/20/2019","2034","N211FR","MCO","14:22"
"F9","08/20/2019","2035","N301FR","LAS","20:05"
"F9","08/20/2019","2825","N322FR","COS","16:09"
"F9","08/21/2017","0323","N953FR","DEN","21:52"
"F9","08/21/2017","0967","N201FR","COS","08:56"
"F9","08/21/2017","1141","N206FR","AUS","12:23"
"F9","08/21/2017","1149","N229FR","LAS","21:25"
"F9","08/21/2017","1623","N941FR","MCO","06:08"
"F9","08/21/2018","0453","N213FR","DEN","05:55"
"F9","08/21/2018","1901","N303FR","AUS","07:29"
"F9","08/21/2019","0455","N341FR","DEN","21:20"
"F9","08/21/2019","1839","N206FR","SAT","07:07"
"F9","08/22/2017","0323","","DEN","00:00"
"F9","08/22/2017","0967","N228FR","COS","07:56"
"F9","08/22/2017","1149","N218FR","LAS","23:04"
"F9","08/22/2017","1623","N953FR","MCO","07:33"
"F9","08/22/2018","0453","N303FR","DEN","05:53"
"F9","08/22/2018","1148","N328FR","MCO","14:53"
"F9","08/22/2018","1151","N328FR","LAS","22:03"
"F9","08/22/2018","1973","N228FR","TUL","08:24"
"F9","08/22/2019","0455","N324FR","DEN","21:16"
"F9","08/22/2019","1841","N349FR","AUS","06:50"
"F9","08/22/2019","2034","N207FR","MCO","14:17"
"F9","08/22/2019","2035","N341FR","LAS","19:28"
"F9","08/22/2019","2825","N235FR","COS","15:26"
"F9","08/22/2021","1087","N708FR","MCO","11:05"
"F9","08/23/2017","0323","N910FR","DEN","18:39"
"F9","08/23/2017","0967","N238FR","COS","08:01"
"F9","08/23/2017","1141","N220FR","AUS","12:21"
"F9","08/23/2017","1149","N227FR","LAS","21:32"
"F9","08/23/2017","1623","N910FR","MCO","06:05"
"F9","08/23/2018","0453","N228FR","DEN","05:57"
"F9","08/23/2018","1901","N316FR","AUS","07:32"
"F9","08/23/2019","0455","N303FR","DEN","22:06"
"F9","08/23/2019","1839","N238FR","SAT","06:54"
"F9","08/24/2017","0323","N952FR","DEN","18:40"
"F9","08/24/2017","0967","N207FR","COS","08:19"
"F9","08/24/2017","1149","N223FR","LAS","23:34"
"F9","08/24/2017","1623","N943FR","MCO","06:49"
"F9","08/24/2018","0453","N316FR","DEN","05:52"
"F9","08/24/2018","1148","N207FR","MCO","14:55"
"F9","08/24/2018","1151","N207FR","LAS","21:28"
"F9","08/24/2018","1841","N329FR","SAT","08:13"
"F9","08/24/2019","0455","N210FR","DEN","21:32"
"F9","08/24/2019","1087","N202FR","MCO","13:23"
"F9","08/24/2019","1841","N238FR","AUS","07:51"
"F9","08/24/2021","1087","N713FR","MCO","11:00"
"F9","08/25/2017","0323","N927FR","DEN","18:35"
"F9","08/25/2017","0967","N202FR","COS","07:54"
"F9","08/25/2017","1141","N232FR","AUS","12:19"
"F9","08/25/2017","1149","N205FR","LAS","21:48"
"F9","08/25/2017","1623","N927FR","MCO","06:18"
"F9","08/25/2018","0453","N329FR","DEN","06:02"
"F9","08/25/2018","1148","N311FR","MCO","15:47"
"F9","08/25/2018","1151","N311FR","LAS","21:22"
"F9","08/25/2018","1973","N206FR","TUL","08:23"
"F9","08/25/2019","0455","N312FR","DEN","21:10"
"F9","08/25/2019","1841","N238FR","AUS","06:52"
"F9","08/25/2019","2034","N223FR","MCO","14:52"
"F9","08/25/2019","2035","N301FR","LAS","19:24"
"F9","08/25/2019","2825","N324FR","COS","15:30"
"F9","08/26/2017","0323","N943FR","DEN","20:29"
"F9","08/26/2017","0967","N238FR","COS","07:55"
"F9","08/26/2017","1141","N227FR","AUS","13:00"
"F9","08/26/2017","1149","N310FR","LAS","21:26"
"F9","08/26/2017","1623","N910FR","MCO","06:23"
"F9","08/26/2018","0453","N206FR","DEN","05:49"
"F9","08/26/2018","1901","N330FR","AUS","08:35"
"F9","08/26/2019","0457","N347FR","DEN","21:15"
"F9","08/26/2019","1839","N336FR","SAT","06:51"
"F9","08/26/2021","1087","N715FR","MCO","11:05"
"F9","08/27/2017","0323","N953FR","DEN","20:54"
"F9","08/27/2017","0967","N216FR","COS","07:49"
"F9","08/27/2017","1149","N207FR","LAS","21:25"
"F9","08/27/2017","1623","N922FR","MCO","06:22"
"F9","08/27/2018","0453","N330FR","DEN","05:52"
"F9","08/27/2018","1148","N324FR","MCO","14:57"
"F9","08/27/2018","1151","N324FR","LAS","21:14"
"F9","08/27/2018","1841","N304FR","SAT","07:34"
"F9","08/27/2019","0457","N330FR","DEN","21:08"
"F9","08/27/2019","1841","N336FR","AUS","07:43"
"F9","08/27/2019","2034","N308FR","MCO","14:13"
"F9","08/27/2019","2035","N318FR","LAS","20:12"
"F9","08/27/2019","2825","N342FR","COS","15:23"
"F9","08/28/2017","0323","N922FR","DEN","18:34"
"F9","08/28/2017","0967","N210FR","COS","07:50"
"F9","08/28/2017","1141","N233FR","AUS","12:27"
"F9","08/28/2017","1149","N230FR","LAS","21:26"
"F9","08/28/2017","1623","N951FR","MCO","06:05"
"F9","08/28/2018","0453","N304FR","DEN","05:55"
"F9","08/28/2018","1901","N202FR","AUS","07:26"
"F9","08/28/2019","0455","N236FR","DEN","21:22"
"F9","08/28/2019","1839","N336FR","SAT","06:48"
"F9","08/29/2017","0323","N910FR","DEN","18:36"
"F9","08/29/2017","0967","N218FR","COS","07:53"
"F9","08/29/2017","1149","N205FR","LAS","21:29"
"F9","08/29/2017","1623","N952FR","MCO","06:05"
"F9","08/29/2018","0453","N202FR","DEN","05:58"
"F9","08/29/2018","1148","N329FR","MCO","14:59"
"F9","08/29/2018","1151","N329FR","LAS","21:10"
"F9","08/29/2018","1973","N228FR","TUL","08:25"
"F9","08/29/2019","0455","N206FR","DEN","21:11"
"F9","08/29/2019","1841","N336FR","AUS","06:46"
"F9","08/29/2019","2034","N329FR","MCO","14:18"
"F9","08/29/2019","2035","N236FR","LAS","19:25"
"F9","08/29/2019","2825","N317FR","COS","15:29"
"F9","08/29/2021","1087","N711FR","MCO","11:07"
"F9","08/30/2017","0323","N951FR","DEN","18:33"
"F9","08/30/2017","0967","N220FR","COS","08:03"
"F9","08/30/2017","1141","N223FR","AUS","12:19"
"F9","08/30/2017","1149","N202FR","LAS","21:25"
"F9","08/30/2017","1623","N943FR","MCO","06:04"
"F9","08/30/2018","0453","N228FR","DEN","06:20"
"F9","08/30/2018","1901","N308FR","AUS","07:29"
"F9","08/30/2019","0455","N343FR","DEN","02:39"
"F9","08/30/2019","1839","N343FR","SAT","07:09"
"F9","08/31/2017","0323","N947FR","DEN","22:37"
"F9","08/31/2017","0967","N210FR","COS","07:55"
"F9","08/31/2017","1149","N206FR","LAS","21:30"
"F9","08/31/2017","1623","N926FR","MCO","06:09"
"F9","08/31/2018","0453","N308FR","DEN","05:53"
"F9","08/31/2018","1148","N334FR","MCO","14:56"
"F9","08/31/2018","1151","N334FR","LAS","21:13"
"F9","08/31/2018","1841","N220FR","SAT","07:28"
"F9","08/31/2019","1087","N233FR","MCO","13:21"
"F9","08/31/2019","1841","N223FR","AUS","09:06"
"F9","08/31/2021","1087","N702FR","MCO","11:00"
"F9","09/01/2017","0323","N951FR","DEN","18:32"
"F9","09/01/2017","0967","N201FR","COS","08:00"
"F9","09/01/2017","1141","N203FR","AUS","12:30"
"F9","09/01/2017","1149","N213FR","LAS","02:13"
"F9","09/01/2017","1623","N951FR","MCO","06:16"
"F9","09/01/2018","0453","N220FR","DEN","06:01"
"F9","09/01/2018","1148","N233FR","MCO","14:59"
"F9","09/01/2018","1151","N233FR","LAS","21:45"
"F9","09/01/2018","1973","N228FR","TUL","08:27"
"F9","09/01/2019","0455","N308FR","DEN","21:10"
"F9","09/01/2019","1841","N358FR","AUS","06:44"
"F9","09/01/2019","2034","N324FR","MCO","14:44"
"F9","09/01/2019","2035","N322FR","LAS","19:29"
"F9","09/01/2019","2825","N238FR","COS","15:36"
"F9","09/02/2017","0323","N952FR","DEN","18:33"
"F9","09/02/2017","0967","N220FR","COS","09:01"
"F9","09/02/2017","1141","N202FR","AUS","12:18"
"F9","09/02/2017","1149","N216FR","LAS","22:12"
"F9","09/02/2017","1623","N941FR","MCO","06:15"
"F9","09/02/2018","0453","N228FR","DEN","05:53"
"F9","09/02/2018","1901","N335FR","AUS","09:04"
"F9","09/02/2019","0457","N348FR","DEN","21:33"
"F9","09/02/2019","1839","N220FR","SAT","06:50"
"F9","09/02/2021","1087","N717FR","MCO","10:58"
"F9","09/03/2017","0323","N953FR","DEN","18:28"
"F9","09/03/2017","0967","N223FR","COS","07:58"
"F9","09/03/2017","1149","N227FR","LAS","21:22"
"F9","09/03/2017","1623","N953FR","MCO","06:07"
"F9","09/03/2018","0453","N335FR","DEN","05:55"
"F9","09/03/2018","1148","N233FR","MCO","16:23"
"F9","09/03/2018","1151","N233FR","LAS","22:49"
"F9","09/03/2018","1841","N310FR","SAT","07:53"
"F9","09/03/2019","0457","N210FR","DEN","21:04"
"F9","09/03/2019","1841","N220FR","AUS","07:52"
"F9","09/03/2019","2034","","MCO","00:00"
"F9","09/03/2019","2035","N310FR","LAS","20:11"
"F9","09/03/2019","2825","N305FR","COS","15:26"
"F9","09/04/2017","0323","N902FR","DEN","18:33"
"F9","09/04/2017","0967","N210FR","COS","07:51"
"F9","09/04/2017","1141","N206FR","AUS","12:24"
"F9","09/04/2017","1149","N219FR","LAS","21:30"
"F9","09/04/2017","1623","N902FR","MCO","06:05"
"F9","09/04/2018","0453","N310FR","DEN","05:53"
"F9","09/04/2018","1901","N303FR","AUS","07:31"
"F9","09/04/2019","0455","N341FR","DEN","21:19"
"F9","09/04/2019","1839","N220FR","SAT","06:56"
"F9","09/05/2017","0323","N927FR","DEN","19:01"
"F9","09/05/2017","0967","N223FR","COS","07:54"
"F9","09/05/2017","1149","N201FR","LAS","21:33"
"F9","09/05/2017","1623","N927FR","MCO","06:38"
"F9","09/05/2018","0453","N303FR","DEN","05:54"
"F9","09/05/2018","1148","N228FR","MCO","14:54"
"F9","09/05/2018","1151","N228FR","LAS","21:43"
"F9","09/05/2018","1973","N211FR","TUL","07:49"
"F9","09/05/2019","0455","N301FR","DEN","21:06"
"F9","09/05/2019","1841","N220FR","AUS","07:18"
"F9","09/05/2019","2034","N337FR","MCO","14:23"
"F9","09/05/2019","2035","N230FR","LAS","19:36"
"F9","09/05/2019","2825","N233FR","COS","15:32"
"F9","09/05/2021","1087","N701FR","MCO","11:04"
"F9","09/06/2017","0323","N941FR","DEN","18:34"
"F9","09/06/2017","0967","N205FR","COS","08:58"
"F9","09/06/2017","1141","N211FR","AUS","12:19"
"F9","09/06/2017","1149","N228FR","LAS","21:18"
"F9","09/06/2017","1623","N952FR","MCO","06:11"
"F9","09/06/2018","0453","N211FR","DEN","06:02"
"F9","09/06/2018","1148","N330FR","MCO","15:17"
"F9","09/06/2018","1151","N330FR","LAS","21:14"
"F9","09/06/2018","1901","N305FR","AUS","08:54"
"F9","09/06/2019","0455","N227FR","DEN","23:51"
"F9","09/06/2019","1839","N329FR","SAT","07:25"
"F9","09/07/2017","0795","N953FR","DEN","18:38"
"F9","09/07/2017","0967","N207FR","COS","07:56"
"F9","09/07/2017","1149","N205FR","LAS","21:31"
"F9","09/07/2017","1623","N953FR","MCO","06:05"
"F9","09/07/2018","0453","N305FR","DEN","05:53"
"F9","09/07/2018","1841","N329FR","SAT","08:27"
"F9","09/07/2019","0455","N354FR","DEN","22:35"
"F9","09/07/2019","1087","N352FR","MCO","16:57"
"F9","09/07/2019","1841","N329FR","AUS","07:36"
"F9","09/08/2017","0795","N941FR","DEN","20:09"
"F9","09/08/2017","0967","N305FR","COS","07:58"
"F9","09/08/2017","1141","N206FR","AUS","11:58"
"F9","09/08/2017","1149","N203FR","LAS","21:33"
"F9","09/08/2017","1623","N941FR","MCO","06:28"
"F9","09/08/2018","0453","","DEN","00:00"
"F9","09/08/2018","1973","N323FR","TUL","07:51"
"F9","09/08/2019","0457","N941FR","DEN","23:40"
"F9","09/08/2019","1841","N329FR","AUS","06:41"
"F9","09/08/2019","2034","N317FR","MCO","17:07"
"F9","09/08/2019","2035","N311FR","LAS","19:27"
"F9","09/08/2019","2825","N349FR","COS","15:32"
"F9","09/09/2017","0795","N943FR","DEN","18:35"
"F9","09/09/2017","0967","N213FR","COS","08:14"
"F9","09/09/2017","1141","N311FR","AUS","12:03"
"F9","09/09/2017","1149","N220FR","LAS","21:31"
"F9","09/09/2017","1623","N953FR","MCO","07:50"
"F9","09/09/2018","0453","N323FR","DEN","05:58"
"F9","09/09/2018","1148","N331FR","MCO","14:51"
"F9","09/09/2018","1151","N331FR","LAS","21:16"
"F9","09/09/2018","1901","N332FR","AUS","07:23"
"F9","09/09/2019","0455","N337FR","DEN","22:45"
"F9","09/09/2019","1839","N348FR","SAT","07:30"
"F9","09/09/2021","1087","N316FR","MCO","11:02"
"F9","09/10/2017","0795","N927FR","DEN","18:42"
"F9","09/10/2017","0967","N211FR","COS","08:03"
"F9","09/10/2017","1149","N311FR","LAS","23:36"
"F9","09/10/2017","1623","","MCO","00:00"
"F9","09/10/2018","0453","N332FR","DEN","05:57"
"F9","09/10/2018","1841","N206FR","SAT","10:15"
"F9","09/10/2019","0457","N338FR","DEN","21:52"
"F9","09/10/2019","1841","N348FR","AUS","07:50"
"F9","09/10/2019","2034","N216FR","MCO","14:26"
"F9","09/10/2019","2035","N322FR","LAS","19:37"
"F9","09/10/2019","2825","N211FR","COS","15:38"
"F9","09/11/2017","0795","N941FR","DEN","18:43"
"F9","09/11/2017","0967","N216FR","COS","07:50"
"F9","09/11/2017","1141","N308FR","AUS","11:58"
"F9","09/11/2017","1149","N223FR","LAS","21:54"
"F9","09/11/2017","1623","","MCO","00:00"
"F9","09/11/2018","0453","N206FR","DEN","05:53"
"F9","09/11/2018","1148","N336FR","MCO","15:00"
"F9","09/11/2018","1151","N336FR","LAS","21:17"
"F9","09/11/2018","1901","N210FR","AUS","09:23"
"F9","09/11/2019","0455","N236FR","DEN","20:38"
"F9","09/11/2019","1839","N308FR","SAT","08:56"
"F9","09/11/2021","1089","N216FR","MCO","21:13"
"F9","09/12/2017","0795","N951FR","DEN","18:40"
"F9","09/12/2017","0967","N219FR","COS","07:54"
"F9","09/12/2017","1149","N207FR","LAS","21:31"
"F9","09/12/2017","1623","","MCO","00:00"
"F9","09/12/2018","0453","N223FR","DEN","06:00"
"F9","09/12/2018","1973","N236FR","TUL","07:51"
"F9","09/12/2019","0457","N337FR","DEN","22:25"
"F9","09/12/2019","1841","N308FR","AUS","06:37"
"F9","09/12/2019","2034","N216FR","MCO","14:15"
"F9","09/12/2019","2035","N322FR","LAS","20:53"
"F9","09/12/2019","2825","N339FR","COS","15:34"
"F9","09/12/2021","1087","N701FR","MCO","11:13"
"F9","09/13/2017","0795","N943FR","DEN","18:43"
"F9","09/13/2017","0967","N206FR","COS","08:02"
"F9","09/13/2017","1141","N952FR","AUS","15:43"
"F9","09/13/2017","1149","N201FR","LAS","21:55"
"F9","09/13/2017","1623","N953FR","MCO","06:10"
"F9","09/13/2018","0453","N236FR","DEN","05:57"
"F9","09/13/2018","1148","N322FR","MCO","14:56"
"F9","09/13/2018","1151","N322FR","LAS","22:35"
"F9","09/13/2018","1901","N304FR","AUS","07:27"
"F9","09/13/2019","0455","N324FR","DEN","22:35"
"F9","09/13/2019","1839","N312FR","SAT","07:12"
"F9","09/14/2017","0795","N926FR","DEN","18:37"
"F9","09/14/2017","0967","N218FR","COS","07:55"
"F9","09/14/2017","1149","N203FR","LAS","22:10"
"F9","09/14/2017","1623","N951FR","MCO","06:08"
"F9","09/14/2018","0453","N304FR","DEN","05:54"
"F9","09/14/2018","1841","N227FR","SAT","07:23"
"F9","09/14/2019","0455","N228FR","DEN","00:41"
"F9","09/14/2019","1087","N304FR","MCO","16:56"
"F9","09/14/2019","1841","N312FR","AUS","07:39"
"F9","09/15/2017","0795","N953FR","DEN","18:39"
"F9","09/15/2017","0967","N230FR","COS","07:59"
"F9","09/15/2017","1141","N221FR","AUS","11:59"
"F9","09/15/2017","1149","N304FR","LAS","21:30"
"F9","09/15/2017","1623","N943FR","MCO","06:08"
"F9","09/15/2018","0453","N227FR","DEN","06:05"
"F9","09/15/2018","1973","N329FR","TUL","08:29"
"F9","09/15/2019","0457","N339FR","DEN","21:52"
"F9","09/15/2019","1841","N312FR","AUS","06:38"
"F9","09/15/2019","2034","N309FR","MCO","14:40"
"F9","09/15/2019","2035","N216FR","LAS","19:31"
"F9","09/15/2019","2825","N220FR","COS","15:33"
"F9","09/16/2017","0795","N938FR","DEN","18:47"
"F9","09/16/2017","0967","N201FR","COS","07:54"
"F9","09/16/2017","1141","N207FR","AUS","12:03"
"F9","09/16/2017","1149","N210FR","LAS","21:23"
"F9","09/16/2017","1623","N938FR","MCO","06:11"
"F9","09/16/2018","0453","N329FR","DEN","05:53"
"F9","09/16/2018","1148","N322FR","MCO","15:03"
"F9","09/16/2018","1151","","LAS","00:00"
"F9","09/16/2018","1901","N211FR","AUS","07:26"
"F9","09/16/2019","0455","","DEN","00:00"
"F9","09/16/2019","1839","N346FR","SAT","15:36"
"F9","09/16/2021","1087","N370FR","MCO","11:04"
"F9","09/17/2017","0795","N920FR","DEN","18:45"
"F9","09/17/2017","0967","N203FR","COS","07:56"
"F9","09/17/2017","1149","N206FR","LAS","21:25"
"F9","09/17/2017","1623","N920FR","MCO","06:43"
"F9","09/17/2018","0453","N211FR","DEN","05:56"
"F9","09/17/2018","1841","N213FR","SAT","07:34"
"F9","09/17/2019","0457","N328FR","DEN","21:47"
"F9","09/17/2019","1841","N238FR","AUS","07:53"
"F9","09/17/2019","2034","N202FR","MCO","14:22"
"F9","09/17/2019","2035","N232FR","LAS","19:26"
"F9","09/17/2019","2825","N313FR","COS","15:40"
"F9","09/18/2017","0795","N953FR","DEN","18:39"
"F9","09/18/2017","0967","N220FR","COS","07:55"
"F9","09/18/2017","1141","N227FR","AUS","12:00"
"F9","09/18/2017","1149","N305FR","LAS","21:25"
"F9","09/18/2017","1623","N953FR","MCO","06:23"
"F9","09/18/2018","0453","N213FR","DEN","06:26"
"F9","09/18/2018","1148","N338FR","MCO","15:14"
"F9","09/18/2018","1151","N338FR","LAS","21:25"
"F9","09/18/2018","1901","N230FR","AUS","07:32"
"F9","09/18/2019","0455","N220FR","DEN","20:43"
"F9","09/18/2019","1839","N317FR","SAT","07:12"
"F9","09/18/2021","1089","N213FR","MCO","22:05"
"F9","09/19/2017","0795","N943FR","DEN","18:32"
"F9","09/19/2017","0967","N202FR","COS","07:53"
"F9","09/19/2017","1149","N206FR","LAS","21:28"
"F9","09/19/2017","1623","N941FR","MCO","06:38"
"F9","09/19/2018","0453","N230FR","DEN","06:02"
"F9","09/19/2018","1973","N205FR","TUL","07:49"
"F9","09/19/2019","0457","N910FR","DEN","22:29"
"F9","09/19/2019","1841","N317FR","AUS","06:40"
"F9","09/19/2019","2034","N351FR","MCO","14:33"
"F9","09/19/2019","2035","N207FR","LAS","19:23"
"F9","09/19/2019","2825","N332FR","COS","15:33"
"F9","09/19/2021","1087","N705FR","MCO","11:10"
"F9","09/20/2017","0795","N953FR","DEN","18:35"
"F9","09/20/2017","0967","N221FR","COS","08:00"
"F9","09/20/2017","1141","N213FR","AUS","12:02"
"F9","09/20/2017","1149","N235FR","LAS","23:13"
"F9","09/20/2017","1623","N953FR","MCO","06:11"
"F9","09/20/2018","0453","N205FR","DEN","05:55"
"F9","09/20/2018","1148","N317FR","MCO","15:04"
"F9","09/20/2018","1151","N317FR","LAS","23:04"
"F9","09/20/2018","1901","N229FR","AUS","07:27"
"F9","09/20/2019","0455","N220FR","DEN","22:36"
"F9","09/20/2019","1839","N358FR","SAT","07:14"
"F9","09/21/2017","0795","N927FR","DEN","18:38"
"F9","09/21/2017","0967","N205FR","COS","07:51"
"F9","09/21/2017","1149","N230FR","LAS","23:04"
"F9","09/21/2017","1623","N927FR","MCO","06:07"
"F9","09/21/2018","0453","N229FR","DEN","06:00"
"F9","09/21/2018","1841","N205FR","SAT","07:26"
"F9","09/21/2019","0455","N342FR","DEN","22:42"
"F9","09/21/2019","1087","N223FR","MCO","17:02"
"F9","09/21/2019","1841","N358FR","AUS","07:38"
"F9","09/22/2017","0795","N952FR","DEN","18:42"
"F9","09/22/2017","0967","N216FR","COS","07:32"
"F9","09/22/2017","1141","N227FR","AUS","12:11"
"F9","09/22/2017","1149","N235FR","LAS","21:28"
"F9","09/22/2017","1623","N952FR","MCO","06:09"
"F9","09/22/2018","0453","N205FR","DEN","05:55"
"F9","09/22/2018","1973","N236FR","TUL","08:20"
"F9","09/22/2019","0457","N337FR","DEN","21:51"
"F9","09/22/2019","1841","N358FR","AUS","06:43"
"F9","09/22/2019","2034","N348FR","MCO","14:20"
"F9","09/22/2019","2035","N335FR","LAS","19:29"
"F9","09/22/2019","2825","N216FR","COS","15:27"
"F9","09/23/2017","0795","N941FR","DEN","18:38"
"F9","09/23/2017","0967","N213FR","COS","07:56"
"F9","09/23/2017","1141","N223FR","AUS","12:13"
"F9","09/23/2017","1149","N227FR","LAS","21:15"
"F9","09/23/2017","1623","N910FR","MCO","06:09"
"F9","09/23/2018","0453","N236FR","DEN","06:03"
"F9","09/23/2018","1148","N305FR","MCO","16:51"
"F9","09/23/2018","1151","N305FR","LAS","23:12"
"F9","09/23/2018","1901","N318FR","AUS","07:28"
"F9","09/23/2019","0455","N317FR","DEN","22:28"
"F9","09/23/2019","1839","N329FR","SAT","07:15"
"F9","09/23/2021","1087","N238FR","MCO","11:01"
"F9","09/24/2017","0795","N952FR","DEN","19:47"
"F9","09/24/2017","0967","N228FR","COS","07:48"
"F9","09/24/2017","1151","N205FR","LAS","22:26"
"F9","09/24/2017","1623","N952FR","MCO","06:18"
"F9","09/24/2018","0453","N318FR","DEN","06:12"
"F9","09/24/2018","1841","N332FR","SAT","07:52"
"F9","09/24/2019","0457","N238FR","DEN","22:28"
"F9","09/24/2019","1841","N329FR","AUS","07:31"
"F9","09/24/2019","2034","N230FR","MCO","14:20"
"F9","09/24/2019","2035","N235FR","LAS","19:32"
"F9","09/24/2019","2825","N213FR","COS","15:49"
"F9","09/25/2017","0795","N943FR","DEN","18:37"
"F9","09/25/2017","0967","N229FR","COS","07:58"
"F9","09/25/2017","1141","N216FR","AUS","12:27"
"F9","09/25/2017","1149","N206FR","LAS","21:28"
"F9","09/25/2017","1623","N943FR","MCO","06:08"
"F9","09/25/2018","0453","N332FR","DEN","05:54"
"F9","09/25/2018","1148","N205FR","MCO","15:02"
"F9","09/25/2018","1151","N205FR","LAS","21:15"
"F9","09/25/2018","1901","N220FR","AUS","10:04"
"F9","09/25/2019","0455","N358FR","DEN","20:36"
"F9","09/25/2019","1839","N338FR","SAT","07:13"
"F9","09/25/2021","1089","N356FR","MCO","21:16"
"F9","09/26/2017","0795","N947FR","DEN","18:35"
"F9","09/26/2017","0967","N238FR","COS","07:45"
"F9","09/26/2017","1149","N926FR","LAS","21:21"
"F9","09/26/2017","1623","N947FR","MCO","06:03"
"F9","09/26/2018","0453","N227FR","DEN","05:53"
"F9","09/26/2018","1973","N331FR","TUL","07:48"
"F9","09/26/2019","0457","N322FR","DEN","21:51"
"F9","09/26/2019","1841","N338FR","AUS","06:35"
"F9","09/26/2019","2034","N342FR","MCO","14:19"
"F9","09/26/2019","2035","N316FR","LAS","19:21"
"F9","09/26/2019","2825","N328FR","COS","15:35"
"F9","09/26/2021","1087","N711FR","MCO","11:11"
"F9","09/27/2017","0795","N927FR","DEN","18:38"
"F9","09/27/2017","0967","N210FR","COS","07:55"
"F9","09/27/2017","1141","N230FR","AUS","11:52"
"F9","09/27/2017","1149","N203FR","LAS","21:22"
"F9","09/27/2017","1623","N927FR","MCO","06:07"
"F9","09/27/2018","0453","N331FR","DEN","06:02"
"F9","09/27/2018","1148","N326FR","MCO","17:03"
"F9","09/27/2018","1151","N238FR","LAS","21:22"
"F9","09/27/2018","1901","N233FR","AUS","07:33"
"F9","09/27/2019","0455","N207FR","DEN","22:39"
"F9","09/27/2019","1839","N358FR","SAT","07:11"
"F9","09/28/2017","0795","N951FR","DEN","18:47"
