,Median Household Income,Per Capita Income,Gini Index of Income Inequality,Total Population,Median Age,Median Home Value,State Code (FIPS),Year,Unemployment Rate,Percent Foreigners,State Name,State Code (USPS),MDS_D1,MDS_D2,MDS_D3,KMeans_Cluster
28,76364.0,40463.0,0.4632,3194176.0,39.4,441100.0,32,2023,0.023297401270311966,0.1924687305896732,Nevada,NV,-0.19588342511693554,-0.7071760342396798,1.1918581898228449,1
29,96838.0,51587.0,0.4446,1402054.0,43.4,415400.0,33,2023,0.014372484939952385,0.06766715119389125,New Hampshire,NH,-0.9015641221870507,2.9833860016295533,0.8713564568810606,0
30,99781.0,52583.0,0.4794,9290841.0,40.4,461000.0,34,2023,0.025578631686840835,0.2422203759595068,New Jersey,NJ,-0.281453417383315,-0.6856442209431505,3.3135894237405394,1
31,62268.0,35510.0,0.4771,2114371.0,39.9,256300.0,35,2023,0.02259111575026332,0.10201473629746151,New Mexico,NM,1.3239342026985372,-0.3806813777027244,-0.9278730159823676,2
32,82095.0,48847.0,0.5157,19571216.0,40.2,420200.0,36,2023,0.025886638827142882,0.23084901827254883,New York,NY,1.515474624319427,-2.1633532468806917,2.830527927750205,1
33,70804.0,40414.0,0.4732,10835491.0,39.4,308600.0,37,2023,0.0202814990109816,0.09183958530351785,North Carolina,NC,0.44692533784301314,-0.3361282116053958,-0.3083776795816845,2
34,76525.0,42814.0,0.4451,783926.0,36.3,246700.0,38,2023,0.015421098420003929,0.03966700938609001,North Dakota,ND,-1.6623049081014447,0.430876459290431,-1.9415556832442173,0
35,67769.0,39395.0,0.4695,11785935.0,39.9,220200.0,39,2023,0.020651649614561764,0.05276314522352278,Ohio,OH,1.0259730844029913,0.0191888638121679,-0.8100052781528142,2
36,62138.0,34206.0,0.4737,4053824.0,37.1,208600.0,40,2023,0.021908449898170222,0.06113437583871426,Oklahoma,OK,0.3678794166283556,-0.9462799754966693,-1.8839703997587698,2
37,80160.0,44623.0,0.4636,4233358.0,40.7,484800.0,41,2023,0.021339324479526654,0.09606841660922606,Oregon,OR,-0.2764727197434461,0.755852497006896,0.7740707274629749,0
38,73824.0,42605.0,0.4774,12961683.0,41.1,259900.0,42,2023,0.021853720693524134,0.07956682785715405,Pennsylvania,PA,1.3004566229991372,0.0431251488768855,0.16555799022378928,2
39,84972.0,46525.0,0.4661,1095962.0,40.8,411800.0,44,2023,0.02555928034001179,0.14708174188521134,Rhode Island,RI,0.10826269436100402,0.5190983629457779,1.6374864731247947,1
40,67804.0,38097.0,0.4715,5373555.0,40.5,272900.0,45,2023,0.020988898410828585,0.058888017336753785,South Carolina,SC,0.8572264560073798,0.4018314958059179,-0.8257304186361472,2
41,71810.0,40263.0,0.462,919318.0,38.5,268200.0,46,2023,0.013860274681883744,0.043448512919359784,South Dakota,SD,-0.6785308110803585,0.9260003826640038,-1.7842540553974944,0
42,67631.0,38538.0,0.476,7126489.0,39.1,307300.0,47,2023,0.019937026493691355,0.060621717089579454,Tennessee,TN,0.43303194418282165,-0.20357025016059205,-0.9185954759003597,2
43,75780.0,39775.0,0.479,30503301.0,35.9,296900.0,48,2023,0.022491139565517845,0.17884267673193796,Texas,TX,0.375823645353047,-3.7919986572173925,0.5640942307742158,1
44,93421.0,40096.0,0.4225,3417734.0,32.3,517700.0,49,2023,0.01774538334463712,0.08888462355467101,Utah,UT,-4.086032212199477,-0.7009814729093069,-1.1073531166783726,0
45,81211.0,46029.0,0.4549,647464.0,43.7,332000.0,50,2023,0.014317398341838311,0.04486272595850889,Vermont,VT,0.13978201743193863,2.760272301775607,-0.11358881644353179,0
46,89931.0,48689.0,0.4723,8715698.0,39.3,382900.0,51,2023,0.018889020707234232,0.13349315224093355,Virginia,VA,-0.7954586748540559,-0.05226639902023165,0.9988684647927131,1
47,94605.0,52011.0,0.4703,7812880.0,38.6,576000.0,53,2023,0.023344016547035152,0.15537586651785257,Washington,WA,-1.435908668974022,-0.616252464360796,2.0750510710154115,1
48,55948.0,32766.0,0.4679,1770071.0,42.8,163700.0,54,2023,0.020255119709887342,0.018262544270823036,West Virginia,WV,2.0183942442700116,1.3118649582678252,-1.8689229216146361,2
49,74631.0,41785.0,0.4479,5910955.0,40.5,272500.0,55,2023,0.0147114975498883,0.05208955236505776,Wisconsin,WI,-0.3184249007166395,1.550590085596378,-1.000697053940815,0
50,72415.0,39966.0,0.4455,584057.0,39.3,298700.0,56,2023,0.01630320328324119,0.036431375704768544,Wyoming,WY,-0.7029017456797579,1.285683194734336,-1.4163741626064847,0
51,25621.0,17976.0,0.5483,3205691.0,45.0,131500.0,72,2023,0.03731925503736948,0.026257053471466837,,,6.522529281304882,-2.9951513289622316,-2.7594394119773322,2
