Date,Flight Count,Carrier Type,Year,Month,Week,Day,Day of Week
2018-05-11,520,Low-cost,2018,5,19,11,Fri
2018-05-12,431,Low-cost,2018,5,19,12,Sat
2018-05-13,505,Low-cost,2018,5,19,13,Sun
2018-05-14,519,Low-cost,2018,5,20,14,Mon
2018-05-15,490,Low-cost,2018,5,20,15,Tue
2018-05-16,490,Low-cost,2018,5,20,16,Wed
2018-05-17,525,Low-cost,2018,5,20,17,Thu
2018-05-18,520,Low-cost,2018,5,20,18,Fri
2018-05-19,431,Low-cost,2018,5,20,19,Sat
2018-05-20,507,Low-cost,2018,5,20,20,Sun
2018-05-21,519,Low-cost,2018,5,21,21,Mon
2018-05-22,493,Low-cost,2018,5,21,22,Tue
2018-05-23,492,Low-cost,2018,5,21,23,Wed
2018-05-24,526,Low-cost,2018,5,21,24,Thu
2018-05-25,526,Low-cost,2018,5,21,25,Fri
2018-05-26,437,Low-cost,2018,5,21,26,Sat
2018-05-27,450,Low-cost,2018,5,21,27,Sun
2018-05-28,495,Low-cost,2018,5,22,28,Mon
2018-05-29,527,Low-cost,2018,5,22,29,Tue
2018-05-30,525,Low-cost,2018,5,22,30,Wed
2018-05-31,528,Low-cost,2018,5,22,31,Thu
2018-06-01,528,Low-cost,2018,6,22,1,Fri
2018-06-02,437,Low-cost,2018,6,22,2,Sat
2018-06-03,513,Low-cost,2018,6,22,3,Sun
2018-06-04,528,Low-cost,2018,6,23,4,Mon
2018-06-05,528,Low-cost,2018,6,23,5,Tue
2018-06-06,523,Low-cost,2018,6,23,6,Wed
2018-06-07,529,Low-cost,2018,6,23,7,Thu
2018-06-08,524,Low-cost,2018,6,23,8,Fri
2018-06-09,450,Low-cost,2018,6,23,9,Sat
2018-06-10,510,Low-cost,2018,6,23,10,Sun
2018-06-11,523,Low-cost,2018,6,24,11,Mon
2018-06-12,526,Low-cost,2018,6,24,12,Tue
2018-06-13,521,Low-cost,2018,6,24,13,Wed
2018-06-14,527,Low-cost,2018,6,24,14,Thu
2018-06-15,524,Low-cost,2018,6,24,15,Fri
2018-06-16,449,Low-cost,2018,6,24,16,Sat
2018-06-17,512,Low-cost,2018,6,24,17,Sun
2018-06-18,525,Low-cost,2018,6,25,18,Mon
2018-06-19,528,Low-cost,2018,6,25,19,Tue
2018-06-20,523,Low-cost,2018,6,25,20,Wed
2018-06-21,529,Low-cost,2018,6,25,21,Thu
2018-06-22,526,Low-cost,2018,6,25,22,Fri
2018-06-23,450,Low-cost,2018,6,25,23,Sat
2018-06-24,513,Low-cost,2018,6,25,24,Sun
2018-06-25,525,Low-cost,2018,6,26,25,Mon
2018-06-26,528,Low-cost,2018,6,26,26,Tue
2018-06-27,523,Low-cost,2018,6,26,27,Wed
2018-06-28,529,Low-cost,2018,6,26,28,Thu
2018-06-29,526,Low-cost,2018,6,26,29,Fri
2018-06-30,452,Low-cost,2018,6,26,30,Sat
2018-07-01,514,Low-cost,2018,7,26,1,Sun
2018-07-02,526,Low-cost,2018,7,27,2,Mon
2018-07-03,474,Low-cost,2018,7,27,3,Tue
2018-07-04,471,Low-cost,2018,7,27,4,Wed
2018-07-05,529,Low-cost,2018,7,27,5,Thu
2018-07-06,526,Low-cost,2018,7,27,6,Fri
2018-07-07,451,Low-cost,2018,7,27,7,Sat
2018-07-08,514,Low-cost,2018,7,27,8,Sun
2018-07-09,524,Low-cost,2018,7,28,9,Mon
2018-07-10,530,Low-cost,2018,7,28,10,Tue
2018-07-11,523,Low-cost,2018,7,28,11,Wed
2018-07-12,530,Low-cost,2018,7,28,12,Thu
2018-07-13,528,Low-cost,2018,7,28,13,Fri
2018-07-14,450,Low-cost,2018,7,28,14,Sat
2018-07-15,514,Low-cost,2018,7,28,15,Sun
2018-07-16,525,Low-cost,2018,7,29,16,Mon
2018-07-17,530,Low-cost,2018,7,29,17,Tue
2018-07-18,523,Low-cost,2018,7,29,18,Wed
2018-07-19,530,Low-cost,2018,7,29,19,Thu
2018-07-20,527,Low-cost,2018,7,29,20,Fri
2018-07-21,450,Low-cost,2018,7,29,21,Sat
2018-07-22,514,Low-cost,2018,7,29,22,Sun
2018-07-23,525,Low-cost,2018,7,30,23,Mon
2018-07-24,530,Low-cost,2018,7,30,24,Tue
2018-07-25,523,Low-cost,2018,7,30,25,Wed
2018-07-26,530,Low-cost,2018,7,30,26,Thu
2018-07-27,528,Low-cost,2018,7,30,27,Fri
2018-07-28,450,Low-cost,2018,7,30,28,Sat
2018-07-29,515,Low-cost,2018,7,30,29,Sun
2018-07-30,525,Low-cost,2018,7,31,30,Mon
2018-07-31,529,Low-cost,2018,7,31,31,Tue
2018-08-01,522,Low-cost,2018,8,31,1,Wed
2018-08-02,529,Low-cost,2018,8,31,2,Thu
2018-08-03,527,Low-cost,2018,8,31,3,Fri
2018-08-04,450,Low-cost,2018,8,31,4,Sat
2018-08-05,514,Low-cost,2018,8,31,5,Sun
2018-08-06,525,Low-cost,2018,8,32,6,Mon
2018-08-07,530,Low-cost,2018,8,32,7,Tue
2018-08-08,524,Low-cost,2018,8,32,8,Wed
2018-08-09,534,Low-cost,2018,8,32,9,Thu
2018-08-10,531,Low-cost,2018,8,32,10,Fri
2018-08-11,431,Low-cost,2018,8,32,11,Sat
2018-08-12,497,Low-cost,2018,8,32,12,Sun
2018-08-13,522,Low-cost,2018,8,33,13,Mon
2018-08-14,521,Low-cost,2018,8,33,14,Tue
2018-08-15,522,Low-cost,2018,8,33,15,Wed
2018-08-16,522,Low-cost,2018,8,33,16,Thu
2018-08-17,524,Low-cost,2018,8,33,17,Fri
2018-08-18,423,Low-cost,2018,8,33,18,Sat
2018-08-19,497,Low-cost,2018,8,33,19,Sun
2018-08-20,521,Low-cost,2018,8,34,20,Mon
2018-08-21,518,Low-cost,2018,8,34,21,Tue
2018-08-22,517,Low-cost,2018,8,34,22,Wed
2018-08-23,516,Low-cost,2018,8,34,23,Thu
2018-08-24,520,Low-cost,2018,8,34,24,Fri
2018-08-25,419,Low-cost,2018,8,34,25,Sat
2018-08-26,493,Low-cost,2018,8,34,26,Sun
2018-08-27,515,Low-cost,2018,8,35,27,Mon
2018-08-28,515,Low-cost,2018,8,35,28,Tue
2018-08-29,517,Low-cost,2018,8,35,29,Wed
2018-08-30,518,Low-cost,2018,8,35,30,Thu
2018-08-31,519,Low-cost,2018,8,35,31,Fri
2018-09-01,395,Low-cost,2018,9,35,1,Sat
2018-09-02,413,Low-cost,2018,9,35,2,Sun
2018-09-03,505,Low-cost,2018,9,36,3,Mon
2018-09-04,512,Low-cost,2018,9,36,4,Tue
2018-09-05,513,Low-cost,2018,9,36,5,Wed
2018-09-06,497,Low-cost,2018,9,36,6,Thu
2018-09-07,493,Low-cost,2018,9,36,7,Fri
2018-09-08,399,Low-cost,2018,9,36,8,Sat
2018-09-09,477,Low-cost,2018,9,36,9,Sun
2018-09-10,490,Low-cost,2018,9,37,10,Mon
2018-09-11,457,Low-cost,2018,9,37,11,Tue
2018-09-12,454,Low-cost,2018,9,37,12,Wed
2018-09-13,495,Low-cost,2018,9,37,13,Thu
2018-09-14,493,Low-cost,2018,9,37,14,Fri
2018-09-15,399,Low-cost,2018,9,37,15,Sat
2018-09-16,478,Low-cost,2018,9,37,16,Sun
2018-09-17,490,Low-cost,2018,9,38,17,Mon
2018-09-18,457,Low-cost,2018,9,38,18,Tue
2018-09-19,454,Low-cost,2018,9,38,19,Wed
2018-09-20,496,Low-cost,2018,9,38,20,Thu
2018-09-21,493,Low-cost,2018,9,38,21,Fri
2018-09-22,399,Low-cost,2018,9,38,22,Sat
2018-09-23,478,Low-cost,2018,9,38,23,Sun
2018-09-24,489,Low-cost,2018,9,39,24,Mon
2018-09-25,456,Low-cost,2018,9,39,25,Tue
2018-09-26,453,Low-cost,2018,9,39,26,Wed
2018-09-27,495,Low-cost,2018,9,39,27,Thu
2018-09-28,494,Low-cost,2018,9,39,28,Fri
2018-09-29,399,Low-cost,2018,9,39,29,Sat
2018-09-30,477,Low-cost,2018,9,39,30,Sun
2018-10-01,492,Low-cost,2018,10,40,1,Mon
2018-10-02,438,Low-cost,2018,10,40,2,Tue
2018-10-03,438,Low-cost,2018,10,40,3,Wed
2018-10-04,496,Low-cost,2018,10,40,4,Thu
2018-10-05,503,Low-cost,2018,10,40,5,Fri
2018-10-06,399,Low-cost,2018,10,40,6,Sat
2018-10-07,481,Low-cost,2018,10,40,7,Sun
2018-10-08,493,Low-cost,2018,10,41,8,Mon
2018-10-09,458,Low-cost,2018,10,41,9,Tue
2018-10-10,456,Low-cost,2018,10,41,10,Wed
2018-10-11,501,Low-cost,2018,10,41,11,Thu
2018-10-12,504,Low-cost,2018,10,41,12,Fri
2018-10-13,401,Low-cost,2018,10,41,13,Sat
2018-10-14,482,Low-cost,2018,10,41,14,Sun
2018-10-15,494,Low-cost,2018,10,42,15,Mon
2018-10-16,459,Low-cost,2018,10,42,16,Tue
2018-10-17,457,Low-cost,2018,10,42,17,Wed
2018-10-18,501,Low-cost,2018,10,42,18,Thu
2018-10-19,504,Low-cost,2018,10,42,19,Fri
2018-10-20,401,Low-cost,2018,10,42,20,Sat
2018-10-21,482,Low-cost,2018,10,42,21,Sun
2018-10-22,494,Low-cost,2018,10,43,22,Mon
2018-10-23,459,Low-cost,2018,10,43,23,Tue
2018-10-24,457,Low-cost,2018,10,43,24,Wed
2018-10-25,501,Low-cost,2018,10,43,25,Thu
2018-10-26,504,Low-cost,2018,10,43,26,Fri
2018-10-27,401,Low-cost,2018,10,43,27,Sat
2018-10-28,483,Low-cost,2018,10,43,28,Sun
2018-10-29,497,Low-cost,2018,10,44,29,Mon
2018-10-30,451,Low-cost,2018,10,44,30,Tue
2018-10-31,395,Low-cost,2018,10,44,31,Wed
2018-11-01,503,Low-cost,2018,11,44,1,Thu
2018-11-02,505,Low-cost,2018,11,44,2,Fri
2018-11-03,401,Low-cost,2018,11,44,3,Sat
2018-11-04,482,Low-cost,2018,11,44,4,Sun
2018-11-05,494,Low-cost,2018,11,45,5,Mon
2018-11-06,464,Low-cost,2018,11,45,6,Tue
2018-11-07,460,Low-cost,2018,11,45,7,Wed
2018-11-08,490,Low-cost,2018,11,45,8,Thu
2018-11-09,489,Low-cost,2018,11,45,9,Fri
2018-11-10,373,Low-cost,2018,11,45,10,Sat
2018-11-11,467,Low-cost,2018,11,45,11,Sun
2018-11-12,485,Low-cost,2018,11,46,12,Mon
2018-11-13,486,Low-cost,2018,11,46,13,Tue
2018-11-14,481,Low-cost,2018,11,46,14,Wed
2018-11-15,496,Low-cost,2018,11,46,15,Thu
2018-11-16,477,Low-cost,2018,11,46,16,Fri
2018-11-17,461,Low-cost,2018,11,46,17,Sat
2018-11-18,469,Low-cost,2018,11,46,18,Sun
2018-11-19,491,Low-cost,2018,11,47,19,Mon
2018-11-20,480,Low-cost,2018,11,47,20,Tue
2018-11-21,484,Low-cost,2018,11,47,21,Wed
2018-11-22,355,Low-cost,2018,11,47,22,Thu
2018-11-23,448,Low-cost,2018,11,47,23,Fri
2018-11-24,465,Low-cost,2018,11,47,24,Sat
2018-11-25,488,Low-cost,2018,11,47,25,Sun
2018-11-26,479,Low-cost,2018,11,48,26,Mon
2018-11-27,463,Low-cost,2018,11,48,27,Tue
2018-11-28,444,Low-cost,2018,11,48,28,Wed
2018-11-29,474,Low-cost,2018,11,48,29,Thu
2018-11-30,475,Low-cost,2018,11,48,30,Fri
2018-12-01,378,Low-cost,2018,12,48,1,Sat
2018-12-02,440,Low-cost,2018,12,48,2,Sun
2018-12-03,460,Low-cost,2018,12,49,3,Mon
2018-12-04,437,Low-cost,2018,12,49,4,Tue
2018-12-05,445,Low-cost,2018,12,49,5,Wed
2018-12-06,473,Low-cost,2018,12,49,6,Thu
2018-12-07,474,Low-cost,2018,12,49,7,Fri
2018-12-08,377,Low-cost,2018,12,49,8,Sat
2018-12-09,438,Low-cost,2018,12,49,9,Sun
2018-12-10,459,Low-cost,2018,12,50,10,Mon
2018-12-11,443,Low-cost,2018,12,50,11,Tue
2018-12-12,434,Low-cost,2018,12,50,12,Wed
2018-12-13,477,Low-cost,2018,12,50,13,Thu
2018-12-14,472,Low-cost,2018,12,50,14,Fri
2018-12-15,382,Low-cost,2018,12,50,15,Sat
2018-12-16,440,Low-cost,2018,12,50,16,Sun
2018-12-17,465,Low-cost,2018,12,51,17,Mon
2018-12-18,461,Low-cost,2018,12,51,18,Tue
2018-12-19,490,Low-cost,2018,12,51,19,Wed
2018-12-20,496,Low-cost,2018,12,51,20,Thu
2018-12-21,499,Low-cost,2018,12,51,21,Fri
2018-12-22,479,Low-cost,2018,12,51,22,Sat
2018-12-23,498,Low-cost,2018,12,51,23,Sun
2018-12-24,424,Low-cost,2018,12,52,24,Mon
2018-12-25,455,Low-cost,2018,12,52,25,Tue
2018-12-26,500,Low-cost,2018,12,52,26,Wed
2018-12-27,505,Low-cost,2018,12,52,27,Thu
2018-12-28,499,Low-cost,2018,12,52,28,Fri
2018-12-29,479,Low-cost,2018,12,52,29,Sat
2018-12-30,498,Low-cost,2018,12,52,30,Sun
2018-12-31,447,Low-cost,2018,12,1,31,Mon
2019-01-01,513,Low-cost,2019,1,1,1,Tue
2019-01-02,494,Low-cost,2019,1,1,2,Wed
2019-01-03,494,Low-cost,2019,1,1,3,Thu
2019-01-04,488,Low-cost,2019,1,1,4,Fri
2019-01-05,400,Low-cost,2019,1,1,5,Sat
2019-01-06,487,Low-cost,2019,1,1,6,Sun
2019-01-07,479,Low-cost,2019,1,2,7,Mon
2019-01-08,477,Low-cost,2019,1,2,8,Tue
2019-01-09,476,Low-cost,2019,1,2,9,Wed
2019-01-10,487,Low-cost,2019,1,2,10,Thu
2019-01-11,480,Low-cost,2019,1,2,11,Fri
2019-01-12,379,Low-cost,2019,1,2,12,Sat
2019-01-13,438,Low-cost,2019,1,2,13,Sun
2019-01-14,478,Low-cost,2019,1,3,14,Mon
2019-01-15,455,Low-cost,2019,1,3,15,Tue
2019-01-16,450,Low-cost,2019,1,3,16,Wed
2019-01-17,486,Low-cost,2019,1,3,17,Thu
2019-01-18,481,Low-cost,2019,1,3,18,Fri
2019-01-19,380,Low-cost,2019,1,3,19,Sat
2019-01-20,438,Low-cost,2019,1,3,20,Sun
2019-01-21,477,Low-cost,2019,1,4,21,Mon
2019-01-22,456,Low-cost,2019,1,4,22,Tue
2019-01-23,450,Low-cost,2019,1,4,23,Wed
2019-01-24,486,Low-cost,2019,1,4,24,Thu
2019-01-25,482,Low-cost,2019,1,4,25,Fri
2019-01-26,380,Low-cost,2019,1,4,26,Sat
2019-01-27,440,Low-cost,2019,1,4,27,Sun
2019-01-28,476,Low-cost,2019,1,5,28,Mon
2019-01-29,455,Low-cost,2019,1,5,29,Tue
2019-01-30,450,Low-cost,2019,1,5,30,Wed
2019-01-31,486,Low-cost,2019,1,5,31,Thu
2019-02-01,483,Low-cost,2019,2,5,1,Fri
2019-02-02,380,Low-cost,2019,2,5,2,Sat
2019-02-03,381,Low-cost,2019,2,5,3,Sun
2019-02-04,483,Low-cost,2019,2,6,4,Mon
2019-02-05,457,Low-cost,2019,2,6,5,Tue
2019-02-06,451,Low-cost,2019,2,6,6,Wed
2019-02-07,486,Low-cost,2019,2,6,7,Thu
2019-02-08,481,Low-cost,2019,2,6,8,Fri
2019-02-09,380,Low-cost,2019,2,6,9,Sat
2019-02-10,439,Low-cost,2019,2,6,10,Sun
2019-02-11,477,Low-cost,2019,2,7,11,Mon
2019-02-12,456,Low-cost,2019,2,7,12,Tue
2019-02-13,451,Low-cost,2019,2,7,13,Wed
2019-02-14,487,Low-cost,2019,2,7,14,Thu
2019-02-15,483,Low-cost,2019,2,7,15,Fri
2019-02-16,383,Low-cost,2019,2,7,16,Sat
2019-02-17,441,Low-cost,2019,2,7,17,Sun
2019-02-18,482,Low-cost,2019,2,8,18,Mon
2019-02-19,487,Low-cost,2019,2,8,19,Tue
2019-02-20,482,Low-cost,2019,2,8,20,Wed
2019-02-21,488,Low-cost,2019,2,8,21,Thu
2019-02-22,482,Low-cost,2019,2,8,22,Fri
2019-02-23,384,Low-cost,2019,2,8,23,Sat
2019-02-24,441,Low-cost,2019,2,8,24,Sun
2019-02-25,482,Low-cost,2019,2,9,25,Mon
2019-02-26,487,Low-cost,2019,2,9,26,Tue
2019-02-27,368,Low-cost,2019,2,9,27,Wed
2019-02-28,488,Low-cost,2019,2,9,28,Thu
2019-03-01,486,Low-cost,2019,3,9,1,Fri
2019-03-02,382,Low-cost,2019,3,9,2,Sat
2019-03-03,443,Low-cost,2019,3,9,3,Sun
2019-03-04,484,Low-cost,2019,3,10,4,Mon
2019-03-05,484,Low-cost,2019,3,10,5,Tue
2019-03-06,473,Low-cost,2019,3,10,6,Wed
2019-03-07,499,Low-cost,2019,3,10,7,Thu
2019-03-08,499,Low-cost,2019,3,10,8,Fri
2019-03-09,421,Low-cost,2019,3,10,9,Sat
2019-03-10,481,Low-cost,2019,3,10,10,Sun
2019-03-11,498,Low-cost,2019,3,11,11,Mon
2019-03-12,501,Low-cost,2019,3,11,12,Tue
2019-03-13,490,Low-cost,2019,3,11,13,Wed
2019-03-14,506,Low-cost,2019,3,11,14,Thu
2019-03-15,503,Low-cost,2019,3,11,15,Fri
2019-03-16,422,Low-cost,2019,3,11,16,Sat
2019-03-17,484,Low-cost,2019,3,11,17,Sun
2019-03-18,500,Low-cost,2019,3,12,18,Mon
2019-03-19,502,Low-cost,2019,3,12,19,Tue
2019-03-20,494,Low-cost,2019,3,12,20,Wed
2019-03-21,507,Low-cost,2019,3,12,21,Thu
2019-03-22,504,Low-cost,2019,3,12,22,Fri
2019-03-23,424,Low-cost,2019,3,12,23,Sat
2019-03-24,486,Low-cost,2019,3,12,24,Sun
2019-03-25,501,Low-cost,2019,3,13,25,Mon
2019-03-26,503,Low-cost,2019,3,13,26,Tue
2019-03-27,494,Low-cost,2019,3,13,27,Wed
2019-03-28,507,Low-cost,2019,3,13,28,Thu
2019-03-29,504,Low-cost,2019,3,13,29,Fri
2019-03-30,423,Low-cost,2019,3,13,30,Sat
2019-03-31,483,Low-cost,2019,3,13,31,Sun
2019-04-01,497,Low-cost,2019,4,14,1,Mon
2019-04-02,499,Low-cost,2019,4,14,2,Tue
2019-04-03,489,Low-cost,2019,4,14,3,Wed
2019-04-04,502,Low-cost,2019,4,14,4,Thu
2019-04-05,499,Low-cost,2019,4,14,5,Fri
2019-04-06,418,Low-cost,2019,4,14,6,Sat
2019-04-07,468,Low-cost,2019,4,14,7,Sun
2019-04-08,489,Low-cost,2019,4,15,8,Mon
2019-04-09,491,Low-cost,2019,4,15,9,Tue
2019-04-10,480,Low-cost,2019,4,15,10,Wed
2019-04-11,496,Low-cost,2019,4,15,11,Thu
2019-04-12,493,Low-cost,2019,4,15,12,Fri
2019-04-13,401,Low-cost,2019,4,15,13,Sat
2019-04-14,462,Low-cost,2019,4,15,14,Sun
2019-04-15,494,Low-cost,2019,4,16,15,Mon
2019-04-16,494,Low-cost,2019,4,16,16,Tue
2019-04-17,484,Low-cost,2019,4,16,17,Wed
2019-04-18,495,Low-cost,2019,4,16,18,Thu
2019-04-19,493,Low-cost,2019,4,16,19,Fri
2019-04-20,400,Low-cost,2019,4,16,20,Sat
2019-04-21,463,Low-cost,2019,4,16,21,Sun
2019-04-22,494,Low-cost,2019,4,17,22,Mon
2019-04-23,496,Low-cost,2019,4,17,23,Tue
2019-04-24,484,Low-cost,2019,4,17,24,Wed
2019-04-25,497,Low-cost,2019,4,17,25,Thu
2019-04-26,496,Low-cost,2019,4,17,26,Fri
2019-04-27,398,Low-cost,2019,4,17,27,Sat
2019-04-28,461,Low-cost,2019,4,17,28,Sun
2019-04-29,490,Low-cost,2019,4,18,29,Mon
2019-04-30,503,Low-cost,2019,4,18,30,Tue
2019-05-01,494,Low-cost,2019,5,18,1,Wed
2019-05-02,530,Low-cost,2019,5,18,2,Thu
2019-05-03,529,Low-cost,2019,5,18,3,Fri
2019-05-04,427,Low-cost,2019,5,18,4,Sat
2019-05-05,497,Low-cost,2019,5,18,5,Sun
2019-05-06,528,Low-cost,2019,5,19,6,Mon
2019-05-07,520,Low-cost,2019,5,19,7,Tue
2019-05-08,519,Low-cost,2019,5,19,8,Wed
2019-05-09,534,Low-cost,2019,5,19,9,Thu
2019-05-10,529,Low-cost,2019,5,19,10,Fri
2019-05-11,426,Low-cost,2019,5,19,11,Sat
2019-05-12,499,Low-cost,2019,5,19,12,Sun
2019-05-13,529,Low-cost,2019,5,20,13,Mon
2019-05-14,520,Low-cost,2019,5,20,14,Tue
2019-05-15,518,Low-cost,2019,5,20,15,Wed
2019-05-16,534,Low-cost,2019,5,20,16,Thu
2019-05-17,529,Low-cost,2019,5,20,17,Fri
2019-05-18,426,Low-cost,2019,5,20,18,Sat
2019-05-19,498,Low-cost,2019,5,20,19,Sun
2019-05-20,529,Low-cost,2019,5,21,20,Mon
2019-05-21,520,Low-cost,2019,5,21,21,Tue
2019-05-22,518,Low-cost,2019,5,21,22,Wed
2019-05-23,538,Low-cost,2019,5,21,23,Thu
2019-05-24,533,Low-cost,2019,5,21,24,Fri
2019-05-25,423,Low-cost,2019,5,21,25,Sat
2019-05-26,432,Low-cost,2019,5,21,26,Sun
2019-05-27,506,Low-cost,2019,5,22,27,Mon
2019-05-28,524,Low-cost,2019,5,22,28,Tue
2019-05-29,523,Low-cost,2019,5,22,29,Wed
2019-05-30,538,Low-cost,2019,5,22,30,Thu
2019-05-31,533,Low-cost,2019,5,22,31,Fri
2019-06-01,431,Low-cost,2019,6,22,1,Sat
2019-06-02,501,Low-cost,2019,6,22,2,Sun
2019-06-03,534,Low-cost,2019,6,23,3,Mon
2019-06-04,524,Low-cost,2019,6,23,4,Tue
2019-06-05,523,Low-cost,2019,6,23,5,Wed
2019-06-06,533,Low-cost,2019,6,23,6,Thu
2019-06-07,530,Low-cost,2019,6,23,7,Fri
2019-06-08,431,Low-cost,2019,6,23,8,Sat
2019-06-09,484,Low-cost,2019,6,23,9,Sun
2019-06-10,519,Low-cost,2019,6,24,10,Mon
2019-06-11,512,Low-cost,2019,6,24,11,Tue
2019-06-12,513,Low-cost,2019,6,24,12,Wed
2019-06-13,524,Low-cost,2019,6,24,13,Thu
2019-06-14,519,Low-cost,2019,6,24,14,Fri
2019-06-15,439,Low-cost,2019,6,24,15,Sat
2019-06-16,485,Low-cost,2019,6,24,16,Sun
2019-06-17,519,Low-cost,2019,6,25,17,Mon
2019-06-18,512,Low-cost,2019,6,25,18,Tue
2019-06-19,512,Low-cost,2019,6,25,19,Wed
2019-06-20,527,Low-cost,2019,6,25,20,Thu
2019-06-21,524,Low-cost,2019,6,25,21,Fri
2019-06-22,443,Low-cost,2019,6,25,22,Sat
2019-06-23,488,Low-cost,2019,6,25,23,Sun
2019-06-24,523,Low-cost,2019,6,26,24,Mon
2019-06-25,515,Low-cost,2019,6,26,25,Tue
2019-06-26,517,Low-cost,2019,6,26,26,Wed
2019-06-27,529,Low-cost,2019,6,26,27,Thu
2019-06-28,526,Low-cost,2019,6,26,28,Fri
2019-06-29,445,Low-cost,2019,6,26,29,Sat
2019-06-30,488,Low-cost,2019,6,26,30,Sun
2019-07-01,523,Low-cost,2019,7,27,1,Mon
2019-07-02,522,Low-cost,2019,7,27,2,Tue
2019-07-03,517,Low-cost,2019,7,27,3,Wed
2019-07-04,456,Low-cost,2019,7,27,4,Thu
2019-07-05,467,Low-cost,2019,7,27,5,Fri
2019-07-06,445,Low-cost,2019,7,27,6,Sat
2019-07-07,490,Low-cost,2019,7,27,7,Sun
2019-07-08,523,Low-cost,2019,7,28,8,Mon
2019-07-09,523,Low-cost,2019,7,28,9,Tue
2019-07-10,517,Low-cost,2019,7,28,10,Wed
2019-07-11,529,Low-cost,2019,7,28,11,Thu
2019-07-12,526,Low-cost,2019,7,28,12,Fri
2019-07-13,444,Low-cost,2019,7,28,13,Sat
2019-07-14,490,Low-cost,2019,7,28,14,Sun
2019-07-15,523,Low-cost,2019,7,29,15,Mon
2019-07-16,522,Low-cost,2019,7,29,16,Tue
2019-07-17,517,Low-cost,2019,7,29,17,Wed
2019-07-18,529,Low-cost,2019,7,29,18,Thu
2019-07-19,526,Low-cost,2019,7,29,19,Fri
2019-07-20,444,Low-cost,2019,7,29,20,Sat
2019-07-21,490,Low-cost,2019,7,29,21,Sun
2019-07-22,523,Low-cost,2019,7,30,22,Mon
2019-07-23,522,Low-cost,2019,7,30,23,Tue
2019-07-24,517,Low-cost,2019,7,30,24,Wed
2019-07-25,529,Low-cost,2019,7,30,25,Thu
2019-07-26,526,Low-cost,2019,7,30,26,Fri
2019-07-27,444,Low-cost,2019,7,30,27,Sat
2019-07-28,490,Low-cost,2019,7,30,28,Sun
2019-07-29,523,Low-cost,2019,7,31,29,Mon
2019-07-30,522,Low-cost,2019,7,31,30,Tue
2019-07-31,517,Low-cost,2019,7,31,31,Wed
2019-08-01,529,Low-cost,2019,8,31,1,Thu
2019-08-02,526,Low-cost,2019,8,31,2,Fri
2019-08-03,444,Low-cost,2019,8,31,3,Sat
2019-08-04,490,Low-cost,2019,8,31,4,Sun
2019-08-05,522,Low-cost,2019,8,32,5,Mon
2019-08-06,523,Low-cost,2019,8,32,6,Tue
2019-08-07,517,Low-cost,2019,8,32,7,Wed
2019-08-08,529,Low-cost,2019,8,32,8,Thu
2019-08-09,527,Low-cost,2019,8,32,9,Fri
2019-08-10,423,Low-cost,2019,8,32,10,Sat
2019-08-11,487,Low-cost,2019,8,32,11,Sun
2019-08-12,521,Low-cost,2019,8,33,12,Mon
2019-08-13,520,Low-cost,2019,8,33,13,Tue
2019-08-14,515,Low-cost,2019,8,33,14,Wed
2019-08-15,530,Low-cost,2019,8,33,15,Thu
2019-08-16,525,Low-cost,2019,8,33,16,Fri
2019-08-17,421,Low-cost,2019,8,33,17,Sat
2019-08-18,491,Low-cost,2019,8,33,18,Sun
2019-08-19,521,Low-cost,2019,8,34,19,Mon
2019-08-20,520,Low-cost,2019,8,34,20,Tue
2019-08-21,515,Low-cost,2019,8,34,21,Wed
2019-08-22,530,Low-cost,2019,8,34,22,Thu
2019-08-23,525,Low-cost,2019,8,34,23,Fri
2019-08-24,422,Low-cost,2019,8,34,24,Sat
2019-08-25,490,Low-cost,2019,8,34,25,Sun
2019-08-26,521,Low-cost,2019,8,35,26,Mon
2019-08-27,520,Low-cost,2019,8,35,27,Tue
2019-08-28,515,Low-cost,2019,8,35,28,Wed
2019-08-29,530,Low-cost,2019,8,35,29,Thu
2019-08-30,524,Low-cost,2019,8,35,30,Fri
2019-08-31,400,Low-cost,2019,8,35,31,Sat
2019-09-01,422,Low-cost,2019,9,35,1,Sun
2019-09-02,509,Low-cost,2019,9,36,2,Mon
2019-09-03,510,Low-cost,2019,9,36,3,Tue
2019-09-04,503,Low-cost,2019,9,36,4,Wed
2019-09-05,512,Low-cost,2019,9,36,5,Thu
2019-09-06,499,Low-cost,2019,9,36,6,Fri
2019-09-07,410,Low-cost,2019,9,36,7,Sat
2019-09-08,479,Low-cost,2019,9,36,8,Sun
2019-09-09,499,Low-cost,2019,9,37,9,Mon
2019-09-10,477,Low-cost,2019,9,37,10,Tue
2019-09-11,467,Low-cost,2019,9,37,11,Wed
2019-09-12,512,Low-cost,2019,9,37,12,Thu
2019-09-13,502,Low-cost,2019,9,37,13,Fri
2019-09-14,413,Low-cost,2019,9,37,14,Sat
2019-09-15,480,Low-cost,2019,9,37,15,Sun
2019-09-16,500,Low-cost,2019,9,38,16,Mon
2019-09-17,477,Low-cost,2019,9,38,17,Tue
2019-09-18,467,Low-cost,2019,9,38,18,Wed
2019-09-19,513,Low-cost,2019,9,38,19,Thu
2019-09-20,501,Low-cost,2019,9,38,20,Fri
