Date,Flight Count,Carrier Type,Year,Month,Week,Day,Day of Week
2019-09-21,412,Low-cost,2019,9,38,21,Sat
2019-09-22,478,Low-cost,2019,9,38,22,Sun
2019-09-23,499,Low-cost,2019,9,39,23,Mon
2019-09-24,476,Low-cost,2019,9,39,24,Tue
2019-09-25,467,Low-cost,2019,9,39,25,Wed
2019-09-26,513,Low-cost,2019,9,39,26,Thu
2019-09-27,502,Low-cost,2019,9,39,27,Fri
2019-09-28,412,Low-cost,2019,9,39,28,Sat
2019-09-29,479,Low-cost,2019,9,39,29,Sun
2019-09-30,500,Low-cost,2019,9,40,30,Mon
2019-10-01,476,Low-cost,2019,10,40,1,Tue
2019-10-02,472,Low-cost,2019,10,40,2,Wed
2019-10-03,515,Low-cost,2019,10,40,3,Thu
2019-10-04,504,Low-cost,2019,10,40,4,Fri
2019-10-05,419,Low-cost,2019,10,40,5,Sat
2019-10-06,493,Low-cost,2019,10,40,6,Sun
2019-10-07,503,Low-cost,2019,10,41,7,Mon
2019-10-08,485,Low-cost,2019,10,41,8,Tue
2019-10-09,471,Low-cost,2019,10,41,9,Wed
2019-10-10,524,Low-cost,2019,10,41,10,Thu
2019-10-11,507,Low-cost,2019,10,41,11,Fri
2019-10-12,418,Low-cost,2019,10,41,12,Sat
2019-10-13,495,Low-cost,2019,10,41,13,Sun
2019-10-14,505,Low-cost,2019,10,42,14,Mon
2019-10-15,485,Low-cost,2019,10,42,15,Tue
2019-10-16,472,Low-cost,2019,10,42,16,Wed
2019-10-17,524,Low-cost,2019,10,42,17,Thu
2019-10-18,508,Low-cost,2019,10,42,18,Fri
2019-10-19,418,Low-cost,2019,10,42,19,Sat
2019-10-20,495,Low-cost,2019,10,42,20,Sun
2019-10-21,505,Low-cost,2019,10,43,21,Mon
2019-10-22,486,Low-cost,2019,10,43,22,Tue
2019-10-23,472,Low-cost,2019,10,43,23,Wed
2019-10-24,524,Low-cost,2019,10,43,24,Thu
2019-10-25,506,Low-cost,2019,10,43,25,Fri
2019-10-26,418,Low-cost,2019,10,43,26,Sat
2019-10-27,495,Low-cost,2019,10,43,27,Sun
2019-10-28,505,Low-cost,2019,10,44,28,Mon
2019-10-29,486,Low-cost,2019,10,44,29,Tue
2019-10-30,456,Low-cost,2019,10,44,30,Wed
2019-10-31,505,Low-cost,2019,10,44,31,Thu
2019-11-01,490,Low-cost,2019,11,44,1,Fri
2019-11-02,411,Low-cost,2019,11,44,2,Sat
2019-11-03,481,Low-cost,2019,11,44,3,Sun
2019-11-04,462,Low-cost,2019,11,45,4,Mon
2019-11-05,444,Low-cost,2019,11,45,5,Tue
2019-11-06,430,Low-cost,2019,11,45,6,Wed
2019-11-07,483,Low-cost,2019,11,45,7,Thu
2019-11-08,469,Low-cost,2019,11,45,8,Fri
2019-11-09,389,Low-cost,2019,11,45,9,Sat
2019-11-10,482,Low-cost,2019,11,45,10,Sun
2019-11-11,464,Low-cost,2019,11,46,11,Mon
2019-11-12,441,Low-cost,2019,11,46,12,Tue
2019-11-13,430,Low-cost,2019,11,46,13,Wed
2019-11-14,462,Low-cost,2019,11,46,14,Thu
2019-11-15,470,Low-cost,2019,11,46,15,Fri
2019-11-16,392,Low-cost,2019,11,46,16,Sat
2019-11-17,471,Low-cost,2019,11,46,17,Sun
2019-11-18,468,Low-cost,2019,11,47,18,Mon
2019-11-19,466,Low-cost,2019,11,47,19,Tue
2019-11-20,468,Low-cost,2019,11,47,20,Wed
2019-11-21,465,Low-cost,2019,11,47,21,Thu
2019-11-22,467,Low-cost,2019,11,47,22,Fri
2019-11-23,455,Low-cost,2019,11,47,23,Sat
2019-11-24,471,Low-cost,2019,11,47,24,Sun
2019-11-25,465,Low-cost,2019,11,48,25,Mon
2019-11-26,463,Low-cost,2019,11,48,26,Tue
2019-11-27,466,Low-cost,2019,11,48,27,Wed
2019-11-28,371,Low-cost,2019,11,48,28,Thu
2019-11-29,447,Low-cost,2019,11,48,29,Fri
2019-11-30,456,Low-cost,2019,11,48,30,Sat
2019-12-01,478,Low-cost,2019,12,48,1,Sun
2019-12-02,460,Low-cost,2019,12,49,2,Mon
2019-12-03,429,Low-cost,2019,12,49,3,Tue
2019-12-04,426,Low-cost,2019,12,49,4,Wed
2019-12-05,467,Low-cost,2019,12,49,5,Thu
2019-12-06,468,Low-cost,2019,12,49,6,Fri
2019-12-07,390,Low-cost,2019,12,49,7,Sat
2019-12-08,471,Low-cost,2019,12,49,8,Sun
2019-12-09,462,Low-cost,2019,12,50,9,Mon
2019-12-10,433,Low-cost,2019,12,50,10,Tue
2019-12-11,437,Low-cost,2019,12,50,11,Wed
2019-12-12,471,Low-cost,2019,12,50,12,Thu
2019-12-13,473,Low-cost,2019,12,50,13,Fri
2019-12-14,396,Low-cost,2019,12,50,14,Sat
2019-12-15,475,Low-cost,2019,12,50,15,Sun
2019-12-16,469,Low-cost,2019,12,51,16,Mon
2019-12-17,434,Low-cost,2019,12,51,17,Tue
2019-12-18,432,Low-cost,2019,12,51,18,Wed
2019-12-19,479,Low-cost,2019,12,51,19,Thu
2019-12-20,480,Low-cost,2019,12,51,20,Fri
2019-12-21,468,Low-cost,2019,12,51,21,Sat
2019-12-22,486,Low-cost,2019,12,51,22,Sun
2019-12-23,480,Low-cost,2019,12,52,23,Mon
2019-12-24,457,Low-cost,2019,12,52,24,Tue
2019-12-25,453,Low-cost,2019,12,52,25,Wed
2019-12-26,476,Low-cost,2019,12,52,26,Thu
2019-12-27,480,Low-cost,2019,12,52,27,Fri
2019-12-28,469,Low-cost,2019,12,52,28,Sat
2019-12-29,486,Low-cost,2019,12,52,29,Sun
2019-12-30,480,Low-cost,2019,12,1,30,Mon
2019-12-31,442,Low-cost,2019,12,1,31,Tue
2020-01-01,0,Low-cost,2020,1,1,1,Wed
2020-01-02,0,Low-cost,2020,1,1,2,Thu
2020-01-03,0,Low-cost,2020,1,1,3,Fri
2020-01-04,0,Low-cost,2020,1,1,4,Sat
2020-01-05,0,Low-cost,2020,1,1,5,Sun
2020-01-06,0,Low-cost,2020,1,2,6,Mon
2020-01-07,0,Low-cost,2020,1,2,7,Tue
2020-01-08,0,Low-cost,2020,1,2,8,Wed
2020-01-09,0,Low-cost,2020,1,2,9,Thu
2020-01-10,0,Low-cost,2020,1,2,10,Fri
2020-01-11,0,Low-cost,2020,1,2,11,Sat
2020-01-12,0,Low-cost,2020,1,2,12,Sun
2020-01-13,0,Low-cost,2020,1,3,13,Mon
2020-01-14,0,Low-cost,2020,1,3,14,Tue
2020-01-15,0,Low-cost,2020,1,3,15,Wed
2020-01-16,0,Low-cost,2020,1,3,16,Thu
2020-01-17,0,Low-cost,2020,1,3,17,Fri
2020-01-18,0,Low-cost,2020,1,3,18,Sat
2020-01-19,0,Low-cost,2020,1,3,19,Sun
2020-01-20,0,Low-cost,2020,1,4,20,Mon
2020-01-21,0,Low-cost,2020,1,4,21,Tue
2020-01-22,0,Low-cost,2020,1,4,22,Wed
2020-01-23,0,Low-cost,2020,1,4,23,Thu
2020-01-24,0,Low-cost,2020,1,4,24,Fri
2020-01-25,0,Low-cost,2020,1,4,25,Sat
2020-01-26,0,Low-cost,2020,1,4,26,Sun
2020-01-27,0,Low-cost,2020,1,5,27,Mon
2020-01-28,0,Low-cost,2020,1,5,28,Tue
2020-01-29,0,Low-cost,2020,1,5,29,Wed
2020-01-30,0,Low-cost,2020,1,5,30,Thu
2020-01-31,0,Low-cost,2020,1,5,31,Fri
2020-02-01,0,Low-cost,2020,2,5,1,Sat
2020-02-02,0,Low-cost,2020,2,5,2,Sun
2020-02-03,0,Low-cost,2020,2,6,3,Mon
2020-02-04,0,Low-cost,2020,2,6,4,Tue
2020-02-05,0,Low-cost,2020,2,6,5,Wed
2020-02-06,0,Low-cost,2020,2,6,6,Thu
2020-02-07,0,Low-cost,2020,2,6,7,Fri
2020-02-08,0,Low-cost,2020,2,6,8,Sat
2020-02-09,0,Low-cost,2020,2,6,9,Sun
2020-02-10,0,Low-cost,2020,2,7,10,Mon
2020-02-11,0,Low-cost,2020,2,7,11,Tue
2020-02-12,0,Low-cost,2020,2,7,12,Wed
2020-02-13,0,Low-cost,2020,2,7,13,Thu
2020-02-14,0,Low-cost,2020,2,7,14,Fri
2020-02-15,0,Low-cost,2020,2,7,15,Sat
2020-02-16,0,Low-cost,2020,2,7,16,Sun
2020-02-17,0,Low-cost,2020,2,8,17,Mon
2020-02-18,0,Low-cost,2020,2,8,18,Tue
2020-02-19,0,Low-cost,2020,2,8,19,Wed
2020-02-20,0,Low-cost,2020,2,8,20,Thu
2020-02-21,0,Low-cost,2020,2,8,21,Fri
2020-02-22,0,Low-cost,2020,2,8,22,Sat
2020-02-23,0,Low-cost,2020,2,8,23,Sun
2020-02-24,0,Low-cost,2020,2,9,24,Mon
2020-02-25,0,Low-cost,2020,2,9,25,Tue
2020-02-26,0,Low-cost,2020,2,9,26,Wed
2020-02-27,0,Low-cost,2020,2,9,27,Thu
2020-02-28,0,Low-cost,2020,2,9,28,Fri
2020-02-29,0,Low-cost,2020,2,9,29,Sat
2020-03-01,0,Low-cost,2020,3,9,1,Sun
2020-03-02,0,Low-cost,2020,3,10,2,Mon
2020-03-03,0,Low-cost,2020,3,10,3,Tue
2020-03-04,0,Low-cost,2020,3,10,4,Wed
2020-03-05,0,Low-cost,2020,3,10,5,Thu
2020-03-06,0,Low-cost,2020,3,10,6,Fri
2020-03-07,0,Low-cost,2020,3,10,7,Sat
2020-03-08,0,Low-cost,2020,3,10,8,Sun
2020-03-09,0,Low-cost,2020,3,11,9,Mon
2020-03-10,0,Low-cost,2020,3,11,10,Tue
2020-03-11,0,Low-cost,2020,3,11,11,Wed
2020-03-12,0,Low-cost,2020,3,11,12,Thu
2020-03-13,0,Low-cost,2020,3,11,13,Fri
2020-03-14,0,Low-cost,2020,3,11,14,Sat
2020-03-15,0,Low-cost,2020,3,11,15,Sun
2020-03-16,0,Low-cost,2020,3,12,16,Mon
2020-03-17,0,Low-cost,2020,3,12,17,Tue
2020-03-18,0,Low-cost,2020,3,12,18,Wed
2020-03-19,0,Low-cost,2020,3,12,19,Thu
2020-03-20,0,Low-cost,2020,3,12,20,Fri
2020-03-21,0,Low-cost,2020,3,12,21,Sat
2020-03-22,0,Low-cost,2020,3,12,22,Sun
2020-03-23,0,Low-cost,2020,3,13,23,Mon
2020-03-24,0,Low-cost,2020,3,13,24,Tue
2020-03-25,0,Low-cost,2020,3,13,25,Wed
2020-03-26,0,Low-cost,2020,3,13,26,Thu
2020-03-27,0,Low-cost,2020,3,13,27,Fri
2020-03-28,0,Low-cost,2020,3,13,28,Sat
2020-03-29,0,Low-cost,2020,3,13,29,Sun
2020-03-30,0,Low-cost,2020,3,14,30,Mon
2020-03-31,0,Low-cost,2020,3,14,31,Tue
2020-04-01,0,Low-cost,2020,4,14,1,Wed
2020-04-02,0,Low-cost,2020,4,14,2,Thu
2020-04-03,0,Low-cost,2020,4,14,3,Fri
2020-04-04,0,Low-cost,2020,4,14,4,Sat
2020-04-05,0,Low-cost,2020,4,14,5,Sun
2020-04-06,0,Low-cost,2020,4,15,6,Mon
2020-04-07,0,Low-cost,2020,4,15,7,Tue
2020-04-08,0,Low-cost,2020,4,15,8,Wed
2020-04-09,0,Low-cost,2020,4,15,9,Thu
2020-04-10,0,Low-cost,2020,4,15,10,Fri
2020-04-11,0,Low-cost,2020,4,15,11,Sat
2020-04-12,0,Low-cost,2020,4,15,12,Sun
2020-04-13,0,Low-cost,2020,4,16,13,Mon
2020-04-14,0,Low-cost,2020,4,16,14,Tue
2020-04-15,0,Low-cost,2020,4,16,15,Wed
2020-04-16,0,Low-cost,2020,4,16,16,Thu
2020-04-17,0,Low-cost,2020,4,16,17,Fri
2020-04-18,0,Low-cost,2020,4,16,18,Sat
2020-04-19,0,Low-cost,2020,4,16,19,Sun
2020-04-20,0,Low-cost,2020,4,17,20,Mon
2020-04-21,0,Low-cost,2020,4,17,21,Tue
2020-04-22,0,Low-cost,2020,4,17,22,Wed
2020-04-23,0,Low-cost,2020,4,17,23,Thu
2020-04-24,0,Low-cost,2020,4,17,24,Fri
2020-04-25,0,Low-cost,2020,4,17,25,Sat
2020-04-26,0,Low-cost,2020,4,17,26,Sun
2020-04-27,0,Low-cost,2020,4,18,27,Mon
2020-04-28,0,Low-cost,2020,4,18,28,Tue
2020-04-29,0,Low-cost,2020,4,18,29,Wed
2020-04-30,0,Low-cost,2020,4,18,30,Thu
2020-05-01,0,Low-cost,2020,5,18,1,Fri
2020-05-02,0,Low-cost,2020,5,18,2,Sat
2020-05-03,0,Low-cost,2020,5,18,3,Sun
2020-05-04,0,Low-cost,2020,5,19,4,Mon
2020-05-05,0,Low-cost,2020,5,19,5,Tue
2020-05-06,0,Low-cost,2020,5,19,6,Wed
2020-05-07,0,Low-cost,2020,5,19,7,Thu
2020-05-08,0,Low-cost,2020,5,19,8,Fri
2020-05-09,0,Low-cost,2020,5,19,9,Sat
2020-05-10,0,Low-cost,2020,5,19,10,Sun
2020-05-11,0,Low-cost,2020,5,20,11,Mon
2020-05-12,0,Low-cost,2020,5,20,12,Tue
2020-05-13,0,Low-cost,2020,5,20,13,Wed
2020-05-14,0,Low-cost,2020,5,20,14,Thu
2020-05-15,0,Low-cost,2020,5,20,15,Fri
2020-05-16,0,Low-cost,2020,5,20,16,Sat
2020-05-17,0,Low-cost,2020,5,20,17,Sun
2020-05-18,0,Low-cost,2020,5,21,18,Mon
2020-05-19,0,Low-cost,2020,5,21,19,Tue
2020-05-20,0,Low-cost,2020,5,21,20,Wed
2020-05-21,0,Low-cost,2020,5,21,21,Thu
2020-05-22,0,Low-cost,2020,5,21,22,Fri
2020-05-23,0,Low-cost,2020,5,21,23,Sat
2020-05-24,0,Low-cost,2020,5,21,24,Sun
2020-05-25,0,Low-cost,2020,5,22,25,Mon
2020-05-26,0,Low-cost,2020,5,22,26,Tue
2020-05-27,0,Low-cost,2020,5,22,27,Wed
2020-05-28,0,Low-cost,2020,5,22,28,Thu
2020-05-29,0,Low-cost,2020,5,22,29,Fri
2020-05-30,0,Low-cost,2020,5,22,30,Sat
2020-05-31,0,Low-cost,2020,5,22,31,Sun
2020-06-01,0,Low-cost,2020,6,23,1,Mon
2020-06-02,0,Low-cost,2020,6,23,2,Tue
2020-06-03,0,Low-cost,2020,6,23,3,Wed
2020-06-04,0,Low-cost,2020,6,23,4,Thu
2020-06-05,0,Low-cost,2020,6,23,5,Fri
2020-06-06,0,Low-cost,2020,6,23,6,Sat
2020-06-07,0,Low-cost,2020,6,23,7,Sun
2020-06-08,0,Low-cost,2020,6,24,8,Mon
2020-06-09,0,Low-cost,2020,6,24,9,Tue
2020-06-10,0,Low-cost,2020,6,24,10,Wed
2020-06-11,0,Low-cost,2020,6,24,11,Thu
2020-06-12,0,Low-cost,2020,6,24,12,Fri
2020-06-13,0,Low-cost,2020,6,24,13,Sat
2020-06-14,0,Low-cost,2020,6,24,14,Sun
2020-06-15,0,Low-cost,2020,6,25,15,Mon
2020-06-16,0,Low-cost,2020,6,25,16,Tue
2020-06-17,0,Low-cost,2020,6,25,17,Wed
2020-06-18,0,Low-cost,2020,6,25,18,Thu
2020-06-19,0,Low-cost,2020,6,25,19,Fri
2020-06-20,0,Low-cost,2020,6,25,20,Sat
2020-06-21,0,Low-cost,2020,6,25,21,Sun
2020-06-22,0,Low-cost,2020,6,26,22,Mon
2020-06-23,0,Low-cost,2020,6,26,23,Tue
2020-06-24,0,Low-cost,2020,6,26,24,Wed
2020-06-25,0,Low-cost,2020,6,26,25,Thu
2020-06-26,0,Low-cost,2020,6,26,26,Fri
2020-06-27,0,Low-cost,2020,6,26,27,Sat
2020-06-28,0,Low-cost,2020,6,26,28,Sun
2020-06-29,0,Low-cost,2020,6,27,29,Mon
2020-06-30,0,Low-cost,2020,6,27,30,Tue
2020-07-01,0,Low-cost,2020,7,27,1,Wed
2020-07-02,0,Low-cost,2020,7,27,2,Thu
2020-07-03,0,Low-cost,2020,7,27,3,Fri
2020-07-04,0,Low-cost,2020,7,27,4,Sat
2020-07-05,0,Low-cost,2020,7,27,5,Sun
2020-07-06,0,Low-cost,2020,7,28,6,Mon
2020-07-07,0,Low-cost,2020,7,28,7,Tue
2020-07-08,0,Low-cost,2020,7,28,8,Wed
2020-07-09,0,Low-cost,2020,7,28,9,Thu
2020-07-10,0,Low-cost,2020,7,28,10,Fri
2020-07-11,0,Low-cost,2020,7,28,11,Sat
2020-07-12,0,Low-cost,2020,7,28,12,Sun
2020-07-13,0,Low-cost,2020,7,29,13,Mon
2020-07-14,0,Low-cost,2020,7,29,14,Tue
2020-07-15,0,Low-cost,2020,7,29,15,Wed
2020-07-16,0,Low-cost,2020,7,29,16,Thu
2020-07-17,0,Low-cost,2020,7,29,17,Fri
2020-07-18,0,Low-cost,2020,7,29,18,Sat
2020-07-19,0,Low-cost,2020,7,29,19,Sun
2020-07-20,0,Low-cost,2020,7,30,20,Mon
2020-07-21,0,Low-cost,2020,7,30,21,Tue
2020-07-22,0,Low-cost,2020,7,30,22,Wed
2020-07-23,0,Low-cost,2020,7,30,23,Thu
2020-07-24,0,Low-cost,2020,7,30,24,Fri
2020-07-25,0,Low-cost,2020,7,30,25,Sat
2020-07-26,0,Low-cost,2020,7,30,26,Sun
2020-07-27,0,Low-cost,2020,7,31,27,Mon
2020-07-28,0,Low-cost,2020,7,31,28,Tue
2020-07-29,0,Low-cost,2020,7,31,29,Wed
2020-07-30,0,Low-cost,2020,7,31,30,Thu
2020-07-31,0,Low-cost,2020,7,31,31,Fri
2020-08-01,0,Low-cost,2020,8,31,1,Sat
2020-08-02,0,Low-cost,2020,8,31,2,Sun
2020-08-03,0,Low-cost,2020,8,32,3,Mon
2020-08-04,0,Low-cost,2020,8,32,4,Tue
2020-08-05,0,Low-cost,2020,8,32,5,Wed
2020-08-06,0,Low-cost,2020,8,32,6,Thu
2020-08-07,0,Low-cost,2020,8,32,7,Fri
2020-08-08,0,Low-cost,2020,8,32,8,Sat
2020-08-09,0,Low-cost,2020,8,32,9,Sun
2020-08-10,0,Low-cost,2020,8,33,10,Mon
2020-08-11,0,Low-cost,2020,8,33,11,Tue
2020-08-12,0,Low-cost,2020,8,33,12,Wed
2020-08-13,0,Low-cost,2020,8,33,13,Thu
2020-08-14,0,Low-cost,2020,8,33,14,Fri
2020-08-15,0,Low-cost,2020,8,33,15,Sat
2020-08-16,0,Low-cost,2020,8,33,16,Sun
2020-08-17,0,Low-cost,2020,8,34,17,Mon
2020-08-18,0,Low-cost,2020,8,34,18,Tue
2020-08-19,0,Low-cost,2020,8,34,19,Wed
2020-08-20,0,Low-cost,2020,8,34,20,Thu
2020-08-21,0,Low-cost,2020,8,34,21,Fri
2020-08-22,0,Low-cost,2020,8,34,22,Sat
2020-08-23,0,Low-cost,2020,8,34,23,Sun
2020-08-24,0,Low-cost,2020,8,35,24,Mon
2020-08-25,0,Low-cost,2020,8,35,25,Tue
2020-08-26,0,Low-cost,2020,8,35,26,Wed
2020-08-27,0,Low-cost,2020,8,35,27,Thu
2020-08-28,0,Low-cost,2020,8,35,28,Fri
2020-08-29,0,Low-cost,2020,8,35,29,Sat
2020-08-30,0,Low-cost,2020,8,35,30,Sun
2020-08-31,0,Low-cost,2020,8,36,31,Mon
2020-09-01,0,Low-cost,2020,9,36,1,Tue
2020-09-02,0,Low-cost,2020,9,36,2,Wed
2020-09-03,0,Low-cost,2020,9,36,3,Thu
2020-09-04,0,Low-cost,2020,9,36,4,Fri
2020-09-05,0,Low-cost,2020,9,36,5,Sat
2020-09-06,0,Low-cost,2020,9,36,6,Sun
2020-09-07,0,Low-cost,2020,9,37,7,Mon
2020-09-08,0,Low-cost,2020,9,37,8,Tue
2020-09-09,0,Low-cost,2020,9,37,9,Wed
2020-09-10,0,Low-cost,2020,9,37,10,Thu
2020-09-11,0,Low-cost,2020,9,37,11,Fri
2020-09-12,0,Low-cost,2020,9,37,12,Sat
2020-09-13,0,Low-cost,2020,9,37,13,Sun
2020-09-14,0,Low-cost,2020,9,38,14,Mon
2020-09-15,0,Low-cost,2020,9,38,15,Tue
2020-09-16,0,Low-cost,2020,9,38,16,Wed
2020-09-17,0,Low-cost,2020,9,38,17,Thu
2020-09-18,0,Low-cost,2020,9,38,18,Fri
2020-09-19,0,Low-cost,2020,9,38,19,Sat
2020-09-20,0,Low-cost,2020,9,38,20,Sun
2020-09-21,0,Low-cost,2020,9,39,21,Mon
2020-09-22,0,Low-cost,2020,9,39,22,Tue
2020-09-23,0,Low-cost,2020,9,39,23,Wed
2020-09-24,0,Low-cost,2020,9,39,24,Thu
2020-09-25,0,Low-cost,2020,9,39,25,Fri
2020-09-26,0,Low-cost,2020,9,39,26,Sat
2020-09-27,0,Low-cost,2020,9,39,27,Sun
2020-09-28,0,Low-cost,2020,9,40,28,Mon
2020-09-29,0,Low-cost,2020,9,40,29,Tue
2020-09-30,0,Low-cost,2020,9,40,30,Wed
2020-10-01,0,Low-cost,2020,10,40,1,Thu
2020-10-02,0,Low-cost,2020,10,40,2,Fri
2020-10-03,0,Low-cost,2020,10,40,3,Sat
2020-10-04,0,Low-cost,2020,10,40,4,Sun
2020-10-05,0,Low-cost,2020,10,41,5,Mon
2020-10-06,0,Low-cost,2020,10,41,6,Tue
2020-10-07,0,Low-cost,2020,10,41,7,Wed
2020-10-08,0,Low-cost,2020,10,41,8,Thu
2020-10-09,0,Low-cost,2020,10,41,9,Fri
2020-10-10,0,Low-cost,2020,10,41,10,Sat
2020-10-11,0,Low-cost,2020,10,41,11,Sun
2020-10-12,0,Low-cost,2020,10,42,12,Mon
2020-10-13,0,Low-cost,2020,10,42,13,Tue
2020-10-14,0,Low-cost,2020,10,42,14,Wed
2020-10-15,0,Low-cost,2020,10,42,15,Thu
2020-10-16,0,Low-cost,2020,10,42,16,Fri
2020-10-17,0,Low-cost,2020,10,42,17,Sat
2020-10-18,0,Low-cost,2020,10,42,18,Sun
2020-10-19,0,Low-cost,2020,10,43,19,Mon
2020-10-20,0,Low-cost,2020,10,43,20,Tue
2020-10-21,0,Low-cost,2020,10,43,21,Wed
2020-10-22,0,Low-cost,2020,10,43,22,Thu
2020-10-23,0,Low-cost,2020,10,43,23,Fri
2020-10-24,0,Low-cost,2020,10,43,24,Sat
2020-10-25,0,Low-cost,2020,10,43,25,Sun
2020-10-26,0,Low-cost,2020,10,44,26,Mon
2020-10-27,0,Low-cost,2020,10,44,27,Tue
2020-10-28,0,Low-cost,2020,10,44,28,Wed
2020-10-29,0,Low-cost,2020,10,44,29,Thu
2020-10-30,0,Low-cost,2020,10,44,30,Fri
2020-10-31,0,Low-cost,2020,10,44,31,Sat
2020-11-01,0,Low-cost,2020,11,44,1,Sun
2020-11-02,0,Low-cost,2020,11,45,2,Mon
2020-11-03,0,Low-cost,2020,11,45,3,Tue
2020-11-04,0,Low-cost,2020,11,45,4,Wed
2020-11-05,0,Low-cost,2020,11,45,5,Thu
2020-11-06,0,Low-cost,2020,11,45,6,Fri
2020-11-07,0,Low-cost,2020,11,45,7,Sat
2020-11-08,0,Low-cost,2020,11,45,8,Sun
2020-11-09,0,Low-cost,2020,11,46,9,Mon
2020-11-10,0,Low-cost,2020,11,46,10,Tue
2020-11-11,0,Low-cost,2020,11,46,11,Wed
2020-11-12,0,Low-cost,2020,11,46,12,Thu
2020-11-13,0,Low-cost,2020,11,46,13,Fri
2020-11-14,0,Low-cost,2020,11,46,14,Sat
2020-11-15,0,Low-cost,2020,11,46,15,Sun
2020-11-16,0,Low-cost,2020,11,47,16,Mon
2020-11-17,0,Low-cost,2020,11,47,17,Tue
2020-11-18,0,Low-cost,2020,11,47,18,Wed
2020-11-19,0,Low-cost,2020,11,47,19,Thu
2020-11-20,0,Low-cost,2020,11,47,20,Fri
2020-11-21,0,Low-cost,2020,11,47,21,Sat
2020-11-22,0,Low-cost,2020,11,47,22,Sun
2020-11-23,0,Low-cost,2020,11,48,23,Mon
2020-11-24,0,Low-cost,2020,11,48,24,Tue
2020-11-25,0,Low-cost,2020,11,48,25,Wed
2020-11-26,0,Low-cost,2020,11,48,26,Thu
2020-11-27,0,Low-cost,2020,11,48,27,Fri
2020-11-28,0,Low-cost,2020,11,48,28,Sat
2020-11-29,0,Low-cost,2020,11,48,29,Sun
2020-11-30,0,Low-cost,2020,11,49,30,Mon
2020-12-01,0,Low-cost,2020,12,49,1,Tue
2020-12-02,0,Low-cost,2020,12,49,2,Wed
2020-12-03,0,Low-cost,2020,12,49,3,Thu
2020-12-04,0,Low-cost,2020,12,49,4,Fri
2020-12-05,0,Low-cost,2020,12,49,5,Sat
2020-12-06,0,Low-cost,2020,12,49,6,Sun
2020-12-07,0,Low-cost,2020,12,50,7,Mon
2020-12-08,0,Low-cost,2020,12,50,8,Tue
2020-12-09,0,Low-cost,2020,12,50,9,Wed
2020-12-10,0,Low-cost,2020,12,50,10,Thu
2020-12-11,0,Low-cost,2020,12,50,11,Fri
2020-12-12,0,Low-cost,2020,12,50,12,Sat
2020-12-13,0,Low-cost,2020,12,50,13,Sun
2020-12-14,0,Low-cost,2020,12,51,14,Mon
2020-12-15,0,Low-cost,2020,12,51,15,Tue
2020-12-16,0,Low-cost,2020,12,51,16,Wed
2020-12-17,0,Low-cost,2020,12,51,17,Thu
2020-12-18,0,Low-cost,2020,12,51,18,Fri
2020-12-19,0,Low-cost,2020,12,51,19,Sat
2020-12-20,0,Low-cost,2020,12,51,20,Sun
2020-12-21,0,Low-cost,2020,12,52,21,Mon
2020-12-22,0,Low-cost,2020,12,52,22,Tue
2020-12-23,0,Low-cost,2020,12,52,23,Wed
2020-12-24,0,Low-cost,2020,12,52,24,Thu
2020-12-25,0,Low-cost,2020,12,52,25,Fri
2020-12-26,0,Low-cost,2020,12,52,26,Sat
2020-12-27,0,Low-cost,2020,12,52,27,Sun
2020-12-28,0,Low-cost,2020,12,53,28,Mon
2020-12-29,0,Low-cost,2020,12,53,29,Tue
2020-12-30,0,Low-cost,2020,12,53,30,Wed
2020-12-31,0,Low-cost,2020,12,53,31,Thu
2021-01-01,291,Low-cost,2021,1,53,1,Fri
2021-01-02,349,Low-cost,2021,1,53,2,Sat
2021-01-03,372,Low-cost,2021,1,53,3,Sun
2021-01-04,348,Low-cost,2021,1,1,4,Mon
2021-01-05,310,Low-cost,2021,1,1,5,Tue
2021-01-06,222,Low-cost,2021,1,1,6,Wed
2021-01-07,257,Low-cost,2021,1,1,7,Thu
2021-01-08,261,Low-cost,2021,1,1,8,Fri
2021-01-09,199,Low-cost,2021,1,1,9,Sat
2021-01-10,271,Low-cost,2021,1,1,10,Sun
2021-01-11,254,Low-cost,2021,1,2,11,Mon
2021-01-12,191,Low-cost,2021,1,2,12,Tue
2021-01-13,196,Low-cost,2021,1,2,13,Wed
2021-01-14,260,Low-cost,2021,1,2,14,Thu
2021-01-15,271,Low-cost,2021,1,2,15,Fri
2021-01-16,194,Low-cost,2021,1,2,16,Sat
2021-01-17,269,Low-cost,2021,1,2,17,Sun
2021-01-18,273,Low-cost,2021,1,3,18,Mon
2021-01-19,196,Low-cost,2021,1,3,19,Tue
2021-01-20,192,Low-cost,2021,1,3,20,Wed
2021-01-21,266,Low-cost,2021,1,3,21,Thu
2021-01-22,266,Low-cost,2021,1,3,22,Fri
2021-01-23,197,Low-cost,2021,1,3,23,Sat
2021-01-24,269,Low-cost,2021,1,3,24,Sun
2021-01-25,262,Low-cost,2021,1,4,25,Mon
2021-01-26,190,Low-cost,2021,1,4,26,Tue
2021-01-27,191,Low-cost,2021,1,4,27,Wed
2021-01-28,261,Low-cost,2021,1,4,28,Thu
2021-01-29,263,Low-cost,2021,1,4,29,Fri
2021-01-30,195,Low-cost,2021,1,4,30,Sat
