Flight Count,Year,Month,Week,Day,Day of Week,Holiday
3088,2019,3,11,12,Tue,
3098,2019,3,11,13,Wed,
3185,2019,3,11,14,Thu,
3178,2019,3,11,15,Fri,
2610,2019,3,11,16,Sat,
3025,2019,3,11,17,Sun,
3149,2019,3,12,18,Mon,
3079,2019,3,12,19,Tue,
3084,2019,3,12,20,Wed,
3134,2019,3,12,21,Thu,
3132,2019,3,12,22,Fri,
2566,2019,3,12,23,Sat,
2986,2019,3,12,24,Sun,
3129,2019,3,13,25,Mon,
3059,2019,3,13,26,Tue,
3071,2019,3,13,27,Wed,
3145,2019,3,13,28,Thu,
3143,2019,3,13,29,Fri,
2579,2019,3,13,30,Sat,
3008,2019,3,13,31,Sun,
3130,2019,4,14,1,Mon,
3034,2019,4,14,2,Tue,
3065,2019,4,14,3,Wed,
3151,2019,4,14,4,Thu,
3152,2019,4,14,5,Fri,
2529,2019,4,14,6,Sat,
3024,2019,4,14,7,Sun,
3147,2019,4,15,8,Mon,
3040,2019,4,15,9,Tue,
3070,2019,4,15,10,Wed,
3146,2019,4,15,11,Thu,
3150,2019,4,15,12,Fri,
2531,2019,4,15,13,Sat,
3014,2019,4,15,14,Sun,
3151,2019,4,16,15,Mon,
3040,2019,4,16,16,Tue,
3062,2019,4,16,17,Wed,
3155,2019,4,16,18,Thu,
3149,2019,4,16,19,Fri,
2456,2019,4,16,20,Sat,
2930,2019,4,16,21,Sun,
3152,2019,4,17,22,Mon,
3044,2019,4,17,23,Tue,
3068,2019,4,17,24,Wed,
3149,2019,4,17,25,Thu,
3152,2019,4,17,26,Fri,
2512,2019,4,17,27,Sat,
3014,2019,4,17,28,Sun,
3147,2019,4,18,29,Mon,
3061,2019,4,18,30,Tue,
3094,2019,5,18,1,Wed,
3185,2019,5,18,2,Thu,
3226,2019,5,18,3,Fri,
2602,2019,5,18,4,Sat,
3100,2019,5,18,5,Sun,
3245,2019,5,19,6,Mon,
3159,2019,5,19,7,Tue,
3184,2019,5,19,8,Wed,
3254,2019,5,19,9,Thu,
3245,2019,5,19,10,Fri,
2564,2019,5,19,11,Sat,
3064,2019,5,19,12,Sun,
3251,2019,5,20,13,Mon,
3166,2019,5,20,14,Tue,
3179,2019,5,20,15,Wed,
3254,2019,5,20,16,Thu,
3247,2019,5,20,17,Fri,
2608,2019,5,20,18,Sat,
3115,2019,5,20,19,Sun,
3253,2019,5,21,20,Mon,
3170,2019,5,21,21,Tue,
3195,2019,5,21,22,Wed,
3264,2019,5,21,23,Thu,
3256,2019,5,21,24,Fri,
2481,2019,5,21,25,Sat,
2567,2019,5,21,26,Sun,
3086,2019,5,22,27,Mon,Memorial Day
3182,2019,5,22,28,Tue,
3192,2019,5,22,29,Wed,
3264,2019,5,22,30,Thu,
3259,2019,5,22,31,Fri,
2621,2019,6,22,1,Sat,
3126,2019,6,22,2,Sun,
3258,2019,6,23,3,Mon,
3180,2019,6,23,4,Tue,
3193,2019,6,23,5,Wed,
3294,2019,6,23,6,Thu,
3281,2019,6,23,7,Fri,
2741,2019,6,23,8,Sat,
3180,2019,6,23,9,Sun,
3307,2019,6,24,10,Mon,
3256,2019,6,24,11,Tue,
3275,2019,6,24,12,Wed,
3306,2019,6,24,13,Thu,
3305,2019,6,24,14,Fri,
2755,2019,6,24,15,Sat,
3178,2019,6,24,16,Sun,
3311,2019,6,25,17,Mon,
3260,2019,6,25,18,Tue,
3272,2019,6,25,19,Wed,
3322,2019,6,25,20,Thu,
3316,2019,6,25,21,Fri,
2765,2019,6,25,22,Sat,
3189,2019,6,25,23,Sun,
3320,2019,6,26,24,Mon,
3267,2019,6,26,25,Tue,
3280,2019,6,26,26,Wed,
3321,2019,6,26,27,Thu,
3321,2019,6,26,28,Fri,
2780,2019,6,26,29,Sat,
3038,2019,6,26,30,Sun,
3043,2019,7,27,1,Mon,
2987,2019,7,27,2,Tue,
2903,2019,7,27,3,Wed,
2521,2019,7,27,4,Thu,Independence Day
2640,2019,7,27,5,Fri,
2756,2019,7,27,6,Sat,
3220,2019,7,27,7,Sun,
3343,2019,7,28,8,Mon,
3316,2019,7,28,9,Tue,
3321,2019,7,28,10,Wed,
3344,2019,7,28,11,Thu,
3343,2019,7,28,12,Fri,
2794,2019,7,28,13,Sat,
3221,2019,7,28,14,Sun,
3352,2019,7,29,15,Mon,
3318,2019,7,29,16,Tue,
3327,2019,7,29,17,Wed,
3348,2019,7,29,18,Thu,
3350,2019,7,29,19,Fri,
2798,2019,7,29,20,Sat,
3223,2019,7,29,21,Sun,
3350,2019,7,30,22,Mon,
3322,2019,7,30,23,Tue,
3327,2019,7,30,24,Wed,
3355,2019,7,30,25,Thu,
3349,2019,7,30,26,Fri,
2793,2019,7,30,27,Sat,
3217,2019,7,30,28,Sun,
3349,2019,7,31,29,Mon,
3320,2019,7,31,30,Tue,
3327,2019,7,31,31,Wed,
3341,2019,8,31,1,Thu,
3335,2019,8,31,2,Fri,
2791,2019,8,31,3,Sat,
3214,2019,8,31,4,Sun,
3337,2019,8,32,5,Mon,
3311,2019,8,32,6,Tue,
3314,2019,8,32,7,Wed,
3345,2019,8,32,8,Thu,
3344,2019,8,32,9,Fri,
2773,2019,8,32,10,Sat,
3200,2019,8,32,11,Sun,
3311,2019,8,33,12,Mon,
3275,2019,8,33,13,Tue,
3274,2019,8,33,14,Wed,
3316,2019,8,33,15,Thu,
3316,2019,8,33,16,Fri,
2743,2019,8,33,17,Sat,
3173,2019,8,33,18,Sun,
3287,2019,8,34,19,Mon,
3184,2019,8,34,20,Tue,
3209,2019,8,34,21,Wed,
3291,2019,8,34,22,Thu,
3290,2019,8,34,23,Fri,
2679,2019,8,34,24,Sat,
3120,2019,8,34,25,Sun,
3286,2019,8,35,26,Mon,
3198,2019,8,35,27,Tue,
3213,2019,8,35,28,Wed,
3286,2019,8,35,29,Thu,
3283,2019,8,35,30,Fri,
2406,2019,8,35,31,Sat,
2499,2019,9,35,1,Sun,
3077,2019,9,36,2,Mon,Labor Day
3075,2019,9,36,3,Tue,
3009,2019,9,36,4,Wed,
3081,2019,9,36,5,Thu,
3085,2019,9,36,6,Fri,
2477,2019,9,36,7,Sat,
3080,2019,9,36,8,Sun,
3217,2019,9,37,9,Mon,
3088,2019,9,37,10,Tue,
3110,2019,9,37,11,Wed,
3234,2019,9,37,12,Thu,
3225,2019,9,37,13,Fri,
2529,2019,9,37,14,Sat,
3090,2019,9,37,15,Sun,
3234,2019,9,38,16,Mon,
3093,2019,9,38,17,Tue,
3116,2019,9,38,18,Wed,
3236,2019,9,38,19,Thu,
3223,2019,9,38,20,Fri,
2534,2019,9,38,21,Sat,
3101,2019,9,38,22,Sun,
3230,2019,9,39,23,Mon,
3091,2019,9,39,24,Tue,
3113,2019,9,39,25,Wed,
3243,2019,9,39,26,Thu,
3221,2019,9,39,27,Fri,
2528,2019,9,39,28,Sat,
3094,2019,9,39,29,Sun,
3229,2019,9,40,30,Mon,
3105,2019,10,40,1,Tue,
3130,2019,10,40,2,Wed,
3247,2019,10,40,3,Thu,
3247,2019,10,40,4,Fri,
2574,2019,10,40,5,Sat,
3125,2019,10,40,6,Sun,
3250,2019,10,41,7,Mon,
3144,2019,10,41,8,Tue,
3154,2019,10,41,9,Wed,
3272,2019,10,41,10,Thu,
3235,2019,10,41,11,Fri,
2569,2019,10,41,12,Sat,
3120,2019,10,41,13,Sun,
3252,2019,10,42,14,Mon,Columbus Day
3145,2019,10,42,15,Tue,
3153,2019,10,42,16,Wed,
3269,2019,10,42,17,Thu,
3242,2019,10,42,18,Fri,
2568,2019,10,42,19,Sat,
3128,2019,10,42,20,Sun,
3252,2019,10,43,21,Mon,
3146,2019,10,43,22,Tue,
3150,2019,10,43,23,Wed,
3271,2019,10,43,24,Thu,
3240,2019,10,43,25,Fri,
2540,2019,10,43,26,Sat,
3008,2019,10,43,27,Sun,
3056,2019,10,44,28,Mon,
2964,2019,10,44,29,Tue,
2922,2019,10,44,30,Wed,
2674,2019,10,44,31,Thu,
2953,2019,11,44,1,Fri,
2462,2019,11,44,2,Sat,
3050,2019,11,44,3,Sun,
3149,2019,11,45,4,Mon,
2964,2019,11,45,5,Tue,
3020,2019,11,45,6,Wed,
3205,2019,11,45,7,Thu,
3188,2019,11,45,8,Fri,
2479,2019,11,45,9,Sat,
3092,2019,11,45,10,Sun,
3184,2019,11,46,11,Mon,Veterans Day
3068,2019,11,46,12,Tue,
3080,2019,11,46,13,Wed,
3186,2019,11,46,14,Thu,
3189,2019,11,46,15,Fri,
2485,2019,11,46,16,Sat,
3088,2019,11,46,17,Sun,
3193,2019,11,47,18,Mon,
3104,2019,11,47,19,Tue,
3126,2019,11,47,20,Wed,
3167,2019,11,47,21,Thu,
3184,2019,11,47,22,Fri,
2691,2019,11,47,23,Sat,
2976,2019,11,47,24,Sun,
2983,2019,11,48,25,Mon,
3084,2019,11,48,26,Tue,
3206,2019,11,48,27,Wed,
1868,2019,11,48,28,Thu,Thanksgiving
2270,2019,11,48,29,Fri,
3125,2019,11,48,30,Sat,
3429,2019,12,48,1,Sun,
3258,2019,12,49,2,Mon,
3046,2019,12,49,3,Tue,
2949,2019,12,49,4,Wed,
3107,2019,12,49,5,Thu,
3115,2019,12,49,6,Fri,
2358,2019,12,49,7,Sat,
2973,2019,12,49,8,Sun,
3045,2019,12,50,9,Mon,
2884,2019,12,50,10,Tue,
2949,2019,12,50,11,Wed,
3120,2019,12,50,12,Thu,
3119,2019,12,50,13,Fri,
2364,2019,12,50,14,Sat,
2976,2019,12,50,15,Sun,
3052,2019,12,51,16,Mon,
2870,2019,12,51,17,Tue,
2994,2019,12,51,18,Wed,
3072,2019,12,51,19,Thu,
3070,2019,12,51,20,Fri,
2802,2019,12,51,21,Sat,
2959,2019,12,51,22,Sun,
2978,2019,12,52,23,Mon,
2438,2019,12,52,24,Tue,
2402,2019,12,52,25,Wed,Christmas Day
2976,2019,12,52,26,Thu,
2987,2019,12,52,27,Fri,
2776,2019,12,52,28,Sat,
2951,2019,12,52,29,Sun,
2976,2019,12,1,30,Mon,
2506,2019,12,1,31,Tue,
0,2020,1,1,1,Wed,New Year's Day
0,2020,1,1,2,Thu,
0,2020,1,1,3,Fri,
0,2020,1,1,4,Sat,
0,2020,1,1,5,Sun,
0,2020,1,2,6,Mon,
0,2020,1,2,7,Tue,
0,2020,1,2,8,Wed,
0,2020,1,2,9,Thu,
0,2020,1,2,10,Fri,
0,2020,1,2,11,Sat,
0,2020,1,2,12,Sun,
0,2020,1,3,13,Mon,
0,2020,1,3,14,Tue,
0,2020,1,3,15,Wed,
0,2020,1,3,16,Thu,
0,2020,1,3,17,Fri,
0,2020,1,3,18,Sat,
0,2020,1,3,19,Sun,
0,2020,1,4,20,Mon,Martin Luther King Jr. Day
0,2020,1,4,21,Tue,
0,2020,1,4,22,Wed,
0,2020,1,4,23,Thu,
0,2020,1,4,24,Fri,
0,2020,1,4,25,Sat,
0,2020,1,4,26,Sun,
0,2020,1,5,27,Mon,
0,2020,1,5,28,Tue,
0,2020,1,5,29,Wed,
0,2020,1,5,30,Thu,
0,2020,1,5,31,Fri,
0,2020,2,5,1,Sat,
0,2020,2,5,2,Sun,
0,2020,2,6,3,Mon,
0,2020,2,6,4,Tue,
0,2020,2,6,5,Wed,
0,2020,2,6,6,Thu,
0,2020,2,6,7,Fri,
0,2020,2,6,8,Sat,
0,2020,2,6,9,Sun,
0,2020,2,7,10,Mon,
0,2020,2,7,11,Tue,
0,2020,2,7,12,Wed,
0,2020,2,7,13,Thu,
0,2020,2,7,14,Fri,
0,2020,2,7,15,Sat,
0,2020,2,7,16,Sun,
0,2020,2,8,17,Mon,Washington's Birthday
0,2020,2,8,18,Tue,
0,2020,2,8,19,Wed,
0,2020,2,8,20,Thu,
0,2020,2,8,21,Fri,
0,2020,2,8,22,Sat,
0,2020,2,8,23,Sun,
0,2020,2,9,24,Mon,
0,2020,2,9,25,Tue,
0,2020,2,9,26,Wed,
0,2020,2,9,27,Thu,
0,2020,2,9,28,Fri,
0,2020,2,9,29,Sat,
0,2020,3,9,1,Sun,
0,2020,3,10,2,Mon,
0,2020,3,10,3,Tue,
0,2020,3,10,4,Wed,
0,2020,3,10,5,Thu,
0,2020,3,10,6,Fri,
0,2020,3,10,7,Sat,
0,2020,3,10,8,Sun,
0,2020,3,11,9,Mon,
0,2020,3,11,10,Tue,
0,2020,3,11,11,Wed,
0,2020,3,11,12,Thu,
0,2020,3,11,13,Fri,
0,2020,3,11,14,Sat,
0,2020,3,11,15,Sun,
0,2020,3,12,16,Mon,
0,2020,3,12,17,Tue,
0,2020,3,12,18,Wed,
0,2020,3,12,19,Thu,
0,2020,3,12,20,Fri,
0,2020,3,12,21,Sat,
0,2020,3,12,22,Sun,
0,2020,3,13,23,Mon,
0,2020,3,13,24,Tue,
0,2020,3,13,25,Wed,
0,2020,3,13,26,Thu,
0,2020,3,13,27,Fri,
0,2020,3,13,28,Sat,
0,2020,3,13,29,Sun,
0,2020,3,14,30,Mon,
0,2020,3,14,31,Tue,
0,2020,4,14,1,Wed,
0,2020,4,14,2,Thu,
0,2020,4,14,3,Fri,
0,2020,4,14,4,Sat,
0,2020,4,14,5,Sun,
0,2020,4,15,6,Mon,
0,2020,4,15,7,Tue,
0,2020,4,15,8,Wed,
0,2020,4,15,9,Thu,
0,2020,4,15,10,Fri,
0,2020,4,15,11,Sat,
0,2020,4,15,12,Sun,
0,2020,4,16,13,Mon,
0,2020,4,16,14,Tue,
0,2020,4,16,15,Wed,
0,2020,4,16,16,Thu,
0,2020,4,16,17,Fri,
0,2020,4,16,18,Sat,
0,2020,4,16,19,Sun,
0,2020,4,17,20,Mon,
0,2020,4,17,21,Tue,
0,2020,4,17,22,Wed,
0,2020,4,17,23,Thu,
0,2020,4,17,24,Fri,
0,2020,4,17,25,Sat,
0,2020,4,17,26,Sun,
0,2020,4,18,27,Mon,
0,2020,4,18,28,Tue,
0,2020,4,18,29,Wed,
0,2020,4,18,30,Thu,
0,2020,5,18,1,Fri,
0,2020,5,18,2,Sat,
0,2020,5,18,3,Sun,
0,2020,5,19,4,Mon,
0,2020,5,19,5,Tue,
0,2020,5,19,6,Wed,
0,2020,5,19,7,Thu,
0,2020,5,19,8,Fri,
0,2020,5,19,9,Sat,
0,2020,5,19,10,Sun,
0,2020,5,20,11,Mon,
0,2020,5,20,12,Tue,
0,2020,5,20,13,Wed,
0,2020,5,20,14,Thu,
0,2020,5,20,15,Fri,
0,2020,5,20,16,Sat,
0,2020,5,20,17,Sun,
0,2020,5,21,18,Mon,
0,2020,5,21,19,Tue,
0,2020,5,21,20,Wed,
0,2020,5,21,21,Thu,
0,2020,5,21,22,Fri,
0,2020,5,21,23,Sat,
0,2020,5,21,24,Sun,
0,2020,5,22,25,Mon,Memorial Day
0,2020,5,22,26,Tue,
0,2020,5,22,27,Wed,
0,2020,5,22,28,Thu,
0,2020,5,22,29,Fri,
0,2020,5,22,30,Sat,
0,2020,5,22,31,Sun,
0,2020,6,23,1,Mon,
0,2020,6,23,2,Tue,
0,2020,6,23,3,Wed,
0,2020,6,23,4,Thu,
0,2020,6,23,5,Fri,
0,2020,6,23,6,Sat,
0,2020,6,23,7,Sun,
0,2020,6,24,8,Mon,
0,2020,6,24,9,Tue,
0,2020,6,24,10,Wed,
0,2020,6,24,11,Thu,
0,2020,6,24,12,Fri,
0,2020,6,24,13,Sat,
0,2020,6,24,14,Sun,
0,2020,6,25,15,Mon,
0,2020,6,25,16,Tue,
0,2020,6,25,17,Wed,
0,2020,6,25,18,Thu,
0,2020,6,25,19,Fri,
0,2020,6,25,20,Sat,
0,2020,6,25,21,Sun,
0,2020,6,26,22,Mon,
0,2020,6,26,23,Tue,
0,2020,6,26,24,Wed,
0,2020,6,26,25,Thu,
0,2020,6,26,26,Fri,
0,2020,6,26,27,Sat,
0,2020,6,26,28,Sun,
0,2020,6,27,29,Mon,
0,2020,6,27,30,Tue,
0,2020,7,27,1,Wed,
0,2020,7,27,2,Thu,
0,2020,7,27,3,Fri,Independence Day (observed)
0,2020,7,27,4,Sat,Independence Day
0,2020,7,27,5,Sun,
0,2020,7,28,6,Mon,
0,2020,7,28,7,Tue,
0,2020,7,28,8,Wed,
0,2020,7,28,9,Thu,
0,2020,7,28,10,Fri,
0,2020,7,28,11,Sat,
0,2020,7,28,12,Sun,
0,2020,7,29,13,Mon,
0,2020,7,29,14,Tue,
0,2020,7,29,15,Wed,
0,2020,7,29,16,Thu,
0,2020,7,29,17,Fri,
0,2020,7,29,18,Sat,
0,2020,7,29,19,Sun,
0,2020,7,30,20,Mon,
0,2020,7,30,21,Tue,
0,2020,7,30,22,Wed,
0,2020,7,30,23,Thu,
0,2020,7,30,24,Fri,
0,2020,7,30,25,Sat,
0,2020,7,30,26,Sun,
0,2020,7,31,27,Mon,
0,2020,7,31,28,Tue,
0,2020,7,31,29,Wed,
0,2020,7,31,30,Thu,
0,2020,7,31,31,Fri,
0,2020,8,31,1,Sat,
0,2020,8,31,2,Sun,
0,2020,8,32,3,Mon,
0,2020,8,32,4,Tue,
0,2020,8,32,5,Wed,
0,2020,8,32,6,Thu,
0,2020,8,32,7,Fri,
0,2020,8,32,8,Sat,
0,2020,8,32,9,Sun,
0,2020,8,33,10,Mon,
0,2020,8,33,11,Tue,
0,2020,8,33,12,Wed,
0,2020,8,33,13,Thu,
0,2020,8,33,14,Fri,
0,2020,8,33,15,Sat,
0,2020,8,33,16,Sun,
0,2020,8,34,17,Mon,
0,2020,8,34,18,Tue,
0,2020,8,34,19,Wed,
0,2020,8,34,20,Thu,
0,2020,8,34,21,Fri,
0,2020,8,34,22,Sat,
0,2020,8,34,23,Sun,
0,2020,8,35,24,Mon,
0,2020,8,35,25,Tue,
0,2020,8,35,26,Wed,
0,2020,8,35,27,Thu,
0,2020,8,35,28,Fri,
0,2020,8,35,29,Sat,
0,2020,8,35,30,Sun,
0,2020,8,36,31,Mon,
0,2020,9,36,1,Tue,
0,2020,9,36,2,Wed,
0,2020,9,36,3,Thu,
0,2020,9,36,4,Fri,
0,2020,9,36,5,Sat,
0,2020,9,36,6,Sun,
0,2020,9,37,7,Mon,Labor Day
0,2020,9,37,8,Tue,
0,2020,9,37,9,Wed,
0,2020,9,37,10,Thu,
0,2020,9,37,11,Fri,
0,2020,9,37,12,Sat,
0,2020,9,37,13,Sun,
0,2020,9,38,14,Mon,
0,2020,9,38,15,Tue,
0,2020,9,38,16,Wed,
0,2020,9,38,17,Thu,
0,2020,9,38,18,Fri,
0,2020,9,38,19,Sat,
0,2020,9,38,20,Sun,
0,2020,9,39,21,Mon,
0,2020,9,39,22,Tue,
0,2020,9,39,23,Wed,
0,2020,9,39,24,Thu,
0,2020,9,39,25,Fri,
0,2020,9,39,26,Sat,
0,2020,9,39,27,Sun,
0,2020,9,40,28,Mon,
0,2020,9,40,29,Tue,
0,2020,9,40,30,Wed,
0,2020,10,40,1,Thu,
0,2020,10,40,2,Fri,
0,2020,10,40,3,Sat,
0,2020,10,40,4,Sun,
0,2020,10,41,5,Mon,
0,2020,10,41,6,Tue,
0,2020,10,41,7,Wed,
0,2020,10,41,8,Thu,
0,2020,10,41,9,Fri,
0,2020,10,41,10,Sat,
0,2020,10,41,11,Sun,
0,2020,10,42,12,Mon,Columbus Day
0,2020,10,42,13,Tue,
0,2020,10,42,14,Wed,
0,2020,10,42,15,Thu,
0,2020,10,42,16,Fri,
0,2020,10,42,17,Sat,
0,2020,10,42,18,Sun,
0,2020,10,43,19,Mon,
0,2020,10,43,20,Tue,
0,2020,10,43,21,Wed,
0,2020,10,43,22,Thu,
0,2020,10,43,23,Fri,
0,2020,10,43,24,Sat,
0,2020,10,43,25,Sun,
0,2020,10,44,26,Mon,
0,2020,10,44,27,Tue,
0,2020,10,44,28,Wed,
0,2020,10,44,29,Thu,
0,2020,10,44,30,Fri,
0,2020,10,44,31,Sat,
0,2020,11,44,1,Sun,
0,2020,11,45,2,Mon,
0,2020,11,45,3,Tue,
0,2020,11,45,4,Wed,
0,2020,11,45,5,Thu,
0,2020,11,45,6,Fri,
0,2020,11,45,7,Sat,
0,2020,11,45,8,Sun,
0,2020,11,46,9,Mon,
0,2020,11,46,10,Tue,
0,2020,11,46,11,Wed,Veterans Day
0,2020,11,46,12,Thu,
0,2020,11,46,13,Fri,
0,2020,11,46,14,Sat,
0,2020,11,46,15,Sun,
0,2020,11,47,16,Mon,
0,2020,11,47,17,Tue,
0,2020,11,47,18,Wed,
0,2020,11,47,19,Thu,
0,2020,11,47,20,Fri,
0,2020,11,47,21,Sat,
0,2020,11,47,22,Sun,
0,2020,11,48,23,Mon,
0,2020,11,48,24,Tue,
0,2020,11,48,25,Wed,
0,2020,11,48,26,Thu,Thanksgiving
0,2020,11,48,27,Fri,
0,2020,11,48,28,Sat,
0,2020,11,48,29,Sun,
0,2020,11,49,30,Mon,
0,2020,12,49,1,Tue,
0,2020,12,49,2,Wed,
0,2020,12,49,3,Thu,
0,2020,12,49,4,Fri,
0,2020,12,49,5,Sat,
0,2020,12,49,6,Sun,
0,2020,12,50,7,Mon,
0,2020,12,50,8,Tue,
0,2020,12,50,9,Wed,
0,2020,12,50,10,Thu,
0,2020,12,50,11,Fri,
0,2020,12,50,12,Sat,
0,2020,12,50,13,Sun,
0,2020,12,51,14,Mon,
0,2020,12,51,15,Tue,
0,2020,12,51,16,Wed,
0,2020,12,51,17,Thu,
0,2020,12,51,18,Fri,
0,2020,12,51,19,Sat,
0,2020,12,51,20,Sun,
0,2020,12,52,21,Mon,
0,2020,12,52,22,Tue,
0,2020,12,52,23,Wed,
0,2020,12,52,24,Thu,
0,2020,12,52,25,Fri,Christmas Day
0,2020,12,52,26,Sat,
0,2020,12,52,27,Sun,
0,2020,12,53,28,Mon,
0,2020,12,53,29,Tue,
0,2020,12,53,30,Wed,
0,2020,12,53,31,Thu,
1455,2021,1,53,1,Fri,New Year's Day
1738,2021,1,53,2,Sat,
1844,2021,1,53,3,Sun,
1789,2021,1,1,4,Mon,
1430,2021,1,1,5,Tue,
1356,2021,1,1,6,Wed,
1565,2021,1,1,7,Thu,
1601,2021,1,1,8,Fri,
1344,2021,1,1,9,Sat,
1602,2021,1,1,10,Sun,
1535,2021,1,2,11,Mon,
1306,2021,1,2,12,Tue,
1324,2021,1,2,13,Wed,
1568,2021,1,2,14,Thu,
1615,2021,1,2,15,Fri,
1332,2021,1,2,16,Sat,
1511,2021,1,2,17,Sun,
1546,2021,1,3,18,Mon,Martin Luther King Jr. Day
1318,2021,1,3,19,Tue,
1320,2021,1,3,20,Wed,
1575,2021,1,3,21,Thu,
1607,2021,1,3,22,Fri,
1341,2021,1,3,23,Sat,
1600,2021,1,3,24,Sun,
1541,2021,1,4,25,Mon,
1304,2021,1,4,26,Tue,
1319,2021,1,4,27,Wed,
1568,2021,1,4,28,Thu,
1603,2021,1,4,29,Fri,
1341,2021,1,4,30,Sat,
1614,2021,1,4,31,Sun,
1550,2021,2,5,1,Mon,
1322,2021,2,5,2,Tue,
1326,2021,2,5,3,Wed,
1580,2021,2,5,4,Thu,
1622,2021,2,5,5,Fri,
1352,2021,2,5,6,Sat,
1534,2021,2,5,7,Sun,
1556,2021,2,6,8,Mon,
1317,2021,2,6,9,Tue,
1339,2021,2,6,10,Wed,
1604,2021,2,6,11,Thu,
1662,2021,2,6,12,Fri,
1387,2021,2,6,13,Sat,
1518,2021,2,6,14,Sun,
1622,2021,2,7,15,Mon,Washington's Birthday
1369,2021,2,7,16,Tue,
1376,2021,2,7,17,Wed,
1630,2021,2,7,18,Thu,
1664,2021,2,7,19,Fri,
1406,2021,2,7,20,Sat,
1649,2021,2,7,21,Sun,
1612,2021,2,8,22,Mon,
1366,2021,2,8,23,Tue,
1375,2021,2,8,24,Wed,
1630,2021,2,8,25,Thu,
1665,2021,2,8,26,Fri,
1405,2021,2,8,27,Sat,
1652,2021,2,8,28,Sun,
1619,2021,3,9,1,Mon,
1420,2021,3,9,2,Tue,
1440,2021,3,9,3,Wed,
1850,2021,3,9,4,Thu,
1874,2021,3,9,5,Fri,
1659,2021,3,9,6,Sat,
1901,2021,3,9,7,Sun,
1894,2021,3,10,8,Mon,
1642,2021,3,10,9,Tue,
1690,2021,3,10,10,Wed,
1949,2021,3,10,11,Thu,
1963,2021,3,10,12,Fri,
1785,2021,3,10,13,Sat,
1959,2021,3,10,14,Sun,
1942,2021,3,11,15,Mon,
1734,2021,3,11,16,Tue,
1762,2021,3,11,17,Wed,
1961,2021,3,11,18,Thu,
1971,2021,3,11,19,Fri,
1802,2021,3,11,20,Sat,
1964,2021,3,11,21,Sun,
1943,2021,3,12,22,Mon,
1735,2021,3,12,23,Tue,
1768,2021,3,12,24,Wed,
1971,2021,3,12,25,Thu,
1977,2021,3,12,26,Fri,
1825,2021,3,12,27,Sat,
1980,2021,3,12,28,Sun,
1948,2021,3,13,29,Mon,
1743,2021,3,13,30,Tue,
1776,2021,3,13,31,Wed,
1977,2021,4,13,1,Thu,
2054,2021,4,13,2,Fri,
1872,2021,4,13,3,Sat,
2020,2021,4,13,4,Sun,
2039,2021,4,14,5,Mon,
1740,2021,4,14,6,Tue,
1742,2021,4,14,7,Wed,
2022,2021,4,14,8,Thu,
2043,2021,4,14,9,Fri,
1874,2021,4,14,10,Sat,
2035,2021,4,14,11,Sun,
2024,2021,4,15,12,Mon,
1687,2021,4,15,13,Tue,
1674,2021,4,15,14,Wed,
2031,2021,4,15,15,Thu,
2049,2021,4,15,16,Fri,
1831,2021,4,15,17,Sat,
2029,2021,4,15,18,Sun,
2014,2021,4,16,19,Mon,
1674,2021,4,16,20,Tue,
1678,2021,4,16,21,Wed,
2037,2021,4,16,22,Thu,
2046,2021,4,16,23,Fri,
1833,2021,4,16,24,Sat,
2029,2021,4,16,25,Sun,
2012,2021,4,17,26,Mon,
1670,2021,4,17,27,Tue,
1676,2021,4,17,28,Wed,
2027,2021,4,17,29,Thu,
1924,2021,4,17,30,Fri,
1824,2021,5,17,1,Sat,
2015,2021,5,17,2,Sun,
2002,2021,5,18,3,Mon,
1669,2021,5,18,4,Tue,
1768,2021,5,18,5,Wed,
2201,2021,5,18,6,Thu,
2211,2021,5,18,7,Fri,
2042,2021,5,18,8,Sat,
2234,2021,5,18,9,Sun,
2215,2021,5,19,10,Mon,
1990,2021,5,19,11,Tue,
2008,2021,5,19,12,Wed,
2246,2021,5,19,13,Thu,
2238,2021,5,19,14,Fri,
2056,2021,5,19,15,Sat,
2246,2021,5,19,16,Sun,
2234,2021,5,20,17,Mon,
2049,2021,5,20,18,Tue,
2072,2021,5,20,19,Wed,
2254,2021,5,20,20,Thu,
2264,2021,5,20,21,Fri,
2087,2021,5,20,22,Sat,
2273,2021,5,20,23,Sun,
2257,2021,5,21,24,Mon,
2058,2021,5,21,25,Tue,
2081,2021,5,21,26,Wed,
2267,2021,5,21,27,Thu,
2285,2021,5,21,28,Fri,
2060,2021,5,21,29,Sat,
2162,2021,5,21,30,Sun,
2268,2021,5,22,31,Mon,Memorial Day
2108,2021,6,22,1,Tue,
2104,2021,6,22,2,Wed,
2372,2021,6,22,3,Thu,
2462,2021,6,22,4,Fri,
2327,2021,6,22,5,Sat,
2526,2021,6,22,6,Sun,
2524,2021,6,23,7,Mon,
2396,2021,6,23,8,Tue,
2405,2021,6,23,9,Wed,
2551,2021,6,23,10,Thu,
2575,2021,6,23,11,Fri,
2352,2021,6,23,12,Sat,
2539,2021,6,23,13,Sun,
2542,2021,6,24,14,Mon,
2428,2021,6,24,15,Tue,
2435,2021,6,24,16,Wed,
2561,2021,6,24,17,Thu,
2590,2021,6,24,18,Fri,Juneteenth National Independence Day (observed)
2361,2021,6,24,19,Sat,Juneteenth National Independence Day
2555,2021,6,24,20,Sun,
