Date,Airline,Flight Count,Year
2018-06-24,Frontier,379,2018
2018-07-01,Frontier,379,2018
2018-07-08,Frontier,379,2018
2018-07-15,Frontier,378,2018
2018-07-22,Frontier,378,2018
2018-07-29,Frontier,378,2018
2018-08-05,Frontier,378,2018
2018-08-12,Frontier,369,2018
2018-08-19,Frontier,321,2018
2018-08-26,Frontier,321,2018
2018-09-02,Frontier,319,2018
2018-09-09,Frontier,312,2018
2018-09-16,Frontier,308,2018
2018-09-23,Frontier,309,2018
2018-09-30,Frontier,306,2018
2018-10-07,Frontier,298,2018
2018-10-14,Frontier,299,2018
2018-10-21,Frontier,302,2018
2018-10-28,Frontier,302,2018
2018-11-04,Frontier,298,2018
2018-11-11,Frontier,296,2018
2018-11-18,Frontier,296,2018
2018-11-25,Frontier,295,2018
2018-12-02,Frontier,306,2018
2018-12-09,Frontier,299,2018
2018-12-16,Frontier,298,2018
2018-12-23,Frontier,311,2018
2018-12-30,Frontier,308,2018
2019-01-06,Frontier,312,2019
2019-01-13,Frontier,306,2019
2019-01-20,Frontier,306,2019
2019-01-27,Frontier,305,2019
2019-02-03,Frontier,306,2019
2019-02-10,Frontier,305,2019
2019-02-17,Frontier,305,2019
2019-02-24,Frontier,310,2019
2019-03-03,Frontier,310,2019
2019-03-10,Frontier,302,2019
2019-03-17,Frontier,304,2019
2019-03-24,Frontier,306,2019
2019-03-31,Frontier,306,2019
2019-04-07,Frontier,301,2019
2019-04-14,Frontier,305,2019
2019-04-21,Frontier,309,2019
2019-04-28,Frontier,308,2019
2019-05-05,Frontier,392,2019
2019-05-12,Frontier,399,2019
2019-05-19,Frontier,397,2019
2019-05-26,Frontier,380,2019
2019-06-02,Frontier,400,2019
2019-06-09,Frontier,407,2019
2019-06-16,Frontier,411,2019
2019-06-23,Frontier,411,2019
2019-06-30,Frontier,424,2019
2019-07-07,Frontier,432,2019
2019-07-14,Frontier,432,2019
2019-07-21,Frontier,431,2019
2019-07-28,Frontier,431,2019
2019-08-04,Frontier,431,2019
2019-08-11,Frontier,428,2019
2019-08-18,Frontier,419,2019
2019-08-25,Frontier,418,2019
2019-09-01,Frontier,412,2019
2019-09-08,Frontier,419,2019
2019-09-15,Frontier,436,2019
2019-09-22,Frontier,435,2019
2019-09-29,Frontier,436,2019
2019-10-06,Frontier,441,2019
2019-10-13,Frontier,449,2019
2019-10-20,Frontier,452,2019
2019-10-27,Frontier,452,2019
2019-11-03,Frontier,444,2019
2019-11-10,Frontier,439,2019
2019-11-17,Frontier,469,2019
2019-11-24,Frontier,503,2019
2019-12-01,Frontier,495,2019
2019-12-08,Frontier,485,2019
2019-12-15,Frontier,510,2019
2019-12-22,Frontier,516,2019
2019-12-29,Frontier,517,2019
2020-01-05,Frontier,144,2020
2020-01-12,Frontier,0,2020
2020-01-19,Frontier,0,2020
2020-01-26,Frontier,0,2020
2020-02-02,Frontier,0,2020
2020-02-09,Frontier,0,2020
2020-02-16,Frontier,0,2020
2020-02-23,Frontier,0,2020
2020-03-01,Frontier,0,2020
2020-03-08,Frontier,0,2020
2020-03-15,Frontier,0,2020
2020-03-22,Frontier,0,2020
2020-03-29,Frontier,0,2020
2020-04-05,Frontier,0,2020
2020-04-12,Frontier,0,2020
2020-04-19,Frontier,0,2020
2020-04-26,Frontier,0,2020
2020-05-03,Frontier,0,2020
2020-05-10,Frontier,0,2020
2020-05-17,Frontier,0,2020
2020-05-24,Frontier,0,2020
2020-05-31,Frontier,0,2020
2020-06-07,Frontier,0,2020
2020-06-14,Frontier,0,2020
2020-06-21,Frontier,0,2020
2020-06-28,Frontier,0,2020
2020-07-05,Frontier,0,2020
2020-07-12,Frontier,0,2020
2020-07-19,Frontier,0,2020
2020-07-26,Frontier,0,2020
2020-08-02,Frontier,0,2020
2020-08-09,Frontier,0,2020
2020-08-16,Frontier,0,2020
2020-08-23,Frontier,0,2020
2020-08-30,Frontier,0,2020
2020-09-06,Frontier,0,2020
2020-09-13,Frontier,0,2020
2020-09-20,Frontier,0,2020
2020-09-27,Frontier,0,2020
2020-10-04,Frontier,0,2020
2020-10-11,Frontier,0,2020
2020-10-18,Frontier,0,2020
2020-10-25,Frontier,0,2020
2020-11-01,Frontier,0,2020
2020-11-08,Frontier,0,2020
2020-11-15,Frontier,0,2020
2020-11-22,Frontier,0,2020
2020-11-29,Frontier,0,2020
2020-12-06,Frontier,0,2020
2020-12-13,Frontier,0,2020
2020-12-20,Frontier,0,2020
2020-12-27,Frontier,0,2020
2021-01-03,Frontier,153,2021
2021-01-10,Frontier,264,2021
2021-01-17,Frontier,223,2021
2021-01-24,Frontier,229,2021
2021-01-31,Frontier,223,2021
2021-02-07,Frontier,245,2021
2021-02-14,Frontier,313,2021
2021-02-21,Frontier,330,2021
2021-02-28,Frontier,323,2021
2021-03-07,Frontier,335,2021
2021-03-14,Frontier,485,2021
2021-03-21,Frontier,512,2021
2021-03-28,Frontier,520,2021
2021-04-04,Frontier,521,2021
2021-04-11,Frontier,523,2021
2021-04-18,Frontier,496,2021
2021-04-25,Frontier,498,2021
2021-05-02,Frontier,499,2021
2021-05-09,Frontier,521,2021
2021-05-16,Frontier,553,2021
2021-05-23,Frontier,570,2021
2021-05-30,Frontier,564,2021
2021-06-06,Frontier,578,2021
2021-06-13,Frontier,639,2021
2021-06-20,Frontier,693,2021
2021-06-27,Frontier,691,2021
2021-07-04,Frontier,692,2021
2021-07-11,Frontier,686,2021
2021-07-18,Frontier,683,2021
2021-07-25,Frontier,670,2021
2021-08-01,Frontier,672,2021
2021-08-08,Frontier,674,2021
2021-08-15,Frontier,671,2021
2021-08-22,Frontier,664,2021
2021-08-29,Frontier,646,2021
2021-09-05,Frontier,630,2021
2021-09-12,Frontier,590,2021
2021-09-19,Frontier,569,2021
2021-09-26,Frontier,570,2021
2021-10-03,Frontier,557,2021
2021-10-10,Frontier,562,2021
2021-10-17,Frontier,584,2021
2021-10-24,Frontier,579,2021
2021-10-31,Frontier,578,2021
2021-11-07,Frontier,582,2021
2021-11-14,Frontier,577,2021
2021-11-21,Frontier,626,2021
2021-11-28,Frontier,639,2021
2021-12-05,Frontier,621,2021
2021-12-12,Frontier,570,2021
2021-12-19,Frontier,587,2021
2021-12-26,Frontier,599,2021
2022-01-02,Frontier,606,2022
2022-01-09,Frontier,530,2022
2022-01-16,Frontier,482,2022
2022-01-23,Frontier,469,2022
2022-01-30,Frontier,467,2022
2022-02-06,Frontier,471,2022
2022-02-13,Frontier,483,2022
2022-02-20,Frontier,494,2022
2022-02-27,Frontier,513,2022
2022-03-06,Frontier,500,2022
2022-03-13,Frontier,469,2022
2022-03-20,Frontier,469,2022
2022-03-27,Frontier,471,2022
2022-04-03,Frontier,456,2022
2022-04-10,Frontier,464,2022
2022-04-17,Frontier,457,2022
2022-04-24,Frontier,470,2022
2022-05-01,Frontier,531,2022
2022-05-08,Frontier,564,2022
2022-05-15,Frontier,536,2022
2022-05-22,Frontier,533,2022
2022-05-29,Frontier,537,2022
2022-06-05,Frontier,553,2022
2022-06-12,Frontier,553,2022
2022-06-19,Frontier,572,2022
2022-06-26,Frontier,563,2022
2022-07-03,Frontier,558,2022
2022-07-10,Frontier,561,2022
2022-07-17,Frontier,564,2022
2022-07-24,Frontier,564,2022
2022-07-31,Frontier,564,2022
2022-08-07,Frontier,567,2022
2022-08-14,Frontier,559,2022
2022-08-21,Frontier,556,2022
2022-08-28,Frontier,552,2022
2022-09-04,Frontier,554,2022
2022-09-11,Frontier,569,2022
2022-09-18,Frontier,576,2022
2022-09-25,Frontier,590,2022
2022-10-02,Frontier,603,2022
2022-10-09,Frontier,603,2022
2022-10-16,Frontier,604,2022
2022-10-23,Frontier,603,2022
2022-10-30,Frontier,603,2022
2022-11-06,Frontier,586,2022
2022-11-13,Frontier,555,2022
2022-11-20,Frontier,561,2022
2022-11-27,Frontier,562,2022
2022-12-04,Frontier,551,2022
2022-12-11,Frontier,561,2022
2022-12-18,Frontier,560,2022
2022-12-25,Frontier,552,2022
2023-01-01,Frontier,555,2023
2023-01-08,Frontier,528,2023
2023-01-15,Frontier,533,2023
2023-01-22,Frontier,533,2023
2023-01-29,Frontier,525,2023
2023-02-05,Frontier,524,2023
2023-02-12,Frontier,525,2023
2023-02-19,Frontier,563,2023
2023-02-26,Frontier,609,2023
2023-03-05,Frontier,612,2023
2023-03-12,Frontier,612,2023
2023-03-19,Frontier,616,2023
2023-03-26,Frontier,623,2023
2023-04-02,Frontier,617,2023
2023-04-09,Frontier,621,2023
2023-04-16,Frontier,639,2023
2023-04-23,Frontier,628,2023
2023-04-30,Frontier,629,2023
2023-05-07,Frontier,644,2023
2023-05-14,Frontier,699,2023
2023-05-21,Frontier,734,2023
2023-05-28,Frontier,723,2023
2023-06-04,Frontier,735,2023
2023-06-11,Frontier,736,2023
2023-06-18,Frontier,735,2023
2023-06-25,Frontier,714,2023
2023-07-02,Frontier,701,2023
2023-07-09,Frontier,718,2023
2023-07-16,Frontier,745,2023
2023-07-23,Frontier,745,2023
2023-07-30,Frontier,743,2023
2023-08-06,Frontier,760,2023
2023-08-13,Frontier,770,2023
2023-08-20,Frontier,787,2023
2023-08-27,Frontier,805,2023
2023-09-03,Frontier,800,2023
2023-09-10,Frontier,853,2023
2023-09-17,Frontier,858,2023
2023-09-24,Frontier,862,2023
2023-10-01,Frontier,860,2023
2023-10-08,Frontier,842,2023
2023-10-15,Frontier,858,2023
2023-10-22,Frontier,860,2023
2023-10-29,Frontier,854,2023
2023-11-05,Frontier,837,2023
2023-11-12,Frontier,853,2023
2023-11-19,Frontier,805,2023
2023-11-26,Frontier,788,2023
2023-12-03,Frontier,747,2023
2023-12-10,Frontier,742,2023
2023-12-17,Frontier,748,2023
2023-12-24,Frontier,767,2023
2023-12-31,Frontier,762,2023
2024-01-07,Frontier,737,2024
2024-01-14,Frontier,696,2024
2024-01-21,Frontier,635,2024
2024-01-28,Frontier,598,2024
2024-02-04,Frontier,595,2024
2024-02-11,Frontier,597,2024
2024-02-18,Frontier,704,2024
2024-02-25,Frontier,760,2024
2024-03-03,Frontier,765,2024
2024-03-10,Frontier,793,2024
2024-03-17,Frontier,850,2024
2024-03-24,Frontier,856,2024
2024-03-31,Frontier,859,2024
2024-04-07,Frontier,871,2024
2024-04-14,Frontier,918,2024
2024-04-21,Frontier,927,2024
2024-04-28,Frontier,957,2024
2024-05-05,Frontier,964,2024
2024-05-12,Frontier,966,2024
2024-05-19,Frontier,1014,2024
2024-05-26,Frontier,1092,2024
2024-06-02,Frontier,1118,2024
2024-06-09,Frontier,1109,2024
2024-06-16,Frontier,1092,2024
2024-06-23,Frontier,1047,2024
2024-06-30,Frontier,1030,2024
2024-07-07,Frontier,1069,2024
2024-07-14,Frontier,1075,2024
2024-07-21,Frontier,1077,2024
2024-07-28,Frontier,1074,2024
2024-08-04,Frontier,453,2024
2017-01-01,Southwest,309,2017
2017-01-08,Southwest,2132,2017
2017-01-15,Southwest,2126,2017
2017-01-22,Southwest,2129,2017
2017-01-29,Southwest,2120,2017
2017-02-05,Southwest,2070,2017
2017-02-12,Southwest,2135,2017
2017-02-19,Southwest,2067,2017
2017-02-26,Southwest,2137,2017
2017-03-05,Southwest,2132,2017
2017-03-12,Southwest,2211,2017
2017-03-19,Southwest,2247,2017
2017-03-26,Southwest,2246,2017
2017-04-02,Southwest,2240,2017
2017-04-09,Southwest,2238,2017
2017-04-16,Southwest,2236,2017
2017-04-23,Southwest,2237,2017
2017-04-30,Southwest,2168,2017
2017-05-07,Southwest,2174,2017
2017-05-14,Southwest,2179,2017
2017-05-21,Southwest,2180,2017
2017-05-28,Southwest,2116,2017
2017-06-04,Southwest,2157,2017
2017-06-11,Southwest,2239,2017
2017-06-18,Southwest,2236,2017
2017-06-25,Southwest,2234,2017
2017-07-02,Southwest,2234,2017
2017-07-09,Southwest,2128,2017
2017-07-16,Southwest,2234,2017
2017-07-23,Southwest,2233,2017
2017-07-30,Southwest,2235,2017
2017-08-06,Southwest,2235,2017
2017-08-13,Southwest,2224,2017
2017-08-20,Southwest,2153,2017
2017-08-27,Southwest,2151,2017
2017-09-03,Southwest,2052,2017
2017-09-10,Southwest,2109,2017
2017-09-17,Southwest,2121,2017
2017-09-24,Southwest,2120,2017
2017-10-01,Southwest,2103,2017
2017-10-08,Southwest,2124,2017
2017-10-15,Southwest,2142,2017
2017-10-22,Southwest,2141,2017
2017-10-29,Southwest,2145,2017
2017-11-05,Southwest,2119,2017
2017-11-12,Southwest,2180,2017
2017-11-19,Southwest,2250,2017
2017-11-26,Southwest,2101,2017
2017-12-03,Southwest,2133,2017
2017-12-10,Southwest,2115,2017
2017-12-17,Southwest,2126,2017
2017-12-24,Southwest,2194,2017
2017-12-31,Southwest,2167,2017
2018-01-07,Southwest,2221,2018
2018-01-14,Southwest,2135,2018
2018-01-21,Southwest,2135,2018
2018-01-28,Southwest,2131,2018
2018-02-04,Southwest,2082,2018
2018-02-11,Southwest,2129,2018
2018-02-18,Southwest,2062,2018
2018-02-25,Southwest,2158,2018
2018-03-04,Southwest,2157,2018
2018-03-11,Southwest,2219,2018
2018-03-18,Southwest,2253,2018
2018-03-25,Southwest,2258,2018
2018-04-01,Southwest,2258,2018
2018-04-08,Southwest,2254,2018
2018-04-15,Southwest,2245,2018
2018-04-22,Southwest,2244,2018
2018-04-29,Southwest,2234,2018
2018-05-06,Southwest,2232,2018
2018-05-13,Southwest,2231,2018
2018-05-20,Southwest,2231,2018
2018-05-27,Southwest,2171,2018
2018-06-03,Southwest,2200,2018
2018-06-10,Southwest,2230,2018
2018-06-17,Southwest,2222,2018
2018-06-24,Southwest,2228,2018
2018-07-01,Southwest,2231,2018
2018-07-08,Southwest,2125,2018
2018-07-15,Southwest,2235,2018
2018-07-22,Southwest,2234,2018
2018-07-29,Southwest,2236,2018
2018-08-05,Southwest,2231,2018
2018-08-12,Southwest,2218,2018
2018-08-19,Southwest,2223,2018
2018-08-26,Southwest,2198,2018
2018-09-02,Southwest,2089,2018
2018-09-09,Southwest,2164,2018
2018-09-16,Southwest,2167,2018
2018-09-23,Southwest,2167,2018
2018-09-30,Southwest,2166,2018
2018-10-07,Southwest,2146,2018
2018-10-14,Southwest,2193,2018
2018-10-21,Southwest,2193,2018
2018-10-28,Southwest,2195,2018
2018-11-04,Southwest,2133,2018
2018-11-11,Southwest,2189,2018
2018-11-18,Southwest,2249,2018
2018-11-25,Southwest,2082,2018
2018-12-02,Southwest,2101,2018
2018-12-09,Southwest,2070,2018
2018-12-16,Southwest,2065,2018
2018-12-23,Southwest,2269,2018
2018-12-30,Southwest,2190,2018
2019-01-06,Southwest,2149,2019
2019-01-13,Southwest,2101,2019
2019-01-20,Southwest,2101,2019
2019-01-27,Southwest,2102,2019
2019-02-03,Southwest,2042,2019
2019-02-10,Southwest,2107,2019
2019-02-17,Southwest,2111,2019
2019-02-24,Southwest,2122,2019
2019-03-03,Southwest,2123,2019
2019-03-10,Southwest,2218,2019
2019-03-17,Southwest,2273,2019
2019-03-24,Southwest,2274,2019
2019-03-31,Southwest,2270,2019
2019-04-07,Southwest,2232,2019
2019-04-14,Southwest,2166,2019
2019-04-21,Southwest,2168,2019
2019-04-28,Southwest,2166,2019
2019-05-05,Southwest,2148,2019
2019-05-12,Southwest,2148,2019
2019-05-19,Southwest,2149,2019
2019-05-26,Southwest,2089,2019
2019-06-02,Southwest,2122,2019
2019-06-09,Southwest,2124,2019
2019-06-16,Southwest,2071,2019
2019-06-23,Southwest,2072,2019
2019-06-30,Southwest,2072,2019
2019-07-07,Southwest,1940,2019
2019-07-14,Southwest,2072,2019
2019-07-21,Southwest,2072,2019
2019-07-28,Southwest,2072,2019
2019-08-04,Southwest,2072,2019
2019-08-11,Southwest,2052,2019
2019-08-18,Southwest,2056,2019
2019-08-25,Southwest,2057,2019
2019-09-01,Southwest,1970,2019
2019-09-08,Southwest,2003,2019
2019-09-15,Southwest,2007,2019
2019-09-22,Southwest,2006,2019
2019-09-29,Southwest,2005,2019
2019-10-06,Southwest,2032,2019
2019-10-13,Southwest,2049,2019
2019-10-20,Southwest,2050,2019
2019-10-27,Southwest,2049,2019
2019-11-03,Southwest,1987,2019
2019-11-10,Southwest,1825,2019
2019-11-17,Southwest,1810,2019
2019-11-24,Southwest,1867,2019
2019-12-01,Southwest,1761,2019
2019-12-08,Southwest,1839,2019
2019-12-15,Southwest,1854,2019
2019-12-22,Southwest,1927,2019
2019-12-29,Southwest,1906,2019
2020-01-05,Southwest,526,2020
2020-01-12,Southwest,0,2020
2020-01-19,Southwest,0,2020
2020-01-26,Southwest,0,2020
2020-02-02,Southwest,0,2020
2020-02-09,Southwest,0,2020
2020-02-16,Southwest,0,2020
2020-02-23,Southwest,0,2020
2020-03-01,Southwest,0,2020
2020-03-08,Southwest,0,2020
2020-03-15,Southwest,0,2020
2020-03-22,Southwest,0,2020
2020-03-29,Southwest,0,2020
2020-04-05,Southwest,0,2020
2020-04-12,Southwest,0,2020
2020-04-19,Southwest,0,2020
2020-04-26,Southwest,0,2020
2020-05-03,Southwest,0,2020
2020-05-10,Southwest,0,2020
2020-05-17,Southwest,0,2020
2020-05-24,Southwest,0,2020
2020-05-31,Southwest,0,2020
2020-06-07,Southwest,0,2020
2020-06-14,Southwest,0,2020
2020-06-21,Southwest,0,2020
2020-06-28,Southwest,0,2020
2020-07-05,Southwest,0,2020
2020-07-12,Southwest,0,2020
2020-07-19,Southwest,0,2020
2020-07-26,Southwest,0,2020
2020-08-02,Southwest,0,2020
2020-08-09,Southwest,0,2020
2020-08-16,Southwest,0,2020
2020-08-23,Southwest,0,2020
2020-08-30,Southwest,0,2020
2020-09-06,Southwest,0,2020
2020-09-13,Southwest,0,2020
2020-09-20,Southwest,0,2020
2020-09-27,Southwest,0,2020
2020-10-04,Southwest,0,2020
2020-10-11,Southwest,0,2020
2020-10-18,Southwest,0,2020
2020-10-25,Southwest,0,2020
2020-11-01,Southwest,0,2020
2020-11-08,Southwest,0,2020
2020-11-15,Southwest,0,2020
2020-11-22,Southwest,0,2020
2020-11-29,Southwest,0,2020
2020-12-06,Southwest,0,2020
2020-12-13,Southwest,0,2020
2020-12-20,Southwest,0,2020
2020-12-27,Southwest,0,2020
2021-01-03,Southwest,489,2021
2021-01-10,Southwest,959,2021
2021-01-17,Southwest,873,2021
2021-01-24,Southwest,888,2021
2021-01-31,Southwest,867,2021
2021-02-07,Southwest,868,2021
2021-02-14,Southwest,887,2021
2021-02-21,Southwest,986,2021
2021-02-28,Southwest,982,2021
2021-03-07,Southwest,1023,2021
2021-03-14,Southwest,1253,2021
2021-03-21,Southwest,1393,2021
2021-03-28,Southwest,1395,2021
2021-04-04,Southwest,1392,2021
2021-04-11,Southwest,1382,2021
2021-04-18,Southwest,1203,2021
2021-04-25,Southwest,1214,2021
2021-05-02,Southwest,1202,2021
2021-05-09,Southwest,1225,2021
2021-05-16,Southwest,1347,2021
2021-05-23,Southwest,1342,2021
2021-05-30,Southwest,1352,2021
2021-06-06,Southwest,1427,2021
2021-06-13,Southwest,1562,2021
2021-06-20,Southwest,1556,2021
2021-06-27,Southwest,1565,2021
2021-07-04,Southwest,1546,2021
2021-07-11,Southwest,1522,2021
2021-07-18,Southwest,1530,2021
2021-07-25,Southwest,1530,2021
2021-08-01,Southwest,1530,2021
2021-08-08,Southwest,1526,2021
2021-08-15,Southwest,1523,2021
2021-08-22,Southwest,1516,2021
2021-08-29,Southwest,1516,2021
2021-09-05,Southwest,1524,2021
2021-09-12,Southwest,1512,2021
2021-09-19,Southwest,1499,2021
2021-09-26,Southwest,1497,2021
2021-10-03,Southwest,1499,2021
2021-10-10,Southwest,1531,2021
2021-10-17,Southwest,1558,2021
2021-10-24,Southwest,1559,2021
2021-10-31,Southwest,1560,2021
2021-11-07,Southwest,1565,2021
2021-11-14,Southwest,1531,2021
2021-11-21,Southwest,1559,2021
2021-11-28,Southwest,1583,2021
2021-12-05,Southwest,1508,2021
2021-12-12,Southwest,1432,2021
2021-12-19,Southwest,1536,2021
2021-12-26,Southwest,1581,2021
2022-01-02,Southwest,1619,2022
2022-01-09,Southwest,1459,2022
2022-01-16,Southwest,1449,2022
2022-01-23,Southwest,1523,2022
2022-01-30,Southwest,1530,2022
2022-02-06,Southwest,1524,2022
2022-02-13,Southwest,1532,2022
2022-02-20,Southwest,1565,2022
2022-02-27,Southwest,1585,2022
2022-03-06,Southwest,1517,2022
2022-03-13,Southwest,1497,2022
2022-03-20,Southwest,1539,2022
2022-03-27,Southwest,1539,2022
2022-04-03,Southwest,1550,2022
2022-04-10,Southwest,1635,2022
2022-04-17,Southwest,1637,2022
2022-04-24,Southwest,1640,2022
2022-05-01,Southwest,1645,2022
2022-05-08,Southwest,1664,2022
2022-05-15,Southwest,1660,2022
2022-05-22,Southwest,1660,2022
2022-05-29,Southwest,1660,2022
2022-06-05,Southwest,1631,2022
2022-06-12,Southwest,1583,2022
2022-06-19,Southwest,1583,2022
2022-06-26,Southwest,1583,2022
2022-07-03,Southwest,1580,2022
2022-07-10,Southwest,1616,2022
2022-07-17,Southwest,1624,2022
2022-07-24,Southwest,1622,2022
2022-07-31,Southwest,1619,2022
2022-08-07,Southwest,1618,2022
2022-08-14,Southwest,1618,2022
2022-08-21,Southwest,1618,2022
2022-08-28,Southwest,1616,2022
2022-09-04,Southwest,1572,2022
2022-09-11,Southwest,1618,2022
2022-09-18,Southwest,1620,2022
2022-09-25,Southwest,1608,2022
2022-10-02,Southwest,1628,2022
2022-10-09,Southwest,1644,2022
2022-10-16,Southwest,1702,2022
2022-10-23,Southwest,1692,2022
2022-10-30,Southwest,1693,2022
2022-11-06,Southwest,1707,2022
2022-11-13,Southwest,1641,2022
2022-11-20,Southwest,1641,2022
2022-11-27,Southwest,1564,2022
2022-12-04,Southwest,1627,2022
2022-12-11,Southwest,1643,2022
2022-12-18,Southwest,1668,2022
2022-12-25,Southwest,1637,2022
2023-01-01,Southwest,1647,2023
2023-01-08,Southwest,1620,2023
2023-01-15,Southwest,1594,2023
2023-01-22,Southwest,1596,2023
2023-01-29,Southwest,1596,2023
2023-02-05,Southwest,1596,2023
2023-02-12,Southwest,1609,2023
2023-02-19,Southwest,1609,2023
2023-02-26,Southwest,1605,2023
2023-03-05,Southwest,1607,2023
2023-03-12,Southwest,1621,2023
2023-03-19,Southwest,1640,2023
2023-03-26,Southwest,1640,2023
2023-04-02,Southwest,1638,2023
2023-04-09,Southwest,1638,2023
2023-04-16,Southwest,1762,2023
2023-04-23,Southwest,1784,2023
2023-04-30,Southwest,1784,2023
2023-05-07,Southwest,1777,2023
2023-05-14,Southwest,1799,2023
2023-05-21,Southwest,1803,2023
2023-05-28,Southwest,1785,2023
2023-06-04,Southwest,1776,2023
2023-06-11,Southwest,1786,2023
2023-06-18,Southwest,1786,2023
2023-06-25,Southwest,1788,2023
2023-07-02,Southwest,1788,2023
2023-07-09,Southwest,1808,2023
2023-07-16,Southwest,1858,2023
2023-07-23,Southwest,1868,2023
2023-07-30,Southwest,1868,2023
2023-08-06,Southwest,1868,2023
2023-08-13,Southwest,1868,2023
2023-08-20,Southwest,1825,2023
2023-08-27,Southwest,1808,2023
2023-09-03,Southwest,1775,2023
2023-09-10,Southwest,1809,2023
2023-09-17,Southwest,1819,2023
2023-09-24,Southwest,1819,2023
2023-10-01,Southwest,1824,2023
2023-10-08,Southwest,1864,2023
2023-10-15,Southwest,1883,2023
2023-10-22,Southwest,1883,2023
2023-10-29,Southwest,1886,2023
2023-11-05,Southwest,1917,2023
2023-11-12,Southwest,1879,2023
2023-11-19,Southwest,1881,2023
2023-11-26,Southwest,1874,2023
2023-12-03,Southwest,1896,2023
2023-12-10,Southwest,1879,2023
2023-12-17,Southwest,1882,2023
2023-12-24,Southwest,1976,2023
2023-12-31,Southwest,2025,2023
2024-01-07,Southwest,1930,2024
2024-01-14,Southwest,1593,2024
2024-01-21,Southwest,1592,2024
2024-01-28,Southwest,1594,2024
2024-02-04,Southwest,1594,2024
2024-02-11,Southwest,1594,2024
2024-02-18,Southwest,1585,2024
2024-02-25,Southwest,1582,2024
2024-03-03,Southwest,1582,2024
2024-03-10,Southwest,1691,2024
2024-03-17,Southwest,1822,2024
2024-03-24,Southwest,1822,2024
2024-03-31,Southwest,1820,2024
2024-04-07,Southwest,1805,2024
2024-04-14,Southwest,1784,2024
2024-04-21,Southwest,1779,2024
2024-04-28,Southwest,1779,2024
2024-05-05,Southwest,1763,2024
2024-05-12,Southwest,1748,2024
2024-05-19,Southwest,1749,2024
2024-05-26,Southwest,1707,2024
2024-06-02,Southwest,1722,2024
2024-06-09,Southwest,1626,2024
2024-06-16,Southwest,1599,2024
2024-06-23,Southwest,1596,2024
2024-06-30,Southwest,1599,2024
2024-07-07,Southwest,1497,2024
2024-07-14,Southwest,1600,2024
2024-07-21,Southwest,1604,2024
2024-07-28,Southwest,1603,2024
2024-08-04,Southwest,672,2024
2017-01-01,Spirit,107,2017
2017-01-08,Spirit,754,2017
2017-01-15,Spirit,754,2017
2017-01-22,Spirit,753,2017
2017-01-29,Spirit,754,2017
2017-02-05,Spirit,754,2017
2017-02-12,Spirit,757,2017
2017-02-19,Spirit,763,2017
2017-02-26,Spirit,761,2017
2017-03-05,Spirit,763,2017
2017-03-12,Spirit,768,2017
2017-03-19,Spirit,774,2017
2017-03-26,Spirit,774,2017
2017-04-02,Spirit,774,2017
2017-04-09,Spirit,774,2017
2017-04-16,Spirit,774,2017
2017-04-23,Spirit,774,2017
2017-04-30,Spirit,842,2017
2017-05-07,Spirit,901,2017
2017-05-14,Spirit,901,2017
2017-05-21,Spirit,901,2017
2017-05-28,Spirit,909,2017
2017-06-04,Spirit,915,2017
2017-06-11,Spirit,907,2017
2017-06-18,Spirit,906,2017
2017-06-25,Spirit,903,2017
2017-07-02,Spirit,903,2017
2017-07-09,Spirit,903,2017
2017-07-16,Spirit,906,2017
2017-07-23,Spirit,910,2017
2017-07-30,Spirit,910,2017
2017-08-06,Spirit,910,2017
2017-08-13,Spirit,910,2017
2017-08-20,Spirit,910,2017
2017-08-27,Spirit,910,2017
2017-09-03,Spirit,910,2017
2017-09-10,Spirit,896,2017
2017-09-17,Spirit,847,2017
2017-09-24,Spirit,847,2017
2017-10-01,Spirit,845,2017
2017-10-08,Spirit,846,2017
2017-10-15,Spirit,848,2017
2017-10-22,Spirit,847,2017
2017-10-29,Spirit,847,2017
2017-11-05,Spirit,847,2017
2017-11-12,Spirit,782,2017
2017-11-19,Spirit,786,2017
2017-11-26,Spirit,786,2017
2017-12-03,Spirit,739,2017
2017-12-10,Spirit,738,2017
2017-12-17,Spirit,741,2017
2017-12-24,Spirit,747,2017
2017-12-31,Spirit,785,2017
2018-01-07,Spirit,786,2018
2018-01-14,Spirit,786,2018
2018-01-21,Spirit,779,2018
2018-01-28,Spirit,779,2018
2018-02-04,Spirit,779,2018
2018-02-11,Spirit,778,2018
2018-02-18,Spirit,782,2018
2018-02-25,Spirit,783,2018
2018-03-04,Spirit,782,2018
2018-03-11,Spirit,786,2018
2018-03-18,Spirit,791,2018
2018-03-25,Spirit,797,2018
2018-04-01,Spirit,796,2018
2018-04-08,Spirit,799,2018
2018-04-15,Spirit,871,2018
2018-04-22,Spirit,873,2018
2018-04-29,Spirit,873,2018
2018-05-06,Spirit,878,2018
2018-05-13,Spirit,879,2018
2018-05-20,Spirit,879,2018
2018-05-27,Spirit,897,2018
2018-06-03,Spirit,975,2018
2018-06-10,Spirit,980,2018
2018-06-17,Spirit,980,2018
2018-06-24,Spirit,987,2018
2018-07-01,Spirit,987,2018
2018-07-08,Spirit,987,2018
2018-07-15,Spirit,986,2018
2018-07-22,Spirit,987,2018
2018-07-29,Spirit,987,2018
2018-08-05,Spirit,987,2018
2018-08-12,Spirit,985,2018
